,itemIds,top-10 scores
958186,"[2873, 3725, 1123, 676, 2189, 2304, 2302, 48, 4374, 2319]","[0.05944328, 0.051820435, 0.04887451, 0.04824409, 0.046217084, 0.04577256, 0.04406957, 0.04404545, 0.043812126, 0.043105185]"
2515276,"[670, 798, 2938, 4474, 2965, 2578, 4438, 2192, 2033, 17]","[0.0568406, 0.05264169, 0.05090255, 0.049207143, 0.049151707, 0.048573863, 0.047362357, 0.047279533, 0.047058262, 0.04656057]"
1596725,"[482, 2913, 978, 2400, 2332, 1428, 3505, 4266, 2495, 1656]","[0.056976497, 0.055739045, 0.05056217, 0.04635547, 0.045600466, 0.044791505, 0.04436405, 0.044103418, 0.043535195, 0.042464428]"
1419805,"[2580, 1650, 3648, 3935, 3364, 3825, 3220, 2698, 1994, 822]","[0.04203037, 0.041828044, 0.040604398, 0.040514845, 0.03923771, 0.038846295, 0.03851712, 0.03821987, 0.037466817, 0.0372833]"
59663,"[290, 1707, 1252, 3611, 3736, 2804, 2051, 3758, 4033, 808]","[0.05716406, 0.05141936, 0.049307868, 0.044030674, 0.041231353, 0.04104194, 0.04039191, 0.03986643, 0.03949184, 0.03869242]"
2344418,"[2660, 1615, 1145, 1590, 1962, 4454, 3161, 312, 483, 1865]","[0.06905636, 0.06304169, 0.061082277, 0.057201225, 0.05516026, 0.053328924, 0.052440587, 0.051438518, 0.049703524, 0.049414933]"
2583029,"[1476, 717, 3379, 1307, 3290, 2163, 3648, 1409, 1408, 2974]","[0.05740887, 0.053877737, 0.04652065, 0.04320959, 0.043024134, 0.04282712, 0.041973334, 0.041864086, 0.041682452, 0.04149936]"
2286304,"[443, 2577, 1744, 3917, 1664, 817, 1890, 2762, 30, 3253]","[0.051764864, 0.049412902, 0.04504382, 0.042399254, 0.042356648, 0.04130476, 0.04074491, 0.040593807, 0.040313233, 0.03961246]"
2376306,"[1865, 1798, 3610, 3860, 4247, 2395, 829, 2660, 2743, 1180]","[0.04539314, 0.040774807, 0.03618059, 0.03604405, 0.033440497, 0.033086162, 0.03300968, 0.032708447, 0.032544523, 0.032451004]"
383952,"[2577, 4402, 3463, 4339, 2938, 1955, 2782, 1530, 1104, 1719]","[0.05390224, 0.05240062, 0.052276596, 0.050494216, 0.04880721, 0.048408117, 0.04755006, 0.04658709, 0.044002604, 0.042963028]"
409378,"[1066, 2009, 30, 1692, 818, 3970, 1553, 1765, 2981, 2701]","[0.060223054, 0.055471994, 0.05229888, 0.050407905, 0.04829906, 0.044616483, 0.041866247, 0.04120043, 0.04038685, 0.04000801]"
27746,"[1176, 55, 2001, 3160, 1771, 4427, 535, 1467, 1856, 2734]","[0.05453415, 0.049097113, 0.04834857, 0.048304733, 0.048232164, 0.04615779, 0.045791347, 0.043790728, 0.043364752, 0.043344334]"
684648,"[2782, 2460, 1509, 985, 33, 1754, 992, 907, 1618, 4145]","[0.049434066, 0.046129525, 0.041900646, 0.039862193, 0.03947442, 0.038909696, 0.038791865, 0.038785256, 0.038765207, 0.038724475]"
1559566,"[2495, 3538, 3513, 4135, 3623, 424, 316, 2566, 571, 1238]","[0.047174986, 0.043019757, 0.04192555, 0.040383052, 0.039436538, 0.03670547, 0.035755727, 0.035630234, 0.03514623, 0.03403742]"
391005,"[3463, 1011, 3920, 1300, 1096, 3368, 240, 143, 3999, 3120]","[0.05757889, 0.055720285, 0.050212186, 0.05019143, 0.04976649, 0.049298514, 0.04856001, 0.04770222, 0.047274396, 0.047093056]"
789966,"[290, 185, 1959, 2153, 1833, 2660, 2342, 1174, 223, 963]","[0.046515744, 0.044790667, 0.042526547, 0.041200556, 0.040734828, 0.037229735, 0.035714805, 0.03561218, 0.03542909, 0.033963185]"
278257,"[438, 3326, 561, 3147, 180, 3077, 1595, 550, 1642, 3923]","[0.0407086, 0.038196515, 0.038030952, 0.03703858, 0.035224337, 0.03475878, 0.03403568, 0.032967743, 0.03203447, 0.031192247]"
636369,"[3348, 3617, 133, 361, 1963, 2595, 681, 1682, 760, 1959]","[0.05197108, 0.04442532, 0.043795392, 0.043597233, 0.04258068, 0.04054693, 0.039869543, 0.039262217, 0.038954753, 0.038732056]"
1429668,"[3320, 1305, 1094, 2342, 3239, 1255, 4216, 262, 1905, 133]","[0.07479024, 0.0588597, 0.05409506, 0.053023633, 0.050454136, 0.048200693, 0.047969226, 0.043951675, 0.041969802, 0.041555617]"
314418,"[2391, 2395, 674, 4078, 3368, 1314, 993, 2578, 4255, 533]","[0.050648715, 0.049408436, 0.047868893, 0.046484854, 0.045576114, 0.04508102, 0.04472235, 0.041838128, 0.041705135, 0.041103825]"
2487916,"[652, 1618, 942, 1728, 3526, 535, 1102, 425, 33, 299]","[0.05046207, 0.045858115, 0.042886246, 0.041099757, 0.039982043, 0.039231207, 0.038657926, 0.038314674, 0.037150644, 0.036486745]"
631041,"[3782, 3710, 1174, 143, 361, 3860, 2112, 1255, 2016, 889]","[0.05047225, 0.03924109, 0.038341325, 0.038231194, 0.037925445, 0.036626317, 0.03550915, 0.033756793, 0.033478074, 0.033141147]"
837795,"[4031, 2731, 2139, 3478, 2200, 2000, 953, 564, 216, 2954]","[0.0438089, 0.04086515, 0.039074976, 0.037908565, 0.037732393, 0.03661473, 0.036560085, 0.036181662, 0.03588188, 0.03584734]"
2242472,"[2804, 4033, 330, 353, 883, 3463, 4315, 281, 1803, 1011]","[0.04673882, 0.04483783, 0.042561136, 0.041345265, 0.040987115, 0.038295705, 0.038260214, 0.037834525, 0.036211055, 0.035988696]"
1453531,"[26, 985, 1202, 1289, 4141, 378, 2949, 2470, 2755, 1509]","[0.061598733, 0.05832418, 0.053370103, 0.05278659, 0.050252844, 0.049874622, 0.04982007, 0.048772387, 0.048565008, 0.048455816]"
999201,"[1408, 1790, 3348, 3369, 720, 3254, 78, 883, 443, 3489]","[0.055836234, 0.053105485, 0.05290952, 0.052409746, 0.049898688, 0.046539728, 0.04532463, 0.043610606, 0.043476984, 0.043234676]"
1513370,"[1959, 3321, 1521, 4345, 2051, 3611, 846, 457, 3988, 1406]","[0.036084097, 0.033783786, 0.032839216, 0.03278915, 0.03266715, 0.032418218, 0.031549573, 0.03141862, 0.030955058, 0.030828957]"
347549,"[517, 1765, 4472, 1066, 3684, 2882, 4315, 3404, 4080, 994]","[0.06037184, 0.055945918, 0.05548036, 0.052758556, 0.051113024, 0.049248073, 0.04865942, 0.044962984, 0.04495671, 0.044410475]"
2384282,"[1692, 3106, 2900, 3138, 2981, 3009, 1307, 3320, 3505, 1585]","[0.048615187, 0.04518684, 0.044839352, 0.041792072, 0.04132396, 0.04129219, 0.040870536, 0.040792283, 0.040312406, 0.040060706]"
303321,"[18, 1428, 1299, 2823, 442, 2153, 3551, 3624, 3936, 167]","[0.06296861, 0.062732704, 0.051070504, 0.047912247, 0.04753172, 0.047312412, 0.045342952, 0.04526906, 0.044445924, 0.043193568]"
2221397,"[281, 751, 3736, 3165, 3355, 4089, 990, 4356, 4227, 1542]","[0.05372187, 0.048618175, 0.042901617, 0.04152424, 0.04027377, 0.039287552, 0.038146794, 0.03769266, 0.036783632, 0.036707472]"
433484,"[2104, 4043, 1103, 3890, 1862, 313, 4141, 2136, 16, 3946]","[0.046740655, 0.042133152, 0.041528575, 0.037283786, 0.03727504, 0.03636334, 0.036279015, 0.03515602, 0.034993038, 0.034919266]"
464219,"[2727, 942, 1307, 3095, 2043, 4411, 990, 3765, 886, 829]","[0.0591667, 0.051848955, 0.05100952, 0.042607557, 0.040952686, 0.040723376, 0.039609276, 0.039411586, 0.03866896, 0.038615193]"
886317,"[482, 30, 2900, 2580, 1102, 4496, 2290, 818, 2395, 2372]","[0.04626432, 0.04420332, 0.044060986, 0.039925195, 0.037911255, 0.037248373, 0.037160054, 0.036699776, 0.036697645, 0.036560737]"
1339110,"[2200, 2132, 3312, 1959, 2548, 3579, 2362, 3433, 2167, 3276]","[0.05495906, 0.049966384, 0.04986738, 0.04610065, 0.04335554, 0.04262233, 0.042559925, 0.039752014, 0.039566856, 0.038913187]"
2106758,"[2800, 1682, 3170, 3962, 213, 638, 3942, 232, 2186, 696]","[0.044482257, 0.04376875, 0.03997858, 0.03948361, 0.03907346, 0.038194112, 0.037548274, 0.037486106, 0.03620373, 0.03511787]"
1681133,"[26, 2660, 2136, 4369, 3816, 3320, 4168, 3090, 1645, 1798]","[0.048416816, 0.04314366, 0.04101896, 0.039242014, 0.039100662, 0.038528543, 0.03800609, 0.037343547, 0.036163248, 0.03530354]"
1189333,"[2139, 2057, 2660, 3418, 97, 1174, 1803, 2554, 3276, 4396]","[0.041976605, 0.041285418, 0.040633403, 0.040022306, 0.039158743, 0.037576534, 0.03747671, 0.03508411, 0.03261479, 0.032262817]"
2395070,"[3626, 1561, 426, 3253, 789, 1467, 2874, 483, 4040, 1020]","[0.05993954, 0.056551706, 0.05421403, 0.05177934, 0.050555382, 0.04840676, 0.046533793, 0.04649184, 0.0460711, 0.04566832]"
121407,"[2852, 2316, 166, 822, 78, 2188, 4033, 2967, 4271, 2757]","[0.051889904, 0.04910059, 0.048974514, 0.048569, 0.0471288, 0.044396408, 0.042872325, 0.042612057, 0.042397816, 0.042016864]"
1722188,"[2139, 1615, 2989, 3368, 2578, 1180, 3385, 2874, 3475, 2192]","[0.05191676, 0.05033835, 0.04919103, 0.047897436, 0.04788987, 0.047204178, 0.046722382, 0.04586669, 0.04565353, 0.04360159]"
1053149,"[4262, 2162, 1314, 2186, 3254, 2112, 2188, 1126, 3487, 4033]","[0.07022652, 0.057630833, 0.054647457, 0.05089144, 0.05030874, 0.049281646, 0.048871804, 0.04866104, 0.047984835, 0.047501538]"
2242596,"[2866, 1224, 3670, 189, 535, 2804, 1853, 1594, 645, 1126]","[0.054590035, 0.049969688, 0.045161728, 0.0443872, 0.044383988, 0.04419138, 0.043876927, 0.043544967, 0.0435409, 0.04331615]"
124810,"[3161, 2913, 2137, 829, 3071, 3870, 4141, 1901, 238, 3098]","[0.049588624, 0.046279985, 0.045817062, 0.04301129, 0.042478852, 0.041538138, 0.041242395, 0.041107975, 0.040897287, 0.040856756]"
2393934,"[1821, 1615, 262, 2974, 571, 3590, 1305, 1289, 3758, 3368]","[0.05984623, 0.05361863, 0.048873473, 0.04866867, 0.047597144, 0.046599917, 0.04626034, 0.044442914, 0.04403784, 0.043690525]"
1532125,"[3960, 1664, 3478, 2256, 1050, 4040, 353, 4488, 734, 2186]","[0.052776515, 0.04875897, 0.047547862, 0.046083827, 0.045152757, 0.04442117, 0.042216115, 0.03889878, 0.037917707, 0.03707177]"
1749429,"[2578, 571, 3225, 4210, 517, 3333, 3605, 985, 4315, 3439]","[0.057449155, 0.05744404, 0.05670157, 0.052898247, 0.049726687, 0.04745386, 0.04731681, 0.0466196, 0.044797193, 0.044390768]"
1005202,"[2012, 2495, 4460, 2199, 1618, 4043, 408, 4389, 468, 3282]","[0.051315203, 0.04742955, 0.046234485, 0.046168536, 0.044470455, 0.04399891, 0.043444872, 0.043421794, 0.043129552, 0.042739786]"
2223167,"[3466, 2200, 482, 2186, 3880, 1703, 4049, 3686, 1221, 2395]","[0.0457769, 0.042516235, 0.038370334, 0.03707521, 0.036522113, 0.035608742, 0.034985006, 0.03436489, 0.03397538, 0.032573976]"
1667665,"[2660, 4478, 978, 2913, 3923, 3505, 4033, 2866, 2495, 1307]","[0.054806784, 0.048490662, 0.046889264, 0.04573218, 0.04364521, 0.042654492, 0.04253661, 0.04172608, 0.04157992, 0.041487228]"
223139,"[4159, 378, 3505, 1509, 3962, 1252, 2290, 2400, 3835, 359]","[0.049689632, 0.046024755, 0.043309163, 0.04172181, 0.041627113, 0.040985815, 0.04095265, 0.040522072, 0.03987666, 0.039766192]"
1317589,"[3285, 357, 1357, 3787, 3058, 3610, 569, 3439, 1094, 1222]","[0.05445785, 0.053888056, 0.05166249, 0.041070882, 0.039516453, 0.038988635, 0.038116753, 0.037444256, 0.037400108, 0.036763486]"
1454798,"[2200, 3921, 2495, 2865, 2095, 3782, 1673, 2186, 3573, 1804]","[0.054521684, 0.045157444, 0.044069264, 0.04281028, 0.042567454, 0.039653305, 0.039404202, 0.0389344, 0.037384756, 0.03668539]"
2407422,"[483, 942, 3161, 26, 1180, 2660, 1744, 4031, 216, 3936]","[0.04729545, 0.04688662, 0.046436332, 0.04572834, 0.045333024, 0.045003276, 0.041912697, 0.04056828, 0.039607305, 0.03944359]"
544493,"[4366, 2617, 28, 2913, 443, 2095, 749, 751, 862, 571]","[0.054731827, 0.05151321, 0.049281403, 0.046969626, 0.045095485, 0.044447295, 0.042391703, 0.04231488, 0.04215212, 0.04189795]"
925446,"[3478, 3921, 133, 16, 1665, 3743, 269, 720, 242, 3368]","[0.061170112, 0.05371663, 0.05257039, 0.051711913, 0.048363388, 0.047141567, 0.04685365, 0.045449864, 0.04454672, 0.043555725]"
2346008,"[1408, 3538, 1877, 1218, 3623, 3232, 1202, 148, 482, 1816]","[0.049527228, 0.048618514, 0.0476877, 0.04511234, 0.045097813, 0.03900658, 0.038811896, 0.037950218, 0.03782516, 0.037773184]"
269126,"[3321, 3071, 4135, 761, 3835, 425, 907, 2316, 3766, 3870]","[0.07093741, 0.056184042, 0.047956795, 0.04229307, 0.042272087, 0.04046044, 0.03937053, 0.039303694, 0.038625017, 0.0382807]"
1839089,"[4266, 798, 3923, 1590, 3970, 3427, 2953, 1066, 1754, 1255]","[0.064509936, 0.06155853, 0.05682719, 0.050050788, 0.04860388, 0.047636136, 0.046990387, 0.04677555, 0.04482825, 0.043987673]"
159862,"[1509, 2200, 3962, 165, 1618, 3684, 4225, 1905, 3253, 3710]","[0.058827948, 0.048750065, 0.04827705, 0.04556295, 0.045388397, 0.042949513, 0.042853996, 0.042289138, 0.04111069, 0.04004931]"
748856,"[3128, 4306, 17, 730, 4078, 4171, 4389, 2016, 3817, 367]","[0.057608154, 0.054487456, 0.054009236, 0.048789013, 0.04803951, 0.04740089, 0.04706544, 0.046988733, 0.046538312, 0.045482527]"
1191854,"[3408, 97, 1708, 668, 2775, 242, 986, 3224, 3282, 2521]","[0.06884658, 0.06312097, 0.05705039, 0.053477366, 0.052874938, 0.051499568, 0.04940366, 0.048177496, 0.04708938, 0.046996288]"
2018452,"[720, 2699, 46, 1100, 2989, 2960, 1173, 4384, 1044, 2391]","[0.05395848, 0.047898896, 0.04764994, 0.047428384, 0.04741859, 0.046160124, 0.044198666, 0.043934416, 0.043373514, 0.041159164]"
2514186,"[4330, 18, 662, 3743, 1470, 2015, 2228, 3434, 1803, 242]","[0.050547827, 0.049354315, 0.046955414, 0.04628926, 0.044942755, 0.043580953, 0.04336644, 0.04320562, 0.041744206, 0.04146479]"
1155638,"[2457, 1902, 3047, 1692, 1955, 1582, 2743, 3274, 3350, 1848]","[0.052600168, 0.047012717, 0.042705838, 0.04218755, 0.042127743, 0.039574392, 0.037922658, 0.037399765, 0.037389673, 0.036697354]"
276617,"[3684, 1810, 3355, 2139, 3418, 3256, 798, 1100, 1066, 2701]","[0.055115353, 0.054529052, 0.054479666, 0.051846944, 0.051717754, 0.050283838, 0.049669325, 0.049331773, 0.045580838, 0.04557114]"
1014412,"[2153, 2186, 1890, 3135, 3138, 3182, 1074, 534, 985, 751]","[0.05622549, 0.054716263, 0.049921915, 0.048066556, 0.04571328, 0.04569589, 0.045396995, 0.044980217, 0.04483434, 0.0445827]"
1267191,"[3253, 668, 2913, 2137, 2136, 3079, 2423, 262, 3590, 3610]","[0.046901368, 0.044150475, 0.042760745, 0.042218175, 0.041348368, 0.040528238, 0.040524468, 0.039788593, 0.038674694, 0.038632352]"
661168,"[2852, 2209, 1180, 2188, 1615, 166, 468, 2580, 3095, 758]","[0.05232164, 0.051905762, 0.051272754, 0.04962468, 0.047097918, 0.04557027, 0.04507972, 0.044249617, 0.0439667, 0.042782746]"
1501107,"[3756, 659, 1867, 3274, 4330, 3510, 1289, 2899, 4492, 2743]","[0.06733304, 0.062460538, 0.04695047, 0.046250463, 0.043649554, 0.043273415, 0.04255754, 0.041560944, 0.04008235, 0.039967462]"
2394481,"[4115, 331, 3769, 1816, 1202, 3796, 4168, 1299, 3587, 1363]","[0.05263421, 0.04716963, 0.04673251, 0.04663775, 0.045280777, 0.04449853, 0.043654367, 0.04223221, 0.041881405, 0.039757602]"
559855,"[3226, 1795, 1060, 2104, 78, 3190, 1632, 3079, 2015, 931]","[0.04969562, 0.044114303, 0.043042943, 0.041239236, 0.038947884, 0.036889713, 0.036057226, 0.035772983, 0.0351029, 0.034916915]"
1184594,"[1412, 3047, 378, 2443, 2217, 751, 4298, 3017, 2470, 723]","[0.056699052, 0.05284408, 0.04867939, 0.04530456, 0.042915095, 0.042062934, 0.041955527, 0.041624885, 0.04117855, 0.040978756]"
1771242,"[2217, 2375, 517, 2391, 3347, 1364, 985, 104, 1098, 2340]","[0.06142731, 0.060064457, 0.05426715, 0.053099636, 0.051620334, 0.048034396, 0.047995295, 0.04507262, 0.043695394, 0.043556325]"
975712,"[3787, 1521, 1305, 262, 2135, 3714, 4049, 789, 1765, 668]","[0.061433006, 0.052051887, 0.051396634, 0.050717674, 0.049985204, 0.04826437, 0.046486337, 0.04596159, 0.044836916, 0.044365805]"
1737378,"[1971, 4306, 4438, 3942, 1642, 672, 550, 1329, 213, 2866]","[0.04852434, 0.047408145, 0.04719509, 0.043474376, 0.041776158, 0.040284745, 0.038262725, 0.03759126, 0.037001073, 0.036940336]"
219970,"[2795, 2804, 4012, 2960, 3078, 3955, 4377, 1905, 2876, 1693]","[0.06137598, 0.061184324, 0.06072975, 0.05233206, 0.05102789, 0.0497412, 0.04476522, 0.044621214, 0.0444928, 0.044159032]"
2068247,"[2290, 1428, 978, 551, 563, 3905, 329, 4031, 3207, 1947]","[0.05297724, 0.04395304, 0.043483023, 0.043076355, 0.041803963, 0.04133006, 0.041197322, 0.039954048, 0.039535873, 0.039210524]"
897124,"[1668, 3427, 2699, 4031, 4027, 4271, 3742, 1221, 4488, 1202]","[0.05195579, 0.04433005, 0.04378013, 0.043540746, 0.04160451, 0.039722398, 0.038040385, 0.03681188, 0.036066186, 0.03521257]"
1568056,"[3587, 189, 1421, 3608, 4354, 2167, 97, 295, 725, 3148]","[0.056053657, 0.055525213, 0.054488856, 0.053540125, 0.053435195, 0.05154901, 0.050160695, 0.04416104, 0.04320646, 0.043054562]"
121060,"[185, 1959, 3670, 3765, 3090, 3905, 1853, 1513, 575, 809]","[0.04988218, 0.048370074, 0.04817315, 0.047905643, 0.043128032, 0.04301034, 0.04300264, 0.042853422, 0.042833474, 0.041532326]"
132700,"[2314, 3161, 3078, 3326, 1862, 4384, 505, 405, 2938, 582]","[0.054427378, 0.050638042, 0.04775504, 0.045033734, 0.042691547, 0.03951357, 0.038962454, 0.038212694, 0.037815057, 0.037426054]"
1913770,"[2016, 482, 111, 3505, 2900, 1370, 2866, 2809, 3668, 1140]","[0.051052514, 0.04792263, 0.045003884, 0.04247081, 0.039619166, 0.039303932, 0.0386702, 0.03678383, 0.036684837, 0.03608496]"
267880,"[3638, 4330, 2654, 986, 1682, 312, 77, 789, 1140, 953]","[0.053339098, 0.049182706, 0.04834999, 0.04636494, 0.046052944, 0.04458246, 0.04420927, 0.04364016, 0.042995974, 0.04165386]"
1030997,"[1102, 4306, 3684, 3106, 3617, 798, 2139, 17, 4127, 1252]","[0.050711952, 0.04608005, 0.04548471, 0.044509668, 0.04346857, 0.04244431, 0.04174815, 0.03949295, 0.03934577, 0.038663864]"
1676473,"[348, 3590, 3917, 1810, 2862, 1428, 2443, 1837, 3275, 3232]","[0.042563014, 0.037956014, 0.03432312, 0.033526067, 0.032766312, 0.032119907, 0.031940557, 0.0316638, 0.030533997, 0.030504363]"
507821,"[2533, 1314, 2699, 1466, 2771, 474, 1525, 3208, 2178, 443]","[0.06194763, 0.06056179, 0.058271185, 0.057504755, 0.052946724, 0.0487165, 0.047798447, 0.04695434, 0.045952674, 0.04582844]"
1538160,"[1666, 4266, 225, 191, 2944, 2350, 2385, 26, 28, 4031]","[0.05715084, 0.047711365, 0.046548948, 0.04326361, 0.043148592, 0.042513713, 0.042459346, 0.04218035, 0.040317047, 0.037709497]"
2607302,"[1066, 3326, 3938, 1255, 26, 563, 1329, 862, 3593, 3599]","[0.055399098, 0.05374003, 0.049930524, 0.048665337, 0.04645007, 0.045840748, 0.045427874, 0.045330297, 0.04502071, 0.044788495]"
2170054,"[2595, 822, 2889, 1421, 1266, 652, 362, 345, 811, 798]","[0.05419632, 0.05367307, 0.04763407, 0.04667429, 0.04365535, 0.043607213, 0.041809652, 0.04123032, 0.04086647, 0.03964127]"
166725,"[2660, 3192, 2771, 872, 4289, 4306, 3888, 1798, 662, 3077]","[0.049896304, 0.04507813, 0.04459438, 0.04317774, 0.042292204, 0.0410098, 0.040617216, 0.03783927, 0.037379716, 0.037308924]"
117032,"[1163, 1264, 2780, 1877, 2872, 416, 4454, 3907, 2167, 2174]","[0.04187681, 0.04117658, 0.040595997, 0.035849012, 0.03523242, 0.035044704, 0.034861743, 0.03360274, 0.033590425, 0.033510037]"
1462826,"[2137, 1406, 1650, 561, 3282, 252, 4411, 2235, 4429, 2045]","[0.06164267, 0.054476097, 0.053806085, 0.052523088, 0.051984567, 0.05110941, 0.047051862, 0.046756517, 0.04610891, 0.045267858]"
1035019,"[3648, 2874, 2533, 2660, 1792, 4173, 1744, 3170, 312, 2139]","[0.056566883, 0.056260496, 0.054783095, 0.052256156, 0.050825495, 0.050755795, 0.047427747, 0.047395814, 0.046814814, 0.046336714]"
1946970,"[2528, 3942, 3672, 896, 4260, 4033, 443, 118, 2847, 2680]","[0.056683823, 0.0507089, 0.047912586, 0.044624723, 0.04398422, 0.04259591, 0.041512586, 0.0408223, 0.0406964, 0.040403306]"
2536138,"[1151, 3239, 1245, 1068, 311, 942, 1901, 1140, 3276, 1336]","[0.051864717, 0.050580177, 0.04734267, 0.040066116, 0.03978683, 0.039662804, 0.03928599, 0.03919063, 0.03790329, 0.0377797]"
477659,"[2139, 2153, 3830, 3242, 2780, 3265, 2218, 2992, 822, 1627]","[0.059118245, 0.058417466, 0.057719477, 0.050686434, 0.048044745, 0.047108952, 0.046325985, 0.04431545, 0.042844765, 0.04268302]"
2427464,"[1298, 3161, 962, 2690, 4144, 1482, 3946, 78, 4284, 561]","[0.044955567, 0.043027375, 0.042447273, 0.041317992, 0.038742736, 0.03767377, 0.037198458, 0.037001457, 0.03609799, 0.036019452]"
1476458,"[1955, 2775, 1754, 2577, 2136, 1307, 2395, 3350, 2495, 2132]","[0.06349122, 0.05704205, 0.056296255, 0.055640686, 0.055315197, 0.053352945, 0.047761776, 0.047499698, 0.0469408, 0.045233224]"
1816406,"[3684, 4306, 607, 2992, 443, 3138, 4411, 2551, 4072, 3427]","[0.060815822, 0.05566465, 0.046109244, 0.04332786, 0.042488255, 0.041709106, 0.040824052, 0.04043009, 0.039912928, 0.038708415]"
1293986,"[4247, 564, 2852, 4255, 677, 2095, 3079, 3095, 2360, 3239]","[0.05763228, 0.047118705, 0.04343269, 0.04261786, 0.04177744, 0.04074689, 0.040620547, 0.039411724, 0.03654736, 0.03550396]"
428344,"[2505, 1102, 2009, 1145, 3368, 3917, 3798, 788, 3538, 2152]","[0.045546778, 0.045007132, 0.04290455, 0.040796924, 0.03891403, 0.03789419, 0.037465252, 0.037429456, 0.036558904, 0.036214866]"
1702543,"[2162, 4306, 2981, 1843, 2965, 2771, 3523, 2380, 3920, 1890]","[0.05010615, 0.047269013, 0.042095117, 0.03885553, 0.036832955, 0.035840005, 0.03580912, 0.034221943, 0.033951227, 0.032907147]"
1630361,"[2136, 30, 1770, 4441, 459, 232, 1578, 3942, 18, 1509]","[0.05148567, 0.04957473, 0.04310117, 0.038170725, 0.03801742, 0.0377496, 0.03753863, 0.036937956, 0.03476168, 0.0346434]"
1224880,"[2137, 252, 829, 3638, 615, 3079, 232, 1262, 3714, 4157]","[0.05191316, 0.047116227, 0.041865863, 0.04160249, 0.03896859, 0.03869946, 0.03776884, 0.036704384, 0.03595081, 0.034798402]"
654283,"[209, 3890, 4098, 468, 1798, 4247, 97, 1865, 1861, 2395]","[0.047816563, 0.045421652, 0.045279402, 0.04157087, 0.041499373, 0.0410599, 0.041059505, 0.040874265, 0.04061794, 0.04026868]"
279635,"[2441, 3371, 494, 3478, 1673, 582, 1664, 393, 696, 971]","[0.047654595, 0.045283556, 0.043937564, 0.043782648, 0.040201787, 0.039177693, 0.03898819, 0.038421314, 0.037169274, 0.036810797]"
2332866,"[3282, 1703, 242, 2470, 919, 2360, 571, 4159, 1395, 4207]","[0.043264307, 0.0410829, 0.040453777, 0.037524905, 0.036201857, 0.034713116, 0.034597933, 0.03440629, 0.03396532, 0.03380532]"
1199961,"[2172, 225, 3013, 1395, 4109, 3239, 17, 422, 3595, 2668]","[0.052161302, 0.050646722, 0.05019076, 0.04923897, 0.04749375, 0.04578466, 0.04567922, 0.0456424, 0.04525774, 0.04511745]"
1452283,"[723, 2114, 3369, 2186, 2136, 2443, 1799, 104, 883, 1043]","[0.053048145, 0.050016005, 0.049716048, 0.04478839, 0.04442088, 0.04318195, 0.041623015, 0.041348174, 0.040781077, 0.039684054]"
2254284,"[3086, 3920, 3404, 2182, 187, 1441, 2152, 2872, 2366, 3223]","[0.059225217, 0.058054734, 0.04874272, 0.045364294, 0.04450409, 0.044367813, 0.043230403, 0.043154977, 0.042461377, 0.04171635]"
2138653,"[1201, 2965, 2043, 1754, 4197, 2149, 2779, 4179, 1518, 996]","[0.045824096, 0.04366655, 0.0434852, 0.043467615, 0.042604588, 0.041128352, 0.039008163, 0.038241915, 0.037279963, 0.037182093]"
282882,"[3310, 1110, 554, 1441, 345, 2775, 3713, 1955, 894, 1055]","[0.04852691, 0.04696921, 0.045394246, 0.04337523, 0.0415581, 0.041212987, 0.039356, 0.038013633, 0.03660704, 0.03587184]"
596254,"[3269, 2132, 2395, 4366, 3098, 907, 674, 213, 2577, 2057]","[0.054522205, 0.05157978, 0.047768943, 0.04454841, 0.040593106, 0.040366493, 0.039793856, 0.039409872, 0.039017852, 0.038659815]"
431019,"[2771, 3860, 2389, 754, 2831, 3153, 1046, 1148, 3265, 118]","[0.044711415, 0.044175074, 0.043763574, 0.043460224, 0.04276843, 0.041457742, 0.041067783, 0.040865306, 0.04074643, 0.04046448]"
2080195,"[262, 1305, 1810, 2360, 3350, 674, 1703, 2095, 2171, 2981]","[0.058387518, 0.054345865, 0.05092438, 0.0495636, 0.04897419, 0.048107613, 0.048094887, 0.045766324, 0.04272126, 0.042630155]"
1199056,"[846, 413, 77, 185, 191, 4056, 1692, 550, 1866, 4135]","[0.06462034, 0.051873192, 0.049566913, 0.045310125, 0.04290627, 0.04274724, 0.04187822, 0.04130983, 0.040604837, 0.039913084]"
2411805,"[175, 681, 3253, 659, 615, 2152, 3617, 851, 2699, 3414]","[0.05936041, 0.048381392, 0.047516804, 0.0435144, 0.043121815, 0.042027414, 0.041715782, 0.040626466, 0.03915289, 0.03915063]"
2412993,"[4392, 2391, 985, 798, 749, 2114, 3962, 4302, 1080, 937]","[0.06609011, 0.06490744, 0.060989585, 0.06013497, 0.05598013, 0.053050887, 0.053035732, 0.051185716, 0.047663245, 0.047526322]"
1176472,"[2874, 1682, 232, 2660, 658, 4031, 3716, 4454, 2001, 3071]","[0.050093647, 0.049847312, 0.043973614, 0.04372963, 0.042886917, 0.042759225, 0.04167288, 0.041514058, 0.04149715, 0.041197132]"
144909,"[28, 1618, 4413, 571, 1295, 4366, 993, 1218, 3610, 4136]","[0.05437026, 0.052507326, 0.04957529, 0.0491116, 0.043656584, 0.043341048, 0.042906944, 0.042760916, 0.042251, 0.042175964]"
