movieId,title,genres,tag,imdbId,tmdbId,tmdb_title,tmdb_overview,tmdb_release_date,tmdb_vote_average
2500,Jawbreaker (1999),Comedy,,155776,18892.0,Jawbreaker,"When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.",1999-01-30,6.251
2501,October Sky (1999),Drama,,132477,13466.0,October Sky,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",1999-02-19,7.623
2502,Office Space (1999),Comedy|Crime,stapler|workplace,151804,1542.0,Office Space,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",1999-02-19,7.375
2503,"Apple, The (Sib) (1998)",Drama,,156901,43978.0,The Apple,"After twelve years of imprisonment by their own parents, two sisters are finally released by social workers to face the outside world for the first time.",1998-05-27,6.395
2504,200 Cigarettes (1999),Comedy|Drama,,137338,15256.0,200 Cigarettes,"In 1981 New York City, a collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses on New Years Eve.",1999-02-26,5.963
2505,8MM (1999),Drama|Mystery|Thriller,Nicolas Cage,134273,8224.0,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",1999-02-26,6.407
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,disability,123209,18417.0,The Other Sister,"A mentally challenged girl proves herself to be every bit as capable as her ""perfect"" sister when she moves into an apartment and begins going to college.",1999-02-26,6.359
2511,"Long Goodbye, The (1973)",Crime|Film-Noir,,70334,1847.0,The Long Goodbye,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",1973-03-07,7.433
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,,84390,42113.0,The Ballad of Narayama,In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die. If anyone should refuse they would disgrace their family. Old Orin is 69. This winter it is her turn to go to the mountain. But first she must make sure that her eldest son Tatsuhei finds a wife.,1983-04-29,7.41
2513,Pet Sematary (1989),Horror,,98084,8913.0,Pet Sematary,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",1989-04-21,6.601
2514,Pet Sematary II (1992),Comedy|Horror,,105128,10906.0,Pet Sematary II,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",1992-08-28,5.352
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,,106557,25748.0,Children of the Corn II: The Final Sacrifice,"When a tabloid reporter and his son travel to a quiet Midwestern town to investigate a gruesome massacre, they fall victim to a possessed orphan named Micah.",1992-01-29,4.74
2516,Children of the Corn III (1994),Horror,,109415,25749.0,Children of the Corn III: Urban Harvest,"After a couple adopts a pair of orphaned brothers, it becomes alarmingly clear the boys are much more than they seem.",1995-09-12,4.731
2517,Christine (1983),Horror,Stephen King,85333,8769.0,Christine,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983-12-09,6.853
2518,Night Shift (1982),Comedy,,84412,14742.0,Night Shift,"A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the ""one great idea"" for success. His life takes a bizarre turn when a prostitute neighbor complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night.",1982-07-30,6.0
2520,Airport (1970),Drama,,65377,10671.0,Airport,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",1970-05-29,6.379
2521,Airport 1975 (1974),Action|Drama|Thriller,,71110,27932.0,Airport 1975,"When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.",1974-10-18,5.646
2522,Airport '77 (1977),Drama,,75648,7227.0,Airport '77,"Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.",1977-03-11,5.583
2523,Rollercoaster (1977),Drama|Thriller,,76636,10670.0,Rollercoaster,"A young terrorist kills and injures patrons of a Norfolk amusement park by placing homemade explosives on the track of one of its roller coasters. After staging a similar incident in Pittsburgh, he sends a tape to a meeting of major amusement park executives in Chicago, demanding $1 million to make him stop.",1977-06-10,5.953
2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,,72308,5919.0,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",1974-12-14,7.018
2525,Alligator (1980),Action|Horror|Sci-Fi,,80354,33518.0,Alligator,"A baby alligator is flushed down a toilet and survives by eating discarded lab animals that have been injected with growth hormones. The now gigantic animal escapes the city sewers and goes on a rampage, pursued by a cop and a big-game hunter.",1980-07-02,5.922
2526,Meteor (1979),Sci-Fi,,79550,40160.0,Meteor,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it will hit it will cause a incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough fire power. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?",1979-10-19,5.071
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,,70909,2362.0,Westworld,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",1973-08-15,6.7
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,,74812,10803.0,Logan's Run,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",1976-06-23,6.595
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,twist ending,63442,871.0,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",1968-02-07,7.6
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,,65462,1685.0,Beneath the Planet of the Apes,"The sole survivor of an interplanetary rescue mission discovers a planet ruled by apes, and an underground city run by telepathic humans.",1970-04-23,6.175
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,,69768,1705.0,Battle for the Planet of the Apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",1973-06-15,5.704
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,,68408,1688.0,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",1972-06-29,6.13
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,,67065,1687.0,Escape from the Planet of the Apes,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.",1971-05-20,6.299
2534,Avalanche (1978),Action,,77189,166680.0,Avalanche,"After an avalanche of snow crashes into their ski resort, a holiday at a winter wonderland turns into a game of survival for a group of vacationers.",1978-09-29,3.5
2535,Earthquake (1974),Action|Drama|Thriller,,71455,11123.0,Earthquake,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",1974-11-15,6.106
2537,Beyond the Poseidon Adventure (1979),Adventure,,78856,31638.0,Beyond the Poseidon Adventure,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.",1979-05-18,5.005
2538,Dancemaker (1998),Documentary,,175550,113286.0,Dancemaker,"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment.",1998-12-01,5.3
2539,Analyze This (1999),Comedy,,122933,9535.0,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",1999-03-05,6.483
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,,142192,9455.0,The Corruptor,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",1999-03-12,6.086
2541,Cruel Intentions (1999),Drama,,139134,796.0,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",1999-03-05,6.786
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,,120735,100.0,"Lock, Stock and Two Smoking Barrels",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,1998-08-28,8.125
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,,157208,77936.0,The School of Flesh,"Fashion executive Dominique's obsession for Quentin, a young bisexual hustler, fills her desire for physical love but leaves her taxed emotionally. Twists and turns in the relationship, along with the man's violent and abusive nature, force Dominique to reconcile the conflicts created by her passion. In this quest, Dominique is aided, and sometimes hindered, by friends, clients, and Quentin's former and current acquaintances.",1998-11-18,5.6
2546,"Deep End of the Ocean, The (1999)",Drama,,120646,30943.0,The Deep End of the Ocean,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.",1999-03-12,6.427
2548,"Rage: Carrie 2, The (1999)",Horror,,144814,7341.0,The Rage: Carrie 2,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",1999-03-11,5.649
2549,Wing Commander (1999),Action|Sci-Fi,,131646,10350.0,Wing Commander,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",1999-03-11,4.774
2550,"Haunting, The (1963)",Horror|Thriller,ghosts,57129,11772.0,The Haunting,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",1963-08-21,7.129
2551,Dead Ringers (1988),Drama|Horror|Thriller,,94964,9540.0,Dead Ringers,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",1988-09-23,7.1
2552,My Boyfriend's Back (1993),Comedy,,107626,31503.0,My Boyfriend's Back,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart.",1993-08-06,5.581
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,evil children,54443,11773.0,Village of the Damned,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.",1960-06-16,7.187
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,evil children,56931,30202.0,Children of the Damned,"Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.",1964-01-10,6.088
2555,Baby Geniuses (1999),Comedy,,118665,22345.0,Baby Geniuses,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",1999-03-12,4.017
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,,157016,1567.0,I Stand Alone,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",1998-05-16,7.6
2558,Forces of Nature (1999),Comedy|Romance,,141098,1641.0,Forces of Nature,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",1999-03-12,5.397
2559,"King and I, The (1999)",Animation|Children,,160429,47288.0,The King and I,Animated version of the Rodgers and Hammerstein musical about when the King of Siam meets a head strong English school mistress.,1999-03-19,5.422
2560,Ravenous (1999),Horror|Thriller,,129332,10212.0,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",1999-01-01,6.775
2561,True Crime (1999),Crime|Thriller,,139668,10354.0,True Crime,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.",1999-03-19,6.548
2563,Dangerous Beauty (1998),Drama,,118892,8583.0,Dangerous Beauty,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",1998-02-20,7.074
2565,"King and I, The (1956)",Drama|Musical|Romance,Siam,49408,16520.0,The King and I,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",1956-06-29,7.097
2566,Doug's 1st Movie (1999),Animation|Children,,187819,16508.0,Doug's 1st Movie,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,1999-03-26,5.354
2567,EDtv (1999),Comedy,,131369,11374.0,Edtv,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,1999-03-26,5.944
2568,"Mod Squad, The (1999)",Action|Crime,,120757,16379.0,The Mod Squad,"Three minor delinquents are recruited by a cop (working undercover to bust a cop/drug ring. When the officer who recruited them is killed, they go above and beyond the call of duty to solve the murder; and bust the drug ring. Suffering the jibes, and ridicule of fellow officers; they struggle to save their names, and that of their deceased benefactor.",1999-03-26,4.296
2570,"Walk on the Moon, A (1999)",Drama|Romance,,120613,28029.0,A Walk on the Moon,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,1999-01-29,5.982
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,martial arts|sci-fi|alternate universe|philosophy|post apocalyptic,133093,603.0,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-30,8.206
2572,10 Things I Hate About You (1999),Comedy|Romance,Shakespeare sort of,147800,4951.0,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",1999-03-30,7.6
2573,Tango (1998),Drama|Musical,,120274,65749.0,Tango,A dangerous love affair inspires a director to create the most spectacular and boldly seductive dance film ever made.,1998-08-06,6.4
2574,"Out-of-Towners, The (1999)",Comedy,,129280,8970.0,The Out-of-Towners,"The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.",1999-04-02,5.672
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,,120449,9840.0,The Dreamlife of Angels,"Isa and Marie bond while working in a French sweatshop and soon begin sharing an apartment that Marie is watching for a hospitalized mother and daughter. Marie, hoping to avoid a life of struggle and poverty, takes up with Chriss, a nightclub owner whose most attractive asset is his money. Isa recognizes the ultimate futility of the relationship and tries to keep Marie away from him, but her interference puts their friendship at risk.",1998-10-16,7.0
2577,Metroland (1997),Comedy|Drama,,119665,30950.0,Metroland,"After ten years absence Toni, Chris's best friend, suddenly reappears in London to bring chaos and doubt into Chris's calm, tranquil, slightly boring, predictable life. Chris starts to remember his carefree youth as a photographer in Paris when he lived with and enjoyed a torrid affair with Annick. It was also in Paris that he first met and fell in love with Marion. The temptations and pressure exerted on Chris by Toni to return to their former carefree life of sex, drugs and rock'n'roll soon starts to have an impact on Chris's marriage. He starts to question his values, his lifestyle choices and his relationship with Marion and even suspects her of starting an affair with Toni whom she dislikes! Eventually circumstances come to a head and Chris is forced to decide whether to follow Toni back to the hedonistic, irresponsible life of his youth or face the harsh realities of the present and stay with Marion.",1997-08-30,5.807
2579,Following (1998),Crime|Mystery|Thriller,black and white|Christopher Nolan|directorial debut|mindfuck|not linear|Twist Ending|black and white,154506,11660.0,Following,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",1999-04-02,7.151
2580,Go (1999),Comedy|Crime,,139239,9430.0,Go,"Grocery store clerk Simon occasionally sells drugs from his cash register at work, so when soap opera actors Adam and Zack come looking for Ecstasy on a quiet Christmas Eve, they are surprised to find Ronna covering his shift. Desperate for money, Ronna decides to become an impromptu drug dealer, unaware that Adam and Zack are secretly working for obsessed narcotics officer Burke.",1999-04-09,6.9
2581,Never Been Kissed (1999),Comedy|Romance,high school,151738,11355.0,Never Been Kissed,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",1999-04-09,6.161
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,,105399,18764.0,Twin Dragons,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",1992-01-15,6.749
2583,Cookie's Fortune (1999),Comedy|Drama,southern US,126250,9465.0,Cookie's Fortune,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,1999-03-24,6.4
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,,133363,1414.0,Lovers of the Arctic Circle,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",1998-09-04,7.364
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,,119219,49981.0,Goodbye Lover,Police investigate when a man having an affair with his brother's wife disappears suddenly.,1999-04-16,5.5
2587,Life (1999),Comedy|Crime|Drama,,123964,6522.0,Life,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,1999-04-16,6.639
2589,Friends & Lovers (1999),Comedy|Drama|Romance,,143261,114719.0,Friends & Lovers,"Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad has something to say, but Ian won't listen. Meanwhile, David is gay and virginal; Ian's business partner, Keaton, is unhappy that his sister Jane is pregnant with no plans to tell the father; Lisa is everybody's pal and no one's lover; John, stuck in adolescence, is always on the make. He brings German-born stunner, Carla, and promptly loses her affection to Hans, a fast-talking ski instructor. David meets Manny: they have chess in common. Soon, surprises abound as relationships take new turns.",1999-04-16,5.304
2590,Hideous Kinky (1998),Drama,,136244,10209.0,Hideous Kinky,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",1998-11-17,6.091
2593,"Monster, The (Mostro, Il) (1994)",Comedy,,110570,22826.0,The Monster,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris and ...",1994-10-22,6.967
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,,125659,1902.0,Open Your Eyes,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",1997-12-19,7.451
2596,SLC Punk! (1998),Comedy|Drama,,133189,6396.0,SLC Punk,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",1998-09-24,7.113
2597,Lost & Found (1999),Comedy|Romance,,120836,39964.0,Lost & Found,"In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero.",1999-04-23,5.175
2598,Pushing Tin (1999),Comedy,golfing,120797,12596.0,Pushing Tin,Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.,1999-04-23,5.849
2599,Election (1999),Comedy,,126886,9451.0,Election,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.",1999-04-23,6.841
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,virtual reality,120907,1946.0,eXistenZ,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,1999-04-14,6.814
2605,Entrapment (1999),Crime|Thriller,,137494,1844.0,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",1999-04-29,6.201
2606,Idle Hands (1999),Comedy|Horror,,138510,6552.0,Idle Hands,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",1999-04-30,6.131
2607,Get Real (1998),Drama|Romance,,162973,24584.0,Get Real,"Steven spends his school days longing for all-star athlete John. But John has a gorgeous girlfriend, and Steven is still in the closet about being gay. The only one who knows the teenager's secret is his friend Linda. After a curious run-in with John in a public restroom, Steven starts to wonder if the jock is straight after all. When they start a romance, it threatens to expose the truth about both of them.",1998-08-16,6.712
2609,"King of Masks, The (Bian Lian) (1996)",Drama,,115669,25471.0,The King of Masks,Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art.,1995-06-09,7.3
2611,"Winslow Boy, The (1999)",Drama,,155388,28519.0,The Winslow Boy,"Early 20th century England: while toasting his daughter Catherine's engagement, Arthur Winslow learns the royal naval academy expelled his 14-year-old son, Ronnie, for stealing five shillings. Father asks son if it is true; when the lad denies it, Arthur risks fortune, health, domestic peace, and Catherine's prospects to pursue justice.",1999-03-18,6.689
2612,Mildred Pierce (1945),Drama|Film-Noir,motherhood,37913,3309.0,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,1945-10-20,7.597
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,,87799,18462.0,Night of the Comet,"Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver, the girls save the earth from a villainous ""think tank,"" karate chop their way through flesh-eating zombies, and, of course, find time to go to the mall.",1984-11-16,6.199
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,,90837,28941.0,Chopping Mall,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",1986-03-21,5.832
2615,My Science Project (1985),Adventure|Sci-Fi,,89652,18252.0,My Science Project,"Michael and Ellie break into a military junkyard to find a science project for Michael's class, and discover a strange glowing orb which absorbs electricity. When the orb begins to blend past, present, and future, its up to Michael and Ellie to stop the orb and save mankind.",1985-08-09,6.19
2616,Dick Tracy (1990),Action|Crime,comic book,99422,8592.0,Dick Tracy,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,1990-04-05,6.1
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,,120616,564.0,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,1999-04-16,6.906
2618,"Castle, The (1997)",Comedy,,118826,13852.0,The Castle,"A Melbourne family is very happy living near the Melbourne airport. However, they are forced to leave their beloved home (by the Government and airport authorities) to make way for more runways. 'The Castle' is the story of how they fight to remain in their home.",1997-04-10,7.1
2620,This Is My Father (1998),Drama|Romance,,120865,25232.0,This Is My Father,"When schoolteacher Kieran Johnson discovers that his father was not a French sailor (as he had been led to believe) but rather an Irish farmer, he looks to his mother for answers. When she refuses to provide any, Kieran travels to Ireland.",1999-05-07,5.667
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,,140379,10210.0,A Midsummer Night's Dream,"The lovely Hermia is to wed Demetrius, but she truly cares for Lysander. Hermia's friend, Helena, is in love with Demetrius, while other romantic entanglements abound in the woods, with married fairy rulers Titania and Oberon toying with various lovers and each other.",1999-05-14,6.422
