,userId,itemIds,scores
130,131,"[1193, 2858, 1198, 1221, 2959, 858, 1704, 527, 1213, 48516, 2571, 2028, 3949, 3578, 260, 1196, 2762, 1214, 356, 79132, 58559, 2329, 318, 593, 50, 1089, 293, 296, 1197, 47, 7361, 1291, 110, 608, 1036, 4226, 5952, 7153, 4011, 589, 1222, 1136, 2628, 6016, 1210, 541, 778, 1200, 1721, 908]","[1.1235101222991943, 1.120126485824585, 1.1128854751586914, 1.1025079488754272, 1.0910508632659912, 1.0850129127502441, 1.055228590965271, 1.0475549697875977, 1.0440226793289185, 1.0417920351028442, 1.040762186050415, 1.0131343603134155, 1.010048270225525, 1.0043765306472778, 1.002766728401184, 0.9988349676132202, 0.9953900575637817, 0.9939525127410889, 0.987925112247467, 0.9852463006973267, 0.9813218116760254, 0.9804543256759644, 0.9766892790794373, 0.9761711359024048, 0.967511773109436, 0.96733558177948, 0.9636019468307495, 0.9599433541297913, 0.9548362493515015, 0.9510563611984253, 0.9497714042663574, 0.9442802667617798, 0.9440518617630005, 0.9393551349639893, 0.9317678213119507, 0.9313642978668213, 0.9207146763801575, 0.9179545640945435, 0.9163152575492859, 0.9007464051246643, 0.8914309144020081, 0.8875765800476074, 0.8742780089378357, 0.8725874423980713, 0.8705694675445557, 0.8662586808204651, 0.8644969463348389, 0.8643478751182556, 0.8634003400802612, 0.8569034934043884]"
131,132,"[1247, 4246, 4025, 597, 3535, 1206, 1732, 2324, 5013, 4979, 1617, 4973, 912, 1265, 4027, 1225, 5618, 2396, 5991, 6711, 4878, 3052, 750, 1884, 3556, 50, 4886, 296, 47, 46578, 527, 4995, 2683, 4963, 293, 3751, 4848, 345, 4018, 356, 1, 2692, 34, 1208, 2541, 2706, 5989, 1584, 5902, 6377]","[1.2124818563461304, 1.1685333251953125, 1.1423932313919067, 1.131258487701416, 1.1302250623703003, 1.1179170608520508, 1.1158361434936523, 1.1134494543075562, 1.1105690002441406, 1.1073060035705566, 1.1056653261184692, 1.1023975610733032, 1.1019947528839111, 1.1018035411834717, 1.1015636920928955, 1.0939139127731323, 1.0931442975997925, 1.0900708436965942, 1.088879108428955, 1.086059808731079, 1.0802063941955566, 1.0799047946929932, 1.0752352476119995, 1.073217511177063, 1.0680973529815674, 1.0673866271972656, 1.0673048496246338, 1.0657153129577637, 1.0651742219924927, 1.0646451711654663, 1.0611615180969238, 1.0609564781188965, 1.0603654384613037, 1.0595721006393433, 1.0561262369155884, 1.055044412612915, 1.0549561977386475, 1.0512348413467407, 1.0506999492645264, 1.0484626293182373, 1.0473319292068481, 1.0472124814987183, 1.0467883348464966, 1.0466344356536865, 1.0440802574157715, 1.0438860654830933, 1.0435467958450317, 1.043009877204895, 1.042639136314392, 1.0410656929016113]"
132,133,"[110, 356, 150, 480, 457, 296, 318, 590, 593, 589, 592, 380, 47, 153, 10, 165, 588, 344, 527, 377, 316, 349, 329, 231, 50, 208, 292, 161, 32, 367, 300, 454, 185, 34, 595, 364, 434, 288, 1, 500, 339, 253, 597, 39, 648, 474, 780, 21, 587, 293]","[1.003376841545105, 0.9958219528198242, 0.9916696548461914, 0.9902461171150208, 0.9872443675994873, 0.986659824848175, 0.9866177439689636, 0.9810534715652466, 0.9799358248710632, 0.9699409604072571, 0.9698635935783386, 0.9543091654777527, 0.9501599073410034, 0.938014566898346, 0.9365444779396057, 0.9348481893539429, 0.9338528513908386, 0.9289900660514832, 0.9288005828857422, 0.925992488861084, 0.9240942597389221, 0.9225398302078247, 0.9166274666786194, 0.9149893522262573, 0.9111747741699219, 0.9091036915779114, 0.9055841565132141, 0.9039561748504639, 0.8968064785003662, 0.8933575749397278, 0.8840829730033875, 0.8827651739120483, 0.8825080990791321, 0.8792235851287842, 0.8768870830535889, 0.8756774663925171, 0.8705390691757202, 0.8689636588096619, 0.8625863790512085, 0.856682300567627, 0.8566548228263855, 0.8506373763084412, 0.8416118025779724, 0.8360962271690369, 0.8308013081550598, 0.826438844203949, 0.8225458264350891, 0.8198332190513611, 0.8169779181480408, 0.8088169097900391]"
133,134,"[296, 592, 253, 380, 590, 480, 231, 457, 316, 208, 150, 292, 185, 165, 434, 153, 110, 593, 595, 318, 344, 349, 589, 47, 161, 356, 454, 288, 10, 588, 329, 527, 364, 50, 367, 377, 34, 225, 339, 500, 410, 597, 587, 539, 1, 300, 357, 266, 39, 21]","[0.9671885967254639, 0.9643419981002808, 0.962996780872345, 0.9597858190536499, 0.9567562937736511, 0.9557260274887085, 0.9551624059677124, 0.9550406336784363, 0.9547712206840515, 0.9529373645782471, 0.9520135521888733, 0.9481568932533264, 0.9462457895278931, 0.9459100365638733, 0.9446387887001038, 0.9435891509056091, 0.9409205913543701, 0.9359222054481506, 0.935346782207489, 0.9342517852783203, 0.9342455267906189, 0.9336636066436768, 0.93342524766922, 0.9319573640823364, 0.9316102266311646, 0.9311797022819519, 0.9262403845787048, 0.9253763556480408, 0.923293948173523, 0.9212551712989807, 0.916755735874176, 0.9055851101875305, 0.9021680355072021, 0.9011626839637756, 0.900894045829773, 0.8953660726547241, 0.8921664357185364, 0.8890988230705261, 0.8754085898399353, 0.8706178665161133, 0.8705500364303589, 0.8691148161888123, 0.861889660358429, 0.8594290614128113, 0.8589837551116943, 0.8571369051933289, 0.8570645451545715, 0.853581964969635, 0.8458108901977539, 0.8397713303565979]"
134,135,"[2797, 648, 590, 1517, 1617, 1580, 1625, 553, 260, 368, 1371, 1391, 1663, 2628, 1265, 318, 69, 1923, 1358, 1222, 2700, 2194, 1090, 1210, 1466, 70, 1485, 2804, 2000, 849, 2959, 2302, 480, 785, 1073, 50, 1610, 6, 1356, 527, 3578, 2028, 32, 1597, 2762, 1721, 1, 2791, 3253, 2355]","[1.1922695636749268, 1.1341477632522583, 1.107863187789917, 1.101380467414856, 1.1003104448318481, 1.092270016670227, 1.0920089483261108, 1.0885757207870483, 1.0852735042572021, 1.0849120616912842, 1.0784465074539185, 1.0779649019241333, 1.0736291408538818, 1.07274329662323, 1.065443992614746, 1.0652092695236206, 1.0634914636611938, 1.0576612949371338, 1.0571165084838867, 1.0534793138504028, 1.051148533821106, 1.0503641366958618, 1.0500496625900269, 1.0499005317687988, 1.047599196434021, 1.0473637580871582, 1.0460717678070068, 1.0453784465789795, 1.0449081659317017, 1.0431503057479858, 1.041440725326538, 1.041034460067749, 1.0409890413284302, 1.0407334566116333, 1.0392736196517944, 1.0378979444503784, 1.0356976985931396, 1.0334033966064453, 1.0332531929016113, 1.0324822664260864, 1.0302538871765137, 1.0298247337341309, 1.0286688804626465, 1.0286333560943604, 1.0285720825195312, 1.0282880067825317, 1.0278440713882446, 1.0276803970336914, 1.0269389152526855, 1.0261890888214111]"
135,136,"[225, 236, 292, 349, 282, 288, 432, 434, 208, 316, 410, 380, 420, 153, 173, 315, 329, 253, 161, 252, 435, 160, 165, 193, 19, 592, 474, 256, 276, 442, 300, 266, 590, 185, 454, 204, 21, 350, 440, 317, 10, 333, 339, 364, 196, 589, 22, 231, 368, 595]","[1.0841875076293945, 1.04730224609375, 1.0425204038619995, 1.0407342910766602, 1.0331190824508667, 1.0275492668151855, 1.0262483358383179, 1.0249942541122437, 1.0242539644241333, 1.0224777460098267, 1.0219318866729736, 1.0198112726211548, 1.0193508863449097, 1.0171384811401367, 1.0169315338134766, 1.0159683227539062, 1.0144987106323242, 1.0143237113952637, 1.014303207397461, 1.0132720470428467, 1.0082849264144897, 1.0051710605621338, 1.004845380783081, 1.0029829740524292, 1.0026096105575562, 1.0025789737701416, 1.0014376640319824, 1.00093674659729, 0.9980757236480713, 0.9977242350578308, 0.9968093037605286, 0.996454656124115, 0.9955111742019653, 0.9954734444618225, 0.992007315158844, 0.9913827180862427, 0.9909845590591431, 0.990908682346344, 0.9879788160324097, 0.9873243570327759, 0.9867634177207947, 0.9860835075378418, 0.9860617518424988, 0.985602080821991, 0.9836863279342651, 0.9831219911575317, 0.9821053147315979, 0.9814503192901611, 0.9778854846954346, 0.9772019982337952]"
136,137,"[2858, 1198, 1196, 858, 912, 1276, 527, 318, 1193, 923, 924, 1214, 50, 541, 1258, 296, 1197, 2571, 2762, 1136, 593, 750, 1219, 2028, 1221, 1225, 1278, 1210, 953, 356, 260, 908, 1252, 1203, 5952, 904, 480, 913, 1036, 1270, 926, 1304, 903, 1269, 1213, 2959, 110, 1204, 1207, 2628]","[1.1183488368988037, 1.091041088104248, 1.0833048820495605, 1.0812499523162842, 1.0798707008361816, 1.0752099752426147, 1.0711947679519653, 1.0685515403747559, 1.061790943145752, 1.0557985305786133, 1.0546748638153076, 1.0524120330810547, 1.0506842136383057, 1.049118161201477, 1.0430444478988647, 1.0399813652038574, 1.0396854877471924, 1.0320026874542236, 1.0303322076797485, 1.0302190780639648, 1.0301774740219116, 1.0291314125061035, 1.0277667045593262, 1.0200239419937134, 1.0171862840652466, 1.0145142078399658, 1.0123648643493652, 1.0110279321670532, 1.0097179412841797, 1.0092482566833496, 1.0048604011535645, 1.0040174722671509, 0.9950372576713562, 0.9888683557510376, 0.9871771931648254, 0.9870758652687073, 0.9870356917381287, 0.9813999533653259, 0.9811187386512756, 0.9778907299041748, 0.9733774065971375, 0.9705960154533386, 0.9694336652755737, 0.9666346311569214, 0.9640793800354004, 0.9627763032913208, 0.9593660831451416, 0.9586158990859985, 0.9564443230628967, 0.9554257988929749]"
137,138,"[849, 671, 616, 2826, 2150, 2707, 1411, 2021, 2791, 2002, 898, 3996, 837, 1805, 2116, 1019, 2641, 1265, 1307, 65, 222, 1321, 2924, 1093, 3256, 1, 610, 2872, 2723, 2427, 1240, 135, 880, 2018, 3301, 1373, 3510, 3361, 2288, 707, 1302, 2968, 1060, 3107, 1222, 799, 3793, 59784, 1242, 748]","[0.8465384244918823, 0.6778873801231384, 0.6726688742637634, 0.6594235897064209, 0.6548927426338196, 0.6362502574920654, 0.6260358095169067, 0.6049903631210327, 0.6021084785461426, 0.5971381068229675, 0.5967918634414673, 0.5917728543281555, 0.5910496115684509, 0.5888864994049072, 0.5874766111373901, 0.5858398079872131, 0.5758621096611023, 0.5676983594894409, 0.5630174875259399, 0.557388186454773, 0.5500054955482483, 0.5474100708961487, 0.5460900068283081, 0.5419607758522034, 0.5329577326774597, 0.5246870517730713, 0.5197023749351501, 0.5179352164268494, 0.5157648921012878, 0.5134433507919312, 0.5044058561325073, 0.5033979415893555, 0.49639201164245605, 0.49505504965782166, 0.49317267537117004, 0.4929998815059662, 0.49223053455352783, 0.48889920115470886, 0.48402056097984314, 0.4834796190261841, 0.48131996393203735, 0.47475969791412354, 0.4743680953979492, 0.474052369594574, 0.4724370241165161, 0.47162938117980957, 0.4676031768321991, 0.46710261702537537, 0.46674129366874695, 0.4667135179042816]"
138,139,"[5378, 4993, 5989, 40815, 5816, 5630, 7143, 77561, 5952, 8961, 4886, 59315, 5418, 7254, 44191, 6281, 69844, 7147, 7153, 8644, 5956, 5218, 53125, 4022, 4816, 81834, 73017, 5010, 51662, 6539, 8957, 5349, 32587, 6934, 5481, 70286, 6942, 52722, 4963, 54001, 53322, 4896, 33794, 6534, 4643, 39183, 45722, 6874, 34048, 31696]","[1.1522005796432495, 1.1355609893798828, 1.134421944618225, 1.1114779710769653, 1.1020537614822388, 1.0806962251663208, 1.0755696296691895, 1.068151593208313, 1.0640512704849243, 1.0622011423110962, 1.0617648363113403, 1.0556809902191162, 1.0519899129867554, 1.0459893941879272, 1.0419139862060547, 1.0400007963180542, 1.0390958786010742, 1.0382661819458008, 1.035295844078064, 1.032474160194397, 1.0305463075637817, 1.0300744771957397, 1.0297433137893677, 1.0294123888015747, 1.0291534662246704, 1.027777075767517, 1.0246022939682007, 1.0238064527511597, 1.0224452018737793, 1.0205837488174438, 1.020132303237915, 1.0194091796875, 1.0184903144836426, 1.0178186893463135, 1.0178037881851196, 1.0169332027435303, 1.0168964862823486, 1.0153491497039795, 1.0147490501403809, 1.0139418840408325, 1.0119073390960693, 1.0117336511611938, 1.0084812641143799, 1.0058503150939941, 1.0049413442611694, 1.0048452615737915, 1.0047845840454102, 1.004714012145996, 1.0043272972106934, 1.0042455196380615]"
139,140,"[1247, 1267, 509, 4019, 2539, 762, 1061, 3176, 1207, 903, 3996, 1287, 357, 1049, 1221, 8360, 1722, 2616, 1917, 527, 3948, 36, 858, 454, 1097, 3360, 904, 1584, 1204, 5299, 1193, 377, 1020, 1234, 2671, 4310, 150, 7139, 5464, 1183, 318, 912, 2688, 2710, 16, 151, 4776, 923, 899, 6953]","[1.261899709701538, 1.2091695070266724, 1.1969372034072876, 1.1804128885269165, 1.1708927154541016, 1.169826626777649, 1.154151439666748, 1.140899419784546, 1.1365466117858887, 1.130993366241455, 1.1297849416732788, 1.1220556497573853, 1.1102726459503174, 1.1088881492614746, 1.1068497896194458, 1.1067813634872437, 1.0993483066558838, 1.0987757444381714, 1.096770167350769, 1.0884439945220947, 1.0875694751739502, 1.0872832536697388, 1.0836219787597656, 1.082545280456543, 1.0819751024246216, 1.0801934003829956, 1.0777753591537476, 1.0758540630340576, 1.0733741521835327, 1.0706974267959595, 1.0700684785842896, 1.0698593854904175, 1.0680365562438965, 1.065211534500122, 1.0648468732833862, 1.0645866394042969, 1.0641697645187378, 1.063391089439392, 1.062615156173706, 1.061908483505249, 1.060950517654419, 1.0592987537384033, 1.0567609071731567, 1.0550276041030884, 1.0529422760009766, 1.0523228645324707, 1.050885796546936, 1.0499231815338135, 1.0494160652160645, 1.048742413520813]"
140,141,"[1270, 1, 356, 4226, 50872, 260, 318, 1265, 6377, 6539, 2858, 2959, 8368, 1136, 2683, 2762, 364, 1704, 1682, 7361, 1197, 3147, 58559, 5989, 5418, 4995, 7153, 3578, 2571, 4896, 48516, 4306, 4993, 104, 3751, 1721, 2706, 1198, 4963, 1210, 6942, 4886, 1580, 593, 1196, 858, 5952, 8961, 2716, 33794]","[1.1110678911209106, 1.1059815883636475, 1.10325026512146, 1.099568247795105, 1.0944457054138184, 1.0939552783966064, 1.0910942554473877, 1.0831609964370728, 1.0715670585632324, 1.0678845643997192, 1.06472909450531, 1.0609889030456543, 1.058416724205017, 1.0575944185256958, 1.057152271270752, 1.0541889667510986, 1.0504369735717773, 1.049182415008545, 1.0490527153015137, 1.0482560396194458, 1.0471532344818115, 1.044898271560669, 1.0442978143692017, 1.04404616355896, 1.0422500371932983, 1.0402971506118774, 1.0350204706192017, 1.028842806816101, 1.0249085426330566, 1.0247962474822998, 1.0246092081069946, 1.023740291595459, 1.023237943649292, 1.0230993032455444, 1.0228440761566162, 1.0218970775604248, 1.0199347734451294, 1.0179191827774048, 1.0175445079803467, 1.0172150135040283, 1.0170985460281372, 1.016939640045166, 1.016530990600586, 1.0161237716674805, 1.0154389142990112, 1.015319585800171, 1.0120668411254883, 1.0085515975952148, 1.0080926418304443, 1.005448341369629]"
141,142,"[457, 161, 296, 592, 590, 292, 593, 150, 110, 316, 153, 480, 434, 318, 380, 165, 356, 349, 231, 329, 300, 208, 589, 377, 288, 47, 344, 185, 454, 253, 588, 10, 595, 527, 50, 225, 21, 367, 34, 339, 597, 364, 474, 266, 500, 1, 410, 32, 587, 39]","[0.9908738732337952, 0.9813027381896973, 0.9773827195167542, 0.9766668081283569, 0.973734974861145, 0.9730687737464905, 0.9729267954826355, 0.971286952495575, 0.9683269262313843, 0.9651560187339783, 0.9649225473403931, 0.9642190933227539, 0.9612754583358765, 0.959967315196991, 0.9585465788841248, 0.9579687118530273, 0.9574905037879944, 0.9560269713401794, 0.9520220160484314, 0.9511614441871643, 0.9483605623245239, 0.9459587335586548, 0.9432029128074646, 0.9407473206520081, 0.9399289488792419, 0.9386806488037109, 0.9341399669647217, 0.9295102953910828, 0.9284310340881348, 0.9283775687217712, 0.9270703792572021, 0.9252049922943115, 0.9185841083526611, 0.9117637872695923, 0.9087510108947754, 0.904813826084137, 0.9035090804100037, 0.8981972336769104, 0.8976094126701355, 0.8959445953369141, 0.8866788148880005, 0.8850252032279968, 0.8802928328514099, 0.8796188831329346, 0.8792883157730103, 0.8785883188247681, 0.8777668476104736, 0.874744713306427, 0.8692651391029358, 0.8646036982536316]"
142,143,"[50872, 60069, 80549, 69844, 68954, 356, 6942, 58559, 54001, 31685, 6377, 72998, 1704, 8533, 1, 2144, 2572, 79132, 81847, 69757, 1721, 69122, 2706, 81845, 40815, 56949, 78499, 4018, 6539, 8368, 96821, 59315, 4306, 106782, 63082, 56367, 7293, 76093, 4886, 7153, 97921, 8961, 318, 3578, 68157, 2683, 47610, 2571, 2959, 588]","[1.0162192583084106, 0.9872929453849792, 0.9752864837646484, 0.9664697051048279, 0.953785240650177, 0.9528019428253174, 0.9513567686080933, 0.9513193368911743, 0.9430369734764099, 0.9325814843177795, 0.927303671836853, 0.9219889044761658, 0.9164963960647583, 0.9148014187812805, 0.9103394746780396, 0.9059606194496155, 0.8997047543525696, 0.8955827355384827, 0.8931284546852112, 0.8912432789802551, 0.887362003326416, 0.8860896825790405, 0.8857308030128479, 0.879824697971344, 0.87785804271698, 0.873722493648529, 0.8702254295349121, 0.8674578070640564, 0.8657451868057251, 0.8652330040931702, 0.8652045130729675, 0.8630707263946533, 0.8624061942100525, 0.8617131114006042, 0.8605602383613586, 0.8592231869697571, 0.8590760827064514, 0.8588288426399231, 0.8568814992904663, 0.8561688661575317, 0.8560475707054138, 0.8530270457267761, 0.8508754372596741, 0.8469944000244141, 0.8457391262054443, 0.8454560041427612, 0.8441125750541687, 0.8431149125099182, 0.8424661159515381, 0.8421735167503357]"
143,144,"[480, 1, 296, 318, 780, 50, 527, 500, 1917, 593, 457, 32, 608, 1210, 3996, 589, 356, 110, 2571, 648, 588, 364, 586, 1196, 587, 293, 2028, 5952, 150, 597, 47, 344, 231, 260, 590, 736, 1265, 367, 357, 5349, 592, 1036, 2, 377, 858, 5445, 595, 1580, 4306, 2762]","[1.1439311504364014, 1.1226681470870972, 1.1104416847229004, 1.1021754741668701, 1.0951298475265503, 1.0876591205596924, 1.0697979927062988, 1.0680534839630127, 1.056563377380371, 1.0564805269241333, 1.0493693351745605, 1.0484309196472168, 1.0429942607879639, 1.0425057411193848, 1.0418674945831299, 1.0415986776351929, 1.0393513441085815, 1.0391954183578491, 1.0338119268417358, 1.0332386493682861, 1.0289372205734253, 1.0271458625793457, 1.0234802961349487, 1.0234286785125732, 1.0204461812973022, 1.0190455913543701, 1.0186686515808105, 1.0174270868301392, 1.0153138637542725, 1.0143611431121826, 1.0139731168746948, 1.0093275308609009, 1.0089589357376099, 1.0086286067962646, 1.0075759887695312, 1.0075604915618896, 1.006274938583374, 1.001007318496704, 1.000705599784851, 0.9996132850646973, 0.9952793717384338, 0.9947648048400879, 0.993682324886322, 0.9920076727867126, 0.9901889562606812, 0.9888336062431335, 0.985561728477478, 0.9835020899772644, 0.9832230806350708, 0.9809309840202332]"
144,145,"[356, 150, 110, 296, 590, 593, 457, 480, 318, 592, 380, 165, 231, 589, 344, 47, 588, 153, 316, 208, 10, 292, 329, 349, 595, 377, 527, 434, 367, 161, 50, 364, 185, 288, 34, 32, 454, 300, 1, 500, 339, 253, 597, 410, 39, 225, 648, 587, 21, 317]","[0.9290763735771179, 0.927854061126709, 0.926109254360199, 0.9164678454399109, 0.9152014851570129, 0.9120837450027466, 0.9115079045295715, 0.9095319509506226, 0.9084470272064209, 0.9015608429908752, 0.8954330682754517, 0.8903670310974121, 0.8883371949195862, 0.8877326846122742, 0.8873804807662964, 0.8838522434234619, 0.8805934190750122, 0.8776126503944397, 0.8753683567047119, 0.8642590641975403, 0.8641572594642639, 0.8586491346359253, 0.8537777662277222, 0.8512306213378906, 0.8509729504585266, 0.8430230617523193, 0.8396083116531372, 0.8365165591239929, 0.8336119651794434, 0.8334558010101318, 0.8288903832435608, 0.8275666832923889, 0.8261927366256714, 0.8210580945014954, 0.8197963833808899, 0.8116719722747803, 0.8057557344436646, 0.8002130389213562, 0.7944350838661194, 0.790459930896759, 0.7899905443191528, 0.7882105708122253, 0.7720091342926025, 0.7625731229782104, 0.7582154870033264, 0.7364846467971802, 0.7356776595115662, 0.7284666299819946, 0.7163969874382019, 0.713318407535553]"
145,146,"[32, 1367, 837, 35836, 2805, 765, 2085, 2124, 2338, 7293, 3534, 3257, 830, 1882, 2018, 344, 1047, 1393, 3301, 3868, 2688, 3499, 19, 410, 648, 3991, 880, 47610, 1411, 849, 616, 165, 6953, 1911, 3285, 748, 2683, 2641, 1270, 1225, 364, 2396, 502, 2706, 107, 356, 1544, 260, 788, 1214]","[0.8508635759353638, 0.828930675983429, 0.8027897477149963, 0.7742186188697815, 0.7720960974693298, 0.7449194192886353, 0.7327095866203308, 0.7253540754318237, 0.7203180193901062, 0.7183315753936768, 0.7108147740364075, 0.7070856094360352, 0.6956915855407715, 0.6906877160072327, 0.681250810623169, 0.6688821911811829, 0.6667006015777588, 0.6661062240600586, 0.66152024269104, 0.6518412232398987, 0.6509868502616882, 0.6453966498374939, 0.644871711730957, 0.6423549056053162, 0.641014575958252, 0.6406322121620178, 0.6405737996101379, 0.6386392116546631, 0.6331488490104675, 0.6314778327941895, 0.6233637928962708, 0.6211299300193787, 0.6142632365226746, 0.6074615716934204, 0.6069031357765198, 0.6038439273834229, 0.6007072925567627, 0.6005004644393921, 0.5996471047401428, 0.5988755822181702, 0.5984553098678589, 0.5966837406158447, 0.596095860004425, 0.5955989360809326, 0.5924202799797058, 0.5898597240447998, 0.5894210934638977, 0.5873855352401733, 0.586697518825531, 0.5833351612091064]"
146,147,"[163, 555, 186, 552, 158, 466, 342, 435, 520, 485, 440, 266, 802, 16, 353, 173, 151, 594, 235, 252, 48, 543, 62, 7, 223, 337, 551, 196, 553, 587, 225, 315, 784, 357, 420, 2699, 509, 368, 708, 11, 539, 292, 160, 3, 596, 442, 370, 39, 5, 95]","[0.8691211938858032, 0.8358405828475952, 0.8261142373085022, 0.8209373354911804, 0.8047491908073425, 0.7983604669570923, 0.797599196434021, 0.7906358242034912, 0.7795743346214294, 0.7589685320854187, 0.7578020691871643, 0.7423139810562134, 0.7412542700767517, 0.7361090183258057, 0.7357631921768188, 0.7354090213775635, 0.7331072688102722, 0.7249208092689514, 0.7228388786315918, 0.7077547311782837, 0.7067697644233704, 0.7052094340324402, 0.702701985836029, 0.6982072591781616, 0.6958634257316589, 0.6947615742683411, 0.6941477656364441, 0.6926084160804749, 0.6918119788169861, 0.6893759965896606, 0.6851871013641357, 0.6827670335769653, 0.6827567219734192, 0.6814298629760742, 0.6804786324501038, 0.6798692345619202, 0.6783438324928284, 0.6768575310707092, 0.6762955784797668, 0.6732355356216431, 0.6720768809318542, 0.6703978776931763, 0.6692190766334534, 0.6660459637641907, 0.6618979573249817, 0.6608914732933044, 0.6583488583564758, 0.6538919806480408, 0.6538475155830383, 0.6511215567588806]"
147,148,"[68954, 60069, 69844, 79132, 109487, 58559, 112852, 7153, 72998, 4993, 76093, 81834, 122904, 59315, 50872, 116797, 89745, 5952, 4896, 81845, 115617, 6377, 152081, 8368, 8961, 6539, 91529, 54001, 40815, 88125, 78499, 260, 68157, 122886, 134853, 4306, 122882, 95510, 4886, 109374, 356, 2571, 4226, 81847, 48780, 106782, 1198, 79702, 79091, 91500]","[1.0087196826934814, 0.982484757900238, 0.9749411344528198, 0.9730900526046753, 0.9655603170394897, 0.9627208709716797, 0.956990659236908, 0.9520572423934937, 0.9513185620307922, 0.94217848777771, 0.9401389956474304, 0.9366983771324158, 0.9248544573783875, 0.9196979403495789, 0.9195101857185364, 0.9190378189086914, 0.918419599533081, 0.9142690300941467, 0.9067364931106567, 0.9060962200164795, 0.8989365696907043, 0.8884117603302002, 0.8839059472084045, 0.8814311623573303, 0.8788027167320251, 0.8749237060546875, 0.873461902141571, 0.8718493580818176, 0.8652217388153076, 0.863216757774353, 0.8578032851219177, 0.8560887575149536, 0.8549800515174866, 0.8544495105743408, 0.8529974222183228, 0.8496103882789612, 0.8493253588676453, 0.8485819101333618, 0.8456849455833435, 0.8384355306625366, 0.8247396945953369, 0.8207219839096069, 0.8191226720809937, 0.8157588839530945, 0.813265323638916, 0.8107739090919495, 0.8099756836891174, 0.8095608949661255, 0.8086230754852295, 0.8072353005409241]"
148,149,"[1356, 1210, 653, 780, 648, 589, 260, 32, 1374, 480, 1198, 1372, 1527, 1200, 1196, 592, 733, 1580, 1270, 1391, 1214, 1101, 1036, 736, 788, 1544, 329, 1371, 541, 1097, 1240, 110, 377, 356, 442, 2167, 173, 370, 1377, 293, 2011, 3527, 2, 1291, 380, 165, 6, 786, 316, 172]","[0.9808242917060852, 0.969907283782959, 0.9635825157165527, 0.9558468461036682, 0.9544697403907776, 0.9514988660812378, 0.9489611983299255, 0.9483072757720947, 0.9418540596961975, 0.9366039037704468, 0.927661120891571, 0.9261215329170227, 0.9206771850585938, 0.9187443852424622, 0.9175416231155396, 0.9129655361175537, 0.9102239608764648, 0.9026699662208557, 0.9006587862968445, 0.8976490497589111, 0.8870425224304199, 0.8833685517311096, 0.8819645643234253, 0.880644679069519, 0.878013014793396, 0.8693197965621948, 0.866136908531189, 0.8633908033370972, 0.8621138334274292, 0.861976683139801, 0.8617974519729614, 0.8604030013084412, 0.8491716384887695, 0.840339183807373, 0.838546633720398, 0.8380789756774902, 0.8372923135757446, 0.8363901376724243, 0.8360753059387207, 0.8359658122062683, 0.83025723695755, 0.8275615572929382, 0.8269267678260803, 0.8228662014007568, 0.8224478363990784, 0.8204229474067688, 0.8179646730422974, 0.8169065117835999, 0.8165083527565002, 0.8112090229988098]"
149,150,"[780, 141, 95, 736, 648, 62, 1, 25, 32, 7, 1073, 733, 17, 786, 36, 494, 5, 802, 1356, 376, 3, 788, 608, 805, 784, 104, 6, 653, 628, 708, 112, 762, 260, 480, 852, 14, 52, 589, 58, 110, 587, 457, 593, 9, 377, 832, 318, 661, 50, 185]","[0.9302254319190979, 0.9199318885803223, 0.9177256226539612, 0.9146317839622498, 0.9113399386405945, 0.88200443983078, 0.8805169463157654, 0.8800523281097412, 0.8771730065345764, 0.8746121525764465, 0.8709151148796082, 0.8613947033882141, 0.8612785339355469, 0.8504509925842285, 0.8407838344573975, 0.8377434611320496, 0.8354950547218323, 0.8330578804016113, 0.8304771780967712, 0.8300073146820068, 0.8225796222686768, 0.8204189538955688, 0.8091261386871338, 0.7888686656951904, 0.7885515689849854, 0.7883220911026001, 0.7858676910400391, 0.7772996425628662, 0.7667268514633179, 0.7649902105331421, 0.7574133276939392, 0.7422073483467102, 0.7354429960250854, 0.7205144762992859, 0.7161258459091187, 0.7155390381813049, 0.714532196521759, 0.7143811583518982, 0.7101387977600098, 0.7076101303100586, 0.7075365781784058, 0.7065369486808777, 0.7052959203720093, 0.7052860260009766, 0.7050943374633789, 0.7025989890098572, 0.7008849382400513, 0.6989907026290894, 0.6979559063911438, 0.6951462030410767]"
