,userId,itemIds,scores
184,185,"[2858, 3897, 3114, 6377, 1721, 1197, 4306, 2355, 2396, 919, 2324, 2081, 2028, 4886, 4226, 1270, 1265, 4995, 2762, 4973, 1580, 1035, 1136, 899, 223, 2085, 3481, 2571, 588, 3949, 2078, 1193, 3408, 1907, 5952, 2959, 1196, 1198, 2692, 2918, 1, 1028, 1485, 4993, 2706, 1704, 5418, 1968, 2291, 1961]","[0.9170861840248108, 0.9010725021362305, 0.8972437977790833, 0.8906441926956177, 0.8811115622520447, 0.8645613193511963, 0.8599819540977478, 0.8569868803024292, 0.8520658612251282, 0.8487450480461121, 0.8423504829406738, 0.8413946032524109, 0.836218535900116, 0.8346225023269653, 0.8343596458435059, 0.8270704746246338, 0.8238690495491028, 0.8200197815895081, 0.816297709941864, 0.8146989345550537, 0.8100986480712891, 0.8055106997489929, 0.8035542964935303, 0.8008497953414917, 0.7961143255233765, 0.7959489822387695, 0.7941319346427917, 0.7939565181732178, 0.7849811911582947, 0.7835285067558289, 0.7820188403129578, 0.7812822461128235, 0.7805687189102173, 0.7788507342338562, 0.7764535546302795, 0.775416910648346, 0.7742868661880493, 0.7741666436195374, 0.7691202759742737, 0.7689301371574402, 0.7650182843208313, 0.7624780535697937, 0.7613010406494141, 0.7593297958374023, 0.7582318782806396, 0.7580860257148743, 0.7578991651535034, 0.7552277445793152, 0.7549293041229248, 0.7541753649711609]"
185,186,"[3471, 2455, 2791, 3793, 2987, 1270, 1387, 2529, 1304, 2657, 3555, 3671, 1258, 924, 1197, 480, 1198, 3751, 1356, 1214, 2716, 3175, 1320, 34, 1580, 1204, 2355, 1210, 919, 2640, 1394, 2858, 2797, 2628, 4306, 3578, 3527, 1196, 2968, 2080, 3072, 2470, 923, 1127, 3745, 1200, 2174, 2094, 2021, 1876]","[1.149454951286316, 1.1269292831420898, 1.1221778392791748, 1.1149028539657593, 1.113726258277893, 1.1090327501296997, 1.0783716440200806, 1.075453519821167, 1.0698611736297607, 1.067678451538086, 1.0571675300598145, 1.0491262674331665, 1.046953797340393, 1.046800971031189, 1.0464602708816528, 1.0458875894546509, 1.0455635786056519, 1.0450421571731567, 1.0443519353866577, 1.0434376001358032, 1.0388498306274414, 1.0383281707763672, 1.0380167961120605, 1.0336352586746216, 1.0334138870239258, 1.0261281728744507, 1.0191611051559448, 1.0151251554489136, 1.0136204957962036, 1.0109821557998657, 1.0095314979553223, 1.0085437297821045, 1.0078954696655273, 1.007017970085144, 1.007014513015747, 1.005495309829712, 1.0044912099838257, 1.0044820308685303, 1.0009418725967407, 0.9983859062194824, 0.9961034655570984, 0.9956986904144287, 0.9952448606491089, 0.9947015643119812, 0.9944408535957336, 0.9928202629089355, 0.9927563071250916, 0.9908189177513123, 0.9890828132629395, 0.9886547327041626]"
186,187,"[480, 5902, 589, 50, 48394, 4973, 1258, 293, 32, 6016, 7438, 4235, 47, 6874, 2959, 296, 253, 8874, 1199, 5618, 8873, 1089, 111, 2571, 3863, 1206, 4878, 5952, 6502, 750, 7090, 6711, 2858, 3578, 608, 288, 3000, 30749, 2997, 6934, 2628, 70, 778, 431, 1208, 5669, 8622, 592, 4886, 110]","[1.1411640644073486, 1.1385831832885742, 1.1219459772109985, 1.0940098762512207, 1.0935182571411133, 1.088441014289856, 1.0646815299987793, 1.0631046295166016, 1.0623493194580078, 1.0586320161819458, 1.0545458793640137, 1.0543134212493896, 1.0436487197875977, 1.042541265487671, 1.0423177480697632, 1.0421034097671509, 1.0412030220031738, 1.040885329246521, 1.036729097366333, 1.0363129377365112, 1.0348247289657593, 1.0338003635406494, 1.030422329902649, 1.0285711288452148, 1.0279377698898315, 1.027832269668579, 1.0266015529632568, 1.021614670753479, 1.0204699039459229, 1.020175576210022, 1.0200144052505493, 1.0199501514434814, 1.0181537866592407, 1.0171520709991455, 1.016744613647461, 1.0151357650756836, 1.0148125886917114, 1.012117624282837, 1.0117096900939941, 1.0113086700439453, 1.0078346729278564, 1.0057753324508667, 1.0049322843551636, 1.001589298248291, 0.9983533620834351, 0.9980922937393188, 0.9937437176704407, 0.9923486709594727, 0.9922947883605957, 0.9917693734169006]"
187,188,"[5060, 914, 1278, 926, 1035, 1028, 1269, 953, 913, 898, 1207, 1304, 902, 903, 1247, 1947, 1086, 1288, 912, 1282, 904, 1234, 1244, 2243, 1148, 2915, 910, 1276, 2359, 2918, 2657, 1088, 2324, 2100, 2302, 3421, 919, 899, 955, 916, 838, 1747, 1380, 3671, 923, 1252, 2795, 1212, 1250, 2406]","[0.8802640438079834, 0.8683857321739197, 0.8617228269577026, 0.8566581010818481, 0.8507921695709229, 0.8450016379356384, 0.8434460163116455, 0.8403431177139282, 0.8368331789970398, 0.8367182016372681, 0.8362434506416321, 0.831543505191803, 0.8244079351425171, 0.821419358253479, 0.8114157915115356, 0.8084585666656494, 0.7976405620574951, 0.7914502620697021, 0.7888215780258179, 0.784805178642273, 0.7848002910614014, 0.7832697629928589, 0.7814098596572876, 0.780430793762207, 0.7720133066177368, 0.7649387121200562, 0.763167679309845, 0.759690523147583, 0.7592957019805908, 0.7584894895553589, 0.7539792060852051, 0.7498131990432739, 0.7496165037155151, 0.7490308880805969, 0.7477383613586426, 0.7409846782684326, 0.7409226894378662, 0.7404937744140625, 0.7377669811248779, 0.7312231063842773, 0.721623420715332, 0.7186015248298645, 0.714154839515686, 0.7138327956199646, 0.713187575340271, 0.7117723822593689, 0.7090029716491699, 0.7045490145683289, 0.703913152217865, 0.7010847926139832]"
188,189,"[318, 2571, 527, 593, 356, 58559, 2959, 296, 4993, 79132, 7153, 5952, 260, 2028, 110, 50, 1198, 3578, 858, 4226, 2762, 1196, 1704, 7361, 47, 2858, 6539, 589, 1210, 48516, 1036, 2329, 60069, 1221, 33794, 1, 1193, 1291, 68954, 68157, 59315, 3147, 91529, 8961, 6377, 4306, 293, 4886, 48780, 608]","[0.8833571076393127, 0.8617779016494751, 0.8592250943183899, 0.8502293229103088, 0.8464228510856628, 0.8394526839256287, 0.8376889228820801, 0.8287010788917542, 0.8222082257270813, 0.8219331502914429, 0.8122185468673706, 0.8018485903739929, 0.790366530418396, 0.7810032367706299, 0.7738949656486511, 0.7715387940406799, 0.7714523673057556, 0.7708621025085449, 0.7446128726005554, 0.7428522109985352, 0.7383480668067932, 0.7321160435676575, 0.7254063487052917, 0.7058125734329224, 0.7051719427108765, 0.7029622197151184, 0.695310652256012, 0.6899887323379517, 0.6897116303443909, 0.6867815852165222, 0.6829724311828613, 0.6826505064964294, 0.680178701877594, 0.6752596497535706, 0.6720486879348755, 0.670529305934906, 0.6647748351097107, 0.6587908864021301, 0.6567413210868835, 0.6532129645347595, 0.6513757109642029, 0.6498892903327942, 0.647781252861023, 0.6461015343666077, 0.6421648859977722, 0.6363488435745239, 0.6335312128067017, 0.6270306706428528, 0.6224308609962463, 0.6069298982620239]"
189,190,"[5952, 7153, 4993, 6539, 5989, 8961, 4226, 6377, 4886, 7361, 4306, 4973, 4878, 5445, 58559, 6874, 4995, 4896, 4963, 8368, 5418, 2571, 5816, 5349, 2959, 7147, 79132, 44191, 7438, 3578, 5378, 3147, 33794, 6711, 60069, 5618, 3949, 2028, 2329, 48516, 8636, 5218, 48780, 59315, 858, 4022, 68157, 6016, 63082, 3996]","[1.120603322982788, 1.0844446420669556, 1.0810601711273193, 1.040555715560913, 1.0223487615585327, 1.01708984375, 1.002147912979126, 1.0018649101257324, 0.9926450848579407, 0.9913312792778015, 0.9798826575279236, 0.9770157933235168, 0.9767733216285706, 0.96851646900177, 0.9684175848960876, 0.9655460119247437, 0.9636185765266418, 0.9628497362136841, 0.955842137336731, 0.954014778137207, 0.9482337236404419, 0.9440087676048279, 0.9439066648483276, 0.943372368812561, 0.9395378232002258, 0.9379478096961975, 0.9347862005233765, 0.9300235509872437, 0.9283654093742371, 0.9183650612831116, 0.9151697754859924, 0.9126954078674316, 0.8939786553382874, 0.8939477205276489, 0.8878496885299683, 0.8861832618713379, 0.8860454559326172, 0.8808671832084656, 0.8803501725196838, 0.8803068995475769, 0.8719916343688965, 0.8718740940093994, 0.870583176612854, 0.8674220442771912, 0.8668856620788574, 0.8587169051170349, 0.857721209526062, 0.8576276898384094, 0.854971706867218, 0.8530899882316589]"
190,191,"[300, 1, 288, 17, 296, 410, 508, 47, 62, 376, 454, 265, 235, 337, 224, 474, 95, 50, 36, 141, 509, 282, 597, 6, 25, 21, 434, 350, 246, 22, 39, 193, 34, 367, 593, 161, 208, 555, 497, 261, 236, 231, 339, 457, 150, 151, 165, 266, 110, 293]","[1.086806058883667, 1.0267066955566406, 1.0204154253005981, 1.0160577297210693, 1.0095434188842773, 1.0093766450881958, 1.0085326433181763, 1.0071381330490112, 1.0061262845993042, 0.9995808005332947, 0.9968736171722412, 0.995917022228241, 0.9943564534187317, 0.9847497940063477, 0.9810988306999207, 0.9776119589805603, 0.977490246295929, 0.9757391214370728, 0.9756772518157959, 0.9749455451965332, 0.9747796654701233, 0.9746484756469727, 0.9740638732910156, 0.9729073643684387, 0.9727162718772888, 0.9692563414573669, 0.9676023721694946, 0.9635717868804932, 0.9622841477394104, 0.9621247053146362, 0.961453378200531, 0.9564992189407349, 0.9550523161888123, 0.9548363089561462, 0.9546790719032288, 0.9529911875724792, 0.9519364833831787, 0.9506081938743591, 0.9503751993179321, 0.9503256678581238, 0.9460302591323853, 0.9426811337471008, 0.941702663898468, 0.940281093120575, 0.938909113407135, 0.9379976987838745, 0.9379529356956482, 0.937230110168457, 0.9368387460708618, 0.9358200430870056]"
191,192,"[592, 380, 110, 150, 457, 316, 165, 292, 590, 344, 480, 153, 349, 356, 296, 593, 208, 10, 377, 434, 231, 185, 454, 329, 589, 47, 318, 161, 288, 253, 588, 300, 225, 367, 595, 339, 364, 50, 527, 597, 500, 34, 410, 266, 32, 39, 539, 586, 21, 474]","[0.8937069773674011, 0.8865981698036194, 0.8775656223297119, 0.874491810798645, 0.873885989189148, 0.8723379373550415, 0.8723085522651672, 0.8701817393302917, 0.8698093295097351, 0.8673872351646423, 0.8664476275444031, 0.8644898533821106, 0.8642293810844421, 0.8640865683555603, 0.8626954555511475, 0.8537203073501587, 0.8534539937973022, 0.8521355390548706, 0.8493624925613403, 0.847012460231781, 0.8446317315101624, 0.841274619102478, 0.8405449390411377, 0.8403657674789429, 0.8393865823745728, 0.8366888165473938, 0.8311094045639038, 0.8293740749359131, 0.8242614269256592, 0.8225740790367126, 0.8219183683395386, 0.806260347366333, 0.806207537651062, 0.7993499636650085, 0.7992319464683533, 0.796900749206543, 0.771765410900116, 0.7716289758682251, 0.7692790031433105, 0.7689706087112427, 0.7623663544654846, 0.7583871483802795, 0.75344318151474, 0.7489070892333984, 0.7455087900161743, 0.7448555827140808, 0.7350566983222961, 0.7248385548591614, 0.7231433391571045, 0.7159786224365234]"
192,193,"[318, 527, 858, 260, 2571, 593, 356, 2959, 2858, 2028, 1198, 1193, 296, 608, 1196, 5952, 4993, 1221, 58559, 1704, 50, 3949, 4226, 7153, 79132, 7361, 4973, 1197, 6016, 2762, 293, 1210, 2329, 110, 1270, 4878, 1, 778, 47, 3578, 5618, 1036, 60069, 1291, 1721, 6539, 1089, 1213, 2324, 1206]","[1.004246711730957, 0.9691915512084961, 0.9619880318641663, 0.9611570835113525, 0.9456308484077454, 0.9412056803703308, 0.9312739968299866, 0.9251835942268372, 0.9213601350784302, 0.9106185436248779, 0.906808078289032, 0.9055968523025513, 0.896858274936676, 0.8935396075248718, 0.8814144730567932, 0.8734446167945862, 0.8714748024940491, 0.8643670678138733, 0.8637945652008057, 0.8627042770385742, 0.8613681197166443, 0.8611867427825928, 0.8597418665885925, 0.8552970290184021, 0.8544972538948059, 0.8528975248336792, 0.8462473154067993, 0.8420688509941101, 0.8321388363838196, 0.8317583203315735, 0.8252928256988525, 0.8235945105552673, 0.8200756311416626, 0.8160999417304993, 0.798627495765686, 0.7942874431610107, 0.7928088307380676, 0.7915352582931519, 0.7868935465812683, 0.7829868197441101, 0.7764282822608948, 0.7732014060020447, 0.7729478478431702, 0.7724464535713196, 0.7682650685310364, 0.766056478023529, 0.7561883330345154, 0.7531090974807739, 0.7524814605712891, 0.7501283884048462]"
193,194,"[2699, 1380, 163, 594, 2406, 48, 1288, 552, 342, 1035, 158, 1396, 1234, 2657, 551, 1639, 466, 520, 903, 555, 5060, 186, 2797, 2302, 802, 223, 1304, 1500, 1278, 543, 16, 1073, 1090, 435, 2174, 7, 596, 485, 235, 708, 2710, 440, 2081, 1252, 1208, 1653, 784, 151, 3052, 1101]","[0.7054137587547302, 0.703112781047821, 0.7004072666168213, 0.6811177134513855, 0.6786942481994629, 0.6786542534828186, 0.6722419261932373, 0.6615028977394104, 0.6608614325523376, 0.6478118896484375, 0.6474526524543762, 0.6454263925552368, 0.636484682559967, 0.6316204071044922, 0.6313429474830627, 0.6287505030632019, 0.6282041668891907, 0.6273647546768188, 0.6264585256576538, 0.6230431199073792, 0.613741934299469, 0.6137245297431946, 0.6102976202964783, 0.6086722016334534, 0.60816490650177, 0.6072884798049927, 0.600407063961029, 0.5987744331359863, 0.5972577333450317, 0.595974862575531, 0.5922215580940247, 0.5918912291526794, 0.5886477828025818, 0.58696448802948, 0.5792906880378723, 0.5782467722892761, 0.5757741332054138, 0.5745949745178223, 0.5745763778686523, 0.573726236820221, 0.5733150243759155, 0.5715032815933228, 0.5692096948623657, 0.567577064037323, 0.5669085383415222, 0.5632370114326477, 0.5623401403427124, 0.5594914555549622, 0.5582056641578674, 0.5579075217247009]"
194,195,"[2628, 1617, 3793, 457, 2502, 3578, 4027, 1221, 924, 1193, 47, 2353, 2028, 2959, 1961, 2762, 50, 296, 1610, 2997, 1653, 2712, 2716, 3717, 541, 2706, 593, 4011, 1222, 1968, 2571, 2329, 1198, 2692, 1466, 223, 1213, 2858, 2683, 1089, 3753, 110, 2700, 3052, 2542, 3175, 2770, 2710, 480, 3996]","[1.1317508220672607, 1.0715558528900146, 1.0639338493347168, 1.059700846672058, 1.059058427810669, 1.0589017868041992, 1.0580904483795166, 1.0571578741073608, 1.0567967891693115, 1.0559098720550537, 1.046910285949707, 1.0451135635375977, 1.0441893339157104, 1.0428693294525146, 1.0424225330352783, 1.0414505004882812, 1.0375882387161255, 1.0369954109191895, 1.0355249643325806, 1.0352551937103271, 1.035092830657959, 1.0328209400177002, 1.0318574905395508, 1.0315836668014526, 1.029402256011963, 1.0285801887512207, 1.0285437107086182, 1.028526782989502, 1.0284407138824463, 1.0276405811309814, 1.0249160528182983, 1.0239667892456055, 1.0212382078170776, 1.0200411081314087, 1.0187867879867554, 1.0169819593429565, 1.0158377885818481, 1.0147253274917603, 1.0092090368270874, 1.007505178451538, 1.0064842700958252, 1.0060580968856812, 1.0014474391937256, 0.9992243647575378, 0.9991247057914734, 0.997383177280426, 0.9964795708656311, 0.9962993860244751, 0.9899081587791443, 0.989367663860321]"
195,196,"[318, 356, 593, 110, 260, 2571, 527, 296, 2028, 589, 1036, 1198, 1196, 50, 1210, 4993, 7153, 858, 47, 58559, 5952, 3578, 1, 1291, 2959, 1704, 457, 293, 79132, 2762, 480, 150, 608, 1580, 3147, 1221, 780, 6539, 1721, 4226, 1270, 2858, 1193, 33794, 364, 2329, 590, 32, 648, 59315]","[1.0408899784088135, 1.0352803468704224, 1.0231231451034546, 0.9968480467796326, 0.9910799264907837, 0.9806772470474243, 0.9785969853401184, 0.9683705568313599, 0.951469361782074, 0.9495560526847839, 0.928102433681488, 0.9263269305229187, 0.921640932559967, 0.9120362401008606, 0.9089832901954651, 0.9065570831298828, 0.9027365446090698, 0.8979948163032532, 0.8959934115409851, 0.8895890116691589, 0.8891186714172363, 0.8880249857902527, 0.8860549926757812, 0.8820191621780396, 0.8775955438613892, 0.8670712113380432, 0.8581477999687195, 0.8455660343170166, 0.8445033431053162, 0.8402871489524841, 0.838402271270752, 0.8371978402137756, 0.8306117653846741, 0.820881187915802, 0.8170397281646729, 0.8162640333175659, 0.8109349608421326, 0.8065962195396423, 0.8055201768875122, 0.8013057112693787, 0.8011178970336914, 0.7922633290290833, 0.7911978363990784, 0.7902896404266357, 0.7844751477241516, 0.7831076979637146, 0.7728338837623596, 0.7712130546569824, 0.7645887136459351, 0.7644596099853516]"
196,197,"[480, 110, 589, 296, 593, 50, 356, 457, 318, 590, 2028, 2571, 47, 32, 527, 1198, 592, 1196, 260, 150, 780, 2628, 2858, 1210, 858, 1200, 1193, 1221, 1036, 608, 541, 924, 1580, 1214, 1291, 344, 2762, 1213, 1, 1258, 293, 1240, 3578, 1097, 377, 165, 648, 2959, 1270, 1961]","[0.971835196018219, 0.9606626033782959, 0.9552637934684753, 0.9530233144760132, 0.9343031048774719, 0.9288157224655151, 0.9227991700172424, 0.9134610295295715, 0.9090287089347839, 0.9080827236175537, 0.9044438600540161, 0.8970745205879211, 0.8955735564231873, 0.8927803635597229, 0.8909828066825867, 0.8892336487770081, 0.8810775279998779, 0.8738447427749634, 0.8708606362342834, 0.8675580620765686, 0.8644581437110901, 0.8566232919692993, 0.8538332581520081, 0.8480016589164734, 0.8462019562721252, 0.8424350619316101, 0.8311960697174072, 0.8290216326713562, 0.8222814798355103, 0.8205019235610962, 0.8196064233779907, 0.8128264546394348, 0.812698245048523, 0.8052560091018677, 0.8031989932060242, 0.7999820113182068, 0.7933174967765808, 0.7903933525085449, 0.7868180274963379, 0.7847941517829895, 0.7839710116386414, 0.7810461521148682, 0.7760728597640991, 0.7760432958602905, 0.7637278437614441, 0.7635112404823303, 0.7623547315597534, 0.7576833963394165, 0.7561919689178467, 0.7534144520759583]"
197,198,"[1923, 2858, 1721, 1097, 2571, 1610, 3996, 3578, 1225, 25, 1580, 32, 2028, 356, 2628, 2329, 1206, 2396, 2763, 2762, 1617, 3176, 1625, 509, 593, 1917, 1265, 2683, 2997, 150, 1221, 260, 1391, 1784, 1193, 4034, 480, 318, 165, 2700, 4993, 924, 1393, 1704, 2987, 1584, 4973, 587, 597, 2470]","[1.1377956867218018, 1.1140096187591553, 1.1089757680892944, 1.0986039638519287, 1.086899757385254, 1.0732674598693848, 1.067507266998291, 1.0364209413528442, 1.0335105657577515, 1.0313481092453003, 1.0281797647476196, 1.0281673669815063, 1.0256524085998535, 1.0244228839874268, 1.0226308107376099, 1.0226054191589355, 1.022517442703247, 1.0212005376815796, 1.020507574081421, 1.0201778411865234, 1.0175312757492065, 1.016295075416565, 1.0150628089904785, 1.0144613981246948, 1.0118026733398438, 1.0112539529800415, 1.011136531829834, 1.0093436241149902, 1.0088534355163574, 1.0072988271713257, 1.001226782798767, 0.9981200098991394, 0.9963015913963318, 0.996002197265625, 0.9957394003868103, 0.9955723285675049, 0.9949035048484802, 0.994132936000824, 0.993402361869812, 0.9928056597709656, 0.9918145537376404, 0.9915708303451538, 0.9909606575965881, 0.9903980493545532, 0.9897657632827759, 0.9896487593650818, 0.9890390634536743, 0.988111138343811, 0.9878533482551575, 0.987629771232605]"
198,199,"[3996, 1247, 1222, 1617, 1610, 541, 1193, 750, 16, 924, 4979, 2542, 4034, 2858, 1653, 858, 1208, 2692, 2997, 1721, 1225, 337, 1213, 1682, 1923, 3033, 1221, 1729, 1732, 111, 377, 3408, 2353, 1101, 357, 1089, 1517, 1387, 1199, 235, 4011, 1466, 1206, 3753, 2194, 150, 3160, 2012, 2791, 4973]","[1.1556929349899292, 1.1455234289169312, 1.1430479288101196, 1.1184208393096924, 1.114810585975647, 1.107833981513977, 1.1061363220214844, 1.0992869138717651, 1.0953733921051025, 1.0941795110702515, 1.092457890510559, 1.09137761592865, 1.088981032371521, 1.0794754028320312, 1.0787432193756104, 1.074782371520996, 1.0745850801467896, 1.0738399028778076, 1.0734071731567383, 1.071038842201233, 1.0703308582305908, 1.0698853731155396, 1.065155029296875, 1.0650290250778198, 1.0633528232574463, 1.0616520643234253, 1.0598795413970947, 1.0560041666030884, 1.0554051399230957, 1.0552608966827393, 1.0516773462295532, 1.051202416419983, 1.0502394437789917, 1.047848105430603, 1.0470590591430664, 1.0456793308258057, 1.0452598333358765, 1.043724775314331, 1.0425117015838623, 1.0405185222625732, 1.0401065349578857, 1.0393437147140503, 1.0376265048980713, 1.0375345945358276, 1.037175178527832, 1.0343564748764038, 1.0333473682403564, 1.0333151817321777, 1.0317802429199219, 1.028429388999939]"
199,200,"[3052, 3916, 2683, 4018, 35836, 2706, 1198, 1923, 2987, 597, 4447, 4963, 3408, 5481, 33166, 1246, 19, 3578, 260, 51662, 4993, 2628, 8636, 1517, 3753, 1641, 6942, 3301, 6539, 2291, 3996, 8641, 2502, 7153, 1917, 8665, 32, 4226, 2716, 4022, 7143, 2174, 4308, 2355, 2424, 150, 1197, 5502, 8529, 2700]","[1.1642440557479858, 1.1424667835235596, 1.1137208938598633, 1.111728549003601, 1.0843888521194458, 1.0728286504745483, 1.0718497037887573, 1.0700260400772095, 1.0616545677185059, 1.0582348108291626, 1.0577610731124878, 1.0557571649551392, 1.0511566400527954, 1.0505448579788208, 1.0494540929794312, 1.0470925569534302, 1.0462766885757446, 1.046219825744629, 1.045936107635498, 1.0447460412979126, 1.0446386337280273, 1.0440633296966553, 1.0424247980117798, 1.042187213897705, 1.0413203239440918, 1.0388597249984741, 1.036919355392456, 1.0356158018112183, 1.0346059799194336, 1.0342241525650024, 1.0336511135101318, 1.0330524444580078, 1.0327779054641724, 1.0322118997573853, 1.0317132472991943, 1.0314810276031494, 1.0313804149627686, 1.030432105064392, 1.030363917350769, 1.029849886894226, 1.0295382738113403, 1.0294077396392822, 1.028649091720581, 1.0281459093093872, 1.0278751850128174, 1.0258400440216064, 1.0241084098815918, 1.0236567258834839, 1.0232959985733032, 1.0232101678848267]"
200,201,"[480, 1580, 34, 150, 1196, 380, 39, 1210, 1197, 1198, 588, 367, 592, 356, 1270, 457, 1, 2628, 260, 110, 589, 1517, 587, 1721, 32, 2174, 2396, 223, 733, 296, 2355, 780, 344, 2012, 1036, 597, 2987, 2028, 153, 2571, 539, 593, 590, 2683, 1214, 1265, 2797, 2858, 595, 10]","[1.0455694198608398, 1.034294605255127, 1.0320543050765991, 1.0308279991149902, 1.02826726436615, 1.0204670429229736, 1.0200341939926147, 1.020003318786621, 1.0194119215011597, 1.011569619178772, 1.0097752809524536, 1.009478211402893, 1.0050569772720337, 1.0037825107574463, 1.0033327341079712, 1.0013593435287476, 0.9963314533233643, 0.9952533841133118, 0.9949944615364075, 0.9920002818107605, 0.9907718896865845, 0.9855164885520935, 0.9838382601737976, 0.9836178421974182, 0.9791677594184875, 0.9788631796836853, 0.9779620170593262, 0.9768278002738953, 0.9761837720870972, 0.9725771546363831, 0.9691674113273621, 0.9674813747406006, 0.9673663377761841, 0.9616616368293762, 0.9606655240058899, 0.9564157724380493, 0.9548569917678833, 0.9542180895805359, 0.9536203145980835, 0.9508876800537109, 0.9505441188812256, 0.946930468082428, 0.946487545967102, 0.9445971250534058, 0.9436789155006409, 0.9424223303794861, 0.9407811760902405, 0.93851637840271, 0.936650812625885, 0.9363634586334229]"
201,202,"[1094, 1303, 1266, 2944, 922, 454, 969, 2109, 3702, 1263, 2951, 1291, 1965, 1269, 913, 2115, 1259, 3108, 1261, 1272, 590, 2020, 1220, 1254, 2058, 1250, 2268, 2529, 2366, 3418, 1374, 36, 1299, 1293, 1214, 1097, 1394, 587, 1387, 1307, 1960, 356, 1221, 920, 1240, 541, 3256, 1396, 1527, 1197]","[1.183109164237976, 1.1215177774429321, 1.1115682125091553, 1.1062263250350952, 1.1010663509368896, 1.0946600437164307, 1.0804030895233154, 1.075301170349121, 1.0751867294311523, 1.0751152038574219, 1.070036768913269, 1.068718433380127, 1.067252516746521, 1.0658857822418213, 1.0653026103973389, 1.065215826034546, 1.0639787912368774, 1.0637478828430176, 1.0606077909469604, 1.058517336845398, 1.0575324296951294, 1.0565528869628906, 1.0564056634902954, 1.056221842765808, 1.0531588792800903, 1.0531460046768188, 1.0519676208496094, 1.0480198860168457, 1.0478324890136719, 1.0476713180541992, 1.0455759763717651, 1.0454093217849731, 1.0452604293823242, 1.044819712638855, 1.041359782218933, 1.0405328273773193, 1.038304090499878, 1.0380499362945557, 1.036993145942688, 1.035111427307129, 1.0325864553451538, 1.0321927070617676, 1.031885027885437, 1.0313043594360352, 1.0301562547683716, 1.0287716388702393, 1.0287055969238281, 1.0286537408828735, 1.0263973474502563, 1.025558352470398]"
202,203,"[318, 527, 296, 593, 356, 4993, 110, 2571, 3147, 7153, 589, 5952, 50, 1, 4886, 260, 4306, 47, 2959, 150, 1198, 3578, 5445, 6377, 293, 457, 364, 367, 1210, 1196, 2762, 58559, 2028, 4995, 648, 79132, 6539, 5349, 480, 4022, 780, 1704, 4226, 33794, 520, 1580, 8961, 587, 4896, 3793]","[1.01012122631073, 0.9855868816375732, 0.976402997970581, 0.9732779264450073, 0.963278591632843, 0.9397742748260498, 0.9373571276664734, 0.936884880065918, 0.9326146841049194, 0.9281997084617615, 0.9248855710029602, 0.9151638150215149, 0.9138972759246826, 0.9005487561225891, 0.900029718875885, 0.8901033401489258, 0.8891052603721619, 0.88555508852005, 0.8850958347320557, 0.8800922632217407, 0.8795205354690552, 0.8789045810699463, 0.8778428435325623, 0.8762263655662537, 0.8705232739448547, 0.8702839016914368, 0.8692044615745544, 0.8647628426551819, 0.8586419820785522, 0.8531879782676697, 0.849849283695221, 0.8492131233215332, 0.8439134955406189, 0.8423026204109192, 0.8403001427650452, 0.8399381041526794, 0.838266134262085, 0.8366941213607788, 0.8351926207542419, 0.8338801860809326, 0.8316859602928162, 0.8294733166694641, 0.82842618227005, 0.8274324536323547, 0.8251153826713562, 0.8245671987533569, 0.8142075538635254, 0.8106083869934082, 0.8092629909515381, 0.8087652325630188]"
203,204,"[79132, 2959, 7361, 750, 7153, 5952, 68157, 58559, 4226, 2858, 3949, 4878, 318, 48394, 7147, 48516, 6874, 60069, 858, 4973, 2324, 1089, 4993, 296, 527, 6016, 2329, 1206, 33794, 80463, 8961, 778, 7438, 593, 68954, 50, 48780, 44191, 2762, 6539, 2571, 70286, 8874, 1193, 1208, 541, 5618, 48774, 63082, 4306]","[1.0332621335983276, 1.0223950147628784, 1.0217725038528442, 1.0163935422897339, 0.9929654598236084, 0.9884993433952332, 0.9878591895103455, 0.9830725789070129, 0.9770846366882324, 0.9760546684265137, 0.9759240746498108, 0.9757260084152222, 0.9755113124847412, 0.9733328223228455, 0.9613699913024902, 0.9606571793556213, 0.9602434039115906, 0.9599942564964294, 0.9574605226516724, 0.9569735527038574, 0.9500523805618286, 0.9491854310035706, 0.9485748410224915, 0.9472227692604065, 0.9437352418899536, 0.9434472918510437, 0.9403945207595825, 0.9388718008995056, 0.9376904368400574, 0.9365084171295166, 0.918027937412262, 0.9180047512054443, 0.9147284626960754, 0.9134957790374756, 0.9121106266975403, 0.9109178185462952, 0.9073797464370728, 0.9004563093185425, 0.8994390964508057, 0.8984082937240601, 0.897551953792572, 0.8961845636367798, 0.8950299620628357, 0.8943953514099121, 0.8939758539199829, 0.8926199078559875, 0.8898484110832214, 0.8894594311714172, 0.8865406513214111, 0.8844224810600281]"
