userId,itemIds,scores
172,"[139, 341, 556, 458, 329, 107, 365, 553, 555, 557, 438, 282, 142, 154, 218, 303, 301, 9, 314, 173, 554, 196, 352, 362, 559, 46, 278, 349, 150, 334, 415, 324, 31, 240, 0, 561, 33, 435, 477, 274, 49, 38, 285, 391, 502, 552, 596, 514, 551, 688]","[0.9238289594650269, 0.9108695387840271, 0.9076322913169861, 0.9032104015350342, 0.9027713537216187, 0.8996457457542419, 0.899558961391449, 0.8973880410194397, 0.8958565592765808, 0.8947573900222778, 0.8944307565689087, 0.8874988555908203, 0.8861560821533203, 0.8807677626609802, 0.8794934749603271, 0.8704054355621338, 0.8698206543922424, 0.8651041388511658, 0.8622620701789856, 0.8606923818588257, 0.8593910932540894, 0.8593209981918335, 0.8589830994606018, 0.8579892516136169, 0.8569302558898926, 0.854427695274353, 0.8512210845947266, 0.8475820422172546, 0.8460822701454163, 0.8459656238555908, 0.8430695533752441, 0.8407474160194397, 0.8358532786369324, 0.8356170654296875, 0.8341636657714844, 0.8324313759803772, 0.8253155946731567, 0.8252929449081421, 0.8240626454353333, 0.8090183138847351, 0.8058457970619202, 0.803062915802002, 0.7961772680282593, 0.792474627494812, 0.7921351790428162, 0.7851762771606445, 0.783954381942749, 0.783198893070221, 0.7783007621765137, 0.7616025805473328]"
173,"[365, 556, 142, 301, 139, 278, 173, 334, 415, 438, 150, 555, 314, 329, 196, 218, 553, 154, 458, 9, 240, 107, 282, 557, 341, 352, 324, 435, 559, 362, 554, 274, 303, 561, 252, 349, 213, 46, 285, 33, 514, 38, 477, 552, 20, 31, 391, 551, 0, 49]","[1.0234026908874512, 1.0210715532302856, 1.0166797637939453, 1.0105234384536743, 1.008474349975586, 1.0056226253509521, 1.0041139125823975, 1.0032413005828857, 0.9985575675964355, 0.9984866380691528, 0.9969221353530884, 0.9966983795166016, 0.9959172606468201, 0.9956991672515869, 0.9956942200660706, 0.9914312958717346, 0.9896363615989685, 0.9880810379981995, 0.9872956871986389, 0.9871923327445984, 0.9846494197845459, 0.9802730083465576, 0.9765756726264954, 0.9757494330406189, 0.9756501913070679, 0.971539318561554, 0.9698948860168457, 0.9695548415184021, 0.9694246649742126, 0.9690337777137756, 0.9687003493309021, 0.9635610580444336, 0.961176872253418, 0.960593044757843, 0.9535692930221558, 0.9534213542938232, 0.9532230496406555, 0.9525790810585022, 0.94775390625, 0.9443520903587341, 0.94402015209198, 0.9404551386833191, 0.9367461800575256, 0.9346482753753662, 0.930884599685669, 0.9218170046806335, 0.9207946062088013, 0.919630765914917, 0.9082282781600952, 0.9057492613792419]"
174,"[506, 613, 8299, 1950, 6991, 3367, 3220, 7165, 960, 9636, 5272, 4453, 364, 6713, 6133, 8428, 6815, 2151, 4623, 6380, 7841, 2533, 249, 3899, 4845, 59, 1819, 3432, 6397, 691, 5101, 2878, 7140, 4821, 3314, 798, 8947, 5519, 733, 312, 8646, 543, 4733, 8685, 4229, 7180, 191, 5796, 9123, 3198]","[0.6350316405296326, 0.6326040029525757, 0.629810631275177, 0.6183143854141235, 0.605373203754425, 0.592965304851532, 0.5798102021217346, 0.5325999855995178, 0.5221716165542603, 0.5165783166885376, 0.49859917163848877, 0.49515500664711, 0.49478670954704285, 0.48965179920196533, 0.4797341525554657, 0.4675329625606537, 0.4483282268047333, 0.44041574001312256, 0.4403066635131836, 0.4402307868003845, 0.4155631959438324, 0.38535642623901367, 0.3785134255886078, 0.37531551718711853, 0.3733195662498474, 0.3663807809352875, 0.3646792769432068, 0.36314353346824646, 0.36166825890541077, 0.36166560649871826, 0.36040735244750977, 0.35908764600753784, 0.3590697646141052, 0.3523147702217102, 0.3510083556175232, 0.35073238611221313, 0.3447030484676361, 0.3386795222759247, 0.33521509170532227, 0.3345068097114563, 0.33068570494651794, 0.3298127353191376, 0.3269566595554352, 0.32667097449302673, 0.3213652968406677, 0.31847527623176575, 0.3182457387447357, 0.3175255060195923, 0.3166448771953583, 0.31650999188423157]"
175,"[556, 365, 301, 107, 139, 341, 458, 438, 142, 555, 9, 282, 554, 303, 557, 329, 334, 154, 314, 553, 278, 415, 362, 196, 46, 218, 173, 240, 150, 349, 559, 352, 435, 274, 33, 502, 324, 285, 49, 477, 31, 561, 0, 213, 38, 551, 20, 514, 552, 391]","[0.9647811651229858, 0.9579697847366333, 0.9459919929504395, 0.9444791078567505, 0.943719208240509, 0.9435874819755554, 0.9415233135223389, 0.9412047266960144, 0.9337406158447266, 0.9329274296760559, 0.9329092502593994, 0.9323918223381042, 0.9309672713279724, 0.9292844533920288, 0.926959216594696, 0.9209018349647522, 0.920698881149292, 0.9203414916992188, 0.9197132587432861, 0.9189531803131104, 0.9151978492736816, 0.9118478298187256, 0.9075457453727722, 0.9058675169944763, 0.9027246832847595, 0.9017804861068726, 0.9009600877761841, 0.8882790803909302, 0.8874500393867493, 0.8807857632637024, 0.8795012831687927, 0.8791919946670532, 0.8764643669128418, 0.8669840097427368, 0.8646369576454163, 0.8575606942176819, 0.857558012008667, 0.857258141040802, 0.8557272553443909, 0.8399892449378967, 0.8392641544342041, 0.8361405730247498, 0.8305845260620117, 0.8280009031295776, 0.8242150545120239, 0.8230357766151428, 0.8225448727607727, 0.8218334317207336, 0.8101705312728882, 0.8051909804344177]"
176,"[9410, 3682, 1180, 4834, 3032, 1193, 5084, 2118, 2640, 5630, 2579, 4621, 2312, 1052, 7084, 2074, 4167, 1975, 1069, 6210, 4373, 1080, 7666, 9397, 1087, 2960, 8877, 1704, 1825, 1971, 1470, 5713, 5145, 5796, 2998, 6424, 2562, 3384, 4195, 3638, 6418, 1030, 1043, 894, 5225, 4154, 9546, 2928, 7303, 1852]","[1.2803577184677124, 1.157044529914856, 1.13929283618927, 1.1337746381759644, 1.122626543045044, 1.1174254417419434, 1.1143310070037842, 1.1117275953292847, 1.1101491451263428, 1.0996365547180176, 1.097690463066101, 1.097120761871338, 1.0934661626815796, 1.0933752059936523, 1.086758017539978, 1.085282564163208, 1.078826665878296, 1.0778748989105225, 1.0772913694381714, 1.0749794244766235, 1.0719043016433716, 1.0715252161026, 1.0694221258163452, 1.0676311254501343, 1.0666453838348389, 1.0662046670913696, 1.0660312175750732, 1.0646390914916992, 1.0631623268127441, 1.060985803604126, 1.0601829290390015, 1.057963490486145, 1.0574778318405151, 1.0569218397140503, 1.0568878650665283, 1.056207537651062, 1.0556988716125488, 1.055397629737854, 1.055342674255371, 1.0547598600387573, 1.053653597831726, 1.0529907941818237, 1.052272081375122, 1.0511317253112793, 1.0500425100326538, 1.0491528511047363, 1.048896312713623, 1.0486866235733032, 1.0476195812225342, 1.0474233627319336]"
177,"[557, 282, 303, 107, 341, 502, 46, 458, 31, 554, 49, 555, 568, 438, 4829, 5630, 4182, 2191, 5759, 898, 748, 2526, 362, 1714, 1975, 4165, 1018, 247, 139, 3577, 5177, 1020, 329, 3032, 2436, 688, 888, 1043, 218, 2355, 1032, 8493, 5411, 349, 0, 3304, 3392, 154, 1016, 4087]","[1.073372483253479, 1.0695528984069824, 1.0522607564926147, 1.0457606315612793, 1.0402213335037231, 1.037563681602478, 1.0357859134674072, 1.0291980504989624, 1.0216634273529053, 1.0212059020996094, 1.0026800632476807, 0.9900640845298767, 0.9837926626205444, 0.9780077934265137, 0.9700151085853577, 0.9634125828742981, 0.9623862504959106, 0.9507614970207214, 0.9449914693832397, 0.9401382803916931, 0.9378019571304321, 0.9351798892021179, 0.9330956935882568, 0.9322803020477295, 0.9313796162605286, 0.929510235786438, 0.9275119304656982, 0.9262101650238037, 0.9245032668113708, 0.9228861331939697, 0.922034740447998, 0.9180111289024353, 0.9178473949432373, 0.916555643081665, 0.9109556674957275, 0.9099435806274414, 0.9032374620437622, 0.901500940322876, 0.8959313035011292, 0.8938984274864197, 0.8925125002861023, 0.8839314579963684, 0.8832729458808899, 0.8825147747993469, 0.8815499544143677, 0.8802372217178345, 0.8792909383773804, 0.8735060691833496, 0.8676158785820007, 0.8669576048851013]"
178,"[31, 596, 0, 688, 131, 662, 92, 329, 154, 196, 218, 107, 555, 365, 61, 557, 362, 556, 458, 142, 438, 659, 554, 278, 24, 303, 240, 173, 101, 9, 46, 324, 139, 334, 415, 150, 341, 35, 282, 16, 301, 352, 314, 930, 694, 274, 435, 20, 4, 568]","[1.1002955436706543, 1.044039011001587, 1.0410407781600952, 1.0275665521621704, 1.0242295265197754, 1.006651759147644, 1.0060811042785645, 1.0008602142333984, 0.9934710264205933, 0.9894194602966309, 0.9873346090316772, 0.9836412668228149, 0.9815046191215515, 0.9800794720649719, 0.9799051284790039, 0.9776206016540527, 0.9767578840255737, 0.9763780236244202, 0.9738810658454895, 0.971958577632904, 0.969448447227478, 0.9666479825973511, 0.9622552394866943, 0.9591239094734192, 0.957668662071228, 0.9555007219314575, 0.9552419185638428, 0.9541233777999878, 0.9524871706962585, 0.9515646696090698, 0.9505112767219543, 0.944257378578186, 0.9432112574577332, 0.9394280910491943, 0.9387557506561279, 0.934523344039917, 0.9333534836769104, 0.9330644011497498, 0.9323152899742126, 0.9302621483802795, 0.9293201565742493, 0.9275450706481934, 0.9232914447784424, 0.9231182932853699, 0.921464741230011, 0.9214034080505371, 0.921342134475708, 0.9171609878540039, 0.9158310294151306, 0.9149022102355957]"
179,"[1020, 2191, 247, 1018, 1019, 2436, 3032, 341, 1032, 1714, 898, 502, 1113, 557, 303, 1036, 2526, 107, 1092, 748, 2248, 1344, 4182, 2240, 2355, 282, 982, 2318, 1022, 1035, 1062, 554, 3222, 49, 46, 1459, 516, 1043, 458, 2311, 1975, 0, 1016, 1064, 947, 8493, 1044, 1470, 2488, 438]","[0.8467442393302917, 0.8271463513374329, 0.8244768381118774, 0.8176766633987427, 0.8155714273452759, 0.7808820605278015, 0.7757003903388977, 0.7690841555595398, 0.7676935791969299, 0.7649217844009399, 0.75657719373703, 0.7557995319366455, 0.7515833973884583, 0.7475926876068115, 0.7382164001464844, 0.7366398572921753, 0.727908730506897, 0.7254112362861633, 0.7238587141036987, 0.7229915261268616, 0.7200812697410583, 0.7091265320777893, 0.7000027894973755, 0.6950022578239441, 0.6945820450782776, 0.6886254549026489, 0.6814964413642883, 0.6750092506408691, 0.6738407611846924, 0.6736328601837158, 0.6715667843818665, 0.6637079119682312, 0.6634049415588379, 0.6584906578063965, 0.6565535068511963, 0.6523151993751526, 0.651772677898407, 0.6475749015808105, 0.6474151611328125, 0.6455286145210266, 0.6445477604866028, 0.6364696621894836, 0.6362512111663818, 0.6317605376243591, 0.6308930516242981, 0.6282919645309448, 0.6276230812072754, 0.6147785782814026, 0.6147749423980713, 0.6126818060874939]"
180,"[157, 92, 401, 61, 335, 415, 278, 213, 314, 150, 20, 223, 334, 413, 142, 192, 452, 252, 154, 556, 301, 4, 515, 274, 416, 9, 239, 324, 391, 173, 528, 300, 131, 196, 362, 551, 423, 285, 240, 361, 268, 421, 214, 554, 152, 5, 262, 435, 365, 279]","[1.0572351217269897, 1.041670560836792, 1.0355066061019897, 1.0303056240081787, 1.030297040939331, 1.0274578332901, 1.0271947383880615, 1.0249168872833252, 1.023612380027771, 1.0230194330215454, 1.0230114459991455, 1.0215420722961426, 1.019612431526184, 1.0185023546218872, 1.018391489982605, 1.0174236297607422, 1.016398310661316, 1.0138274431228638, 1.01308274269104, 1.0095252990722656, 1.0069634914398193, 1.0042134523391724, 1.0036602020263672, 1.0020023584365845, 0.9984745383262634, 0.9981353878974915, 0.997959315776825, 0.9977334141731262, 0.9963934421539307, 0.9960852861404419, 0.994462788105011, 0.994056761264801, 0.9939042329788208, 0.9936791062355042, 0.9929632544517517, 0.9921233654022217, 0.9916794300079346, 0.9913283586502075, 0.9909676909446716, 0.9902670383453369, 0.9895676970481873, 0.9887217283248901, 0.9878244400024414, 0.9844714403152466, 0.9832807183265686, 0.9830194115638733, 0.9829828143119812, 0.9829588532447815, 0.9824406504631042, 0.9794570207595825]"
181,"[1705, 2720, 664, 2303, 1181, 1864, 1129, 2716, 2415, 1308, 1950, 1071, 904, 1028, 3032, 1044, 1062, 3681, 2288, 1997, 2486, 2229, 2166, 2706, 6254, 3421, 1266, 2217, 0, 1172, 943, 4620, 2665, 181, 677, 2828, 2718, 898, 2296, 973, 1023, 3588, 4427, 1113, 4324, 686, 152, 1043, 3392, 1096]","[1.1808621883392334, 1.180594801902771, 1.1537872552871704, 1.1383112668991089, 1.1195820569992065, 1.1144158840179443, 1.11104416847229, 1.1052260398864746, 1.1007698774337769, 1.0993391275405884, 1.0940008163452148, 1.093664526939392, 1.0838183164596558, 1.077268123626709, 1.0769609212875366, 1.0751796960830688, 1.0748013257980347, 1.070062279701233, 1.0697150230407715, 1.0684568881988525, 1.065460205078125, 1.0653280019760132, 1.0646719932556152, 1.062135934829712, 1.0621134042739868, 1.059956669807434, 1.058153748512268, 1.057841181755066, 1.056807279586792, 1.0543254613876343, 1.0531550645828247, 1.0523452758789062, 1.0519603490829468, 1.0511432886123657, 1.0510571002960205, 1.0510063171386719, 1.0508729219436646, 1.050667643547058, 1.0480494499206543, 1.0475616455078125, 1.047253131866455, 1.0468777418136597, 1.0465295314788818, 1.0461032390594482, 1.045520544052124, 1.0455126762390137, 1.0453314781188965, 1.0432542562484741, 1.0426881313323975, 1.0422048568725586]"
182,"[1113, 1022, 1020, 554, 1036, 1018, 898, 458, 1062, 107, 1032, 362, 1714, 556, 247, 3134, 2191, 1092, 1181, 438, 1344, 1308, 3032, 2240, 341, 748, 301, 557, 1374, 1198, 1872, 365, 2515, 1023, 659, 1126, 954, 688, 303, 502, 1019, 2247, 516, 2990, 951, 1042, 9, 1342, 2488, 1043]","[0.9788150787353516, 0.9738367795944214, 0.9719242453575134, 0.970741331577301, 0.963805615901947, 0.958139181137085, 0.9580042362213135, 0.9383760094642639, 0.9334650635719299, 0.9310678243637085, 0.9289915561676025, 0.9191120862960815, 0.9182701706886292, 0.9106377363204956, 0.90630042552948, 0.9053865075111389, 0.903465986251831, 0.894278347492218, 0.893494725227356, 0.8853784799575806, 0.8853485584259033, 0.882896900177002, 0.878843367099762, 0.8727538585662842, 0.8638424277305603, 0.8631128072738647, 0.8598164319992065, 0.8588528633117676, 0.8558429479598999, 0.83806973695755, 0.8357129693031311, 0.8328797221183777, 0.8322270512580872, 0.8317932486534119, 0.828250527381897, 0.8260212540626526, 0.8232506513595581, 0.8183587193489075, 0.8181933164596558, 0.8169553875923157, 0.8169119954109192, 0.8160305023193359, 0.8084952235221863, 0.8077065348625183, 0.8061331510543823, 0.8025725483894348, 0.802007794380188, 0.8019108176231384, 0.7959232330322266, 0.7945417761802673]"
183,"[7635, 8328, 8339, 6726, 326, 7511, 7157, 8301, 7043, 8334, 8344, 8536, 6922, 3246, 6880, 6848, 8151, 8330, 6645, 6249, 6705, 7128, 8337, 7393, 5903, 8345, 8701, 3638, 6751, 7533, 8343, 8493, 7948, 8346, 8148, 8341, 8348, 7200, 5630, 7648, 9310, 7086, 4182, 8259, 9687, 7355, 482, 6876, 7399, 3211]","[1.0108133554458618, 0.9989772439002991, 0.9832439422607422, 0.9803183078765869, 0.971784770488739, 0.9716119170188904, 0.9707171320915222, 0.9701733589172363, 0.9699303507804871, 0.9644386768341064, 0.9603222608566284, 0.9586701393127441, 0.9584975242614746, 0.9508695602416992, 0.9445784687995911, 0.9391456246376038, 0.9371849298477173, 0.933425784111023, 0.9287474155426025, 0.9250640869140625, 0.924694299697876, 0.9128466248512268, 0.9122176170349121, 0.9111911654472351, 0.9086532592773438, 0.9057048559188843, 0.9048835039138794, 0.901790201663971, 0.9007303714752197, 0.9005499482154846, 0.8998023271560669, 0.8992496132850647, 0.897256076335907, 0.8953701853752136, 0.8894011378288269, 0.8846359848976135, 0.8805843591690063, 0.8758529424667358, 0.8658272624015808, 0.8654280304908752, 0.8602588772773743, 0.8602284789085388, 0.8598998785018921, 0.8595134019851685, 0.8590945601463318, 0.8580992221832275, 0.8561476469039917, 0.854868471622467, 0.8517031073570251, 0.8515748381614685]"
184,"[2436, 5094, 3304, 2671, 1470, 2039, 3577, 800, 3635, 1019, 1999, 1714, 4093, 1087, 1092, 2355, 1971, 1344, 1761, 4184, 211, 982, 1016, 897, 1942, 1765, 3032, 3349, 2889, 1647, 2490, 4829, 780, 553, 4165, 2191, 1758, 2957, 1081, 1018, 2526, 1597, 4182, 1654, 1020, 2288, 1032, 5177, 890, 1110]","[0.9216161370277405, 0.9017216563224792, 0.8939300775527954, 0.8899074792861938, 0.8840639591217041, 0.8558986783027649, 0.8458789587020874, 0.8423121571540833, 0.8415701389312744, 0.8413588404655457, 0.8402305245399475, 0.8352567553520203, 0.8298219442367554, 0.8279736042022705, 0.8262842893600464, 0.8247184753417969, 0.8241720199584961, 0.82243412733078, 0.818639874458313, 0.8103531002998352, 0.8008738160133362, 0.8000227808952332, 0.7998671531677246, 0.7995094656944275, 0.7931557893753052, 0.7862083315849304, 0.7859598994255066, 0.7855076789855957, 0.7827484607696533, 0.7817490696907043, 0.7813714146614075, 0.7788879871368408, 0.7782294154167175, 0.7775563597679138, 0.7755770087242126, 0.7744889855384827, 0.7733491659164429, 0.77196204662323, 0.7716229557991028, 0.7702902555465698, 0.7687577605247498, 0.767754852771759, 0.7673941254615784, 0.7659230828285217, 0.7646608352661133, 0.7608104944229126, 0.7597357630729675, 0.759677529335022, 0.7592521905899048, 0.7561593651771545]"
185,"[2948, 1092, 2092, 2381, 2552, 1126, 1198, 3102, 3222, 2154, 2262, 1036, 805, 3182, 2717, 2436, 2311, 458, 1344, 1020, 1170, 1999, 1134, 1080, 33, 2247, 1100, 3014, 1018, 1019, 1032, 2878, 3011, 1026, 800, 973, 1205, 1022, 3065, 2387, 1042, 951, 1707, 1184, 3635, 247, 1640, 559, 2990, 3032]","[1.153014063835144, 1.1497113704681396, 1.1364399194717407, 1.1225945949554443, 1.1083928346633911, 1.0878340005874634, 1.073408603668213, 1.0713047981262207, 1.0694845914840698, 1.0679740905761719, 1.0670859813690186, 1.0638864040374756, 1.057608723640442, 1.054282546043396, 1.0467318296432495, 1.0451630353927612, 1.0444773435592651, 1.0427850484848022, 1.0427240133285522, 1.0417790412902832, 1.034687876701355, 1.0344291925430298, 1.0337930917739868, 1.0337188243865967, 1.0325425863265991, 1.027052402496338, 1.0266344547271729, 1.0263968706130981, 1.0262947082519531, 1.0235105752944946, 1.0229711532592773, 1.0214881896972656, 1.0111799240112305, 1.0084670782089233, 1.0062822103500366, 1.0030598640441895, 1.0016976594924927, 1.001663088798523, 1.0001014471054077, 0.9988331198692322, 0.9977108836174011, 0.9928451776504517, 0.9922682046890259, 0.9912192225456238, 0.9910469055175781, 0.9897422790527344, 0.9891576170921326, 0.9885880351066589, 0.988243043422699, 0.9865544438362122]"
186,"[4797, 458, 49, 7303, 554, 4165, 5309, 5791, 3584, 5411, 4878, 1080, 1030, 2526, 46, 282, 5154, 6370, 108, 670, 3032, 4087, 240, 2562, 943, 1021, 686, 2240, 3280, 1028, 2436, 6369, 2563, 568, 279, 4621, 4829, 6254, 69, 3349, 1016, 274, 1381, 2355, 31, 107, 412, 9404, 5441, 2191]","[1.1461520195007324, 1.116028070449829, 1.099608063697815, 1.085311770439148, 1.0752753019332886, 1.0710524320602417, 1.0592906475067139, 1.0571837425231934, 1.0541666746139526, 1.0506688356399536, 1.0506025552749634, 1.045620322227478, 1.0448124408721924, 1.0445712804794312, 1.0413243770599365, 1.0377721786499023, 1.0345025062561035, 1.033958911895752, 1.0321202278137207, 1.030040979385376, 1.028692364692688, 1.0286531448364258, 1.0284961462020874, 1.0257922410964966, 1.0220869779586792, 1.019558310508728, 1.0192031860351562, 1.018668293952942, 1.0183744430541992, 1.0179420709609985, 1.017849326133728, 1.0172582864761353, 1.016735553741455, 1.0142234563827515, 1.0132368803024292, 1.010856032371521, 1.0094702243804932, 1.0084537267684937, 1.0060875415802002, 1.0056946277618408, 1.0032572746276855, 1.0004018545150757, 0.9997678995132446, 0.9957764744758606, 0.9954456090927124, 0.9949347972869873, 0.9939168095588684, 0.9936966896057129, 0.9932319521903992, 0.9916829466819763]"
187,"[4224, 795, 1100, 1091, 807, 833, 897, 890, 779, 783, 794, 1126, 1029, 1633, 784, 1110, 940, 1069, 1066, 791, 793, 1104, 798, 1899, 988, 2487, 785, 1098, 2490, 1056, 2901, 780, 835, 2003, 1952, 2262, 1780, 800, 942, 1971, 1903, 1191, 1487, 804, 734, 1074, 3102, 2386, 1034, 2049]","[0.8742898106575012, 0.8677092790603638, 0.8581597208976746, 0.8493834137916565, 0.8479098677635193, 0.8452665209770203, 0.8423619270324707, 0.8420674204826355, 0.840682864189148, 0.8269780874252319, 0.8239647746086121, 0.8172135949134827, 0.8092928528785706, 0.8053107857704163, 0.80240797996521, 0.7983354926109314, 0.7904934883117676, 0.7887375354766846, 0.7831252813339233, 0.7817441821098328, 0.781657338142395, 0.7799228429794312, 0.7796268463134766, 0.770849883556366, 0.7696537375450134, 0.7691860198974609, 0.7665359973907471, 0.7645341753959656, 0.7599759101867676, 0.7576605677604675, 0.7573431730270386, 0.7567476034164429, 0.7530938982963562, 0.7508265972137451, 0.7456946969032288, 0.7424724698066711, 0.7417320609092712, 0.7381908297538757, 0.7351524829864502, 0.7331324219703674, 0.7210081219673157, 0.7197861671447754, 0.7181822657585144, 0.7114030122756958, 0.7107536196708679, 0.7089220881462097, 0.7088595628738403, 0.7060582041740417, 0.7030037045478821, 0.6987655758857727]"
188,"[303, 502, 2191, 557, 341, 8493, 2526, 282, 7043, 4182, 5630, 4829, 247, 1714, 3032, 107, 49, 1020, 748, 3577, 2355, 1018, 1459, 5759, 46, 2436, 554, 5177, 1032, 7315, 898, 1975, 8877, 0, 1043, 888, 1016, 1113, 2898, 2233, 2696, 8701, 8536, 6418, 5094, 3635, 4093, 279, 7355, 568]","[0.8834846019744873, 0.8564299941062927, 0.8553743958473206, 0.8452357649803162, 0.8444848656654358, 0.8343517184257507, 0.8332443833351135, 0.8236264586448669, 0.8167082667350769, 0.8163827061653137, 0.8052158951759338, 0.8004170060157776, 0.7859572768211365, 0.7742152214050293, 0.768276572227478, 0.7670305371284485, 0.7664047479629517, 0.761748731136322, 0.7423710227012634, 0.7376635074615479, 0.7316959500312805, 0.7285177707672119, 0.7215504050254822, 0.7064903378486633, 0.701500415802002, 0.7005661129951477, 0.6928626894950867, 0.6886187791824341, 0.6837812066078186, 0.6805727481842041, 0.6786373853683472, 0.6785268187522888, 0.6753641963005066, 0.6701955199241638, 0.6699079871177673, 0.666081964969635, 0.6591105461120605, 0.6549652218818665, 0.6517581343650818, 0.6493089199066162, 0.6466660499572754, 0.6454296112060547, 0.6427221298217773, 0.6403142213821411, 0.6374903917312622, 0.6366621851921082, 0.6301977634429932, 0.6289460062980652, 0.619665265083313, 0.6117656826972961]"
189,"[4829, 4182, 5630, 5177, 6418, 4857, 5094, 3577, 5759, 4093, 3635, 4087, 8493, 4165, 4154, 5411, 4184, 4099, 4480, 4458, 6137, 2526, 7043, 4749, 5791, 2191, 5626, 6754, 3032, 4410, 2696, 5309, 888, 8877, 4427, 7315, 3349, 3417, 7355, 4318, 8701, 1714, 4621, 1975, 748, 6260, 2233, 7590, 2355, 3392]","[1.1070139408111572, 1.0743662118911743, 1.0735512971878052, 1.0492249727249146, 1.0287524461746216, 1.0184801816940308, 1.0182552337646484, 1.0180995464324951, 0.9957667589187622, 0.9936128258705139, 0.9843520522117615, 0.978428840637207, 0.9713147282600403, 0.9666720628738403, 0.9644136428833008, 0.9639948010444641, 0.9616713523864746, 0.9616338014602661, 0.9597599506378174, 0.9562804102897644, 0.9466087818145752, 0.9398018717765808, 0.9376247525215149, 0.9372119307518005, 0.9310760498046875, 0.9296086430549622, 0.9271640181541443, 0.9254821538925171, 0.9249194860458374, 0.9246969819068909, 0.917355477809906, 0.9077128767967224, 0.9039789438247681, 0.8988776206970215, 0.8939524292945862, 0.8935711979866028, 0.8857748508453369, 0.8845956325531006, 0.8807923197746277, 0.8799496293067932, 0.8742480874061584, 0.8712681531906128, 0.8706351518630981, 0.8703179955482483, 0.8678119778633118, 0.8649204969406128, 0.8626111745834351, 0.8559311628341675, 0.8507018089294434, 0.8473859429359436]"
190,"[285, 274, 391, 282, 16, 484, 46, 435, 251, 0, 61, 361, 20, 452, 24, 485, 5, 212, 92, 268, 322, 131, 35, 352, 49, 415, 150, 222, 38, 561, 335, 474, 252, 33, 248, 324, 279, 31, 181, 557, 530, 223, 240, 196, 233, 218, 140, 21, 213, 421]","[1.0891220569610596, 1.0342926979064941, 1.0199275016784668, 1.0100921392440796, 1.007277011871338, 1.0015554428100586, 1.0012836456298828, 0.9995714426040649, 0.9993353486061096, 0.9971024394035339, 0.9933330416679382, 0.9858866333961487, 0.9842785000801086, 0.9835733771324158, 0.9803935885429382, 0.9797960519790649, 0.979738175868988, 0.9793371558189392, 0.9772377610206604, 0.9769396781921387, 0.9760462641716003, 0.9753257632255554, 0.9743234515190125, 0.9697525501251221, 0.9695078134536743, 0.9689797163009644, 0.9677042961120605, 0.9667569994926453, 0.9650541543960571, 0.9637719988822937, 0.9629819393157959, 0.9622198343276978, 0.9613780975341797, 0.9587790966033936, 0.9515697360038757, 0.9509279727935791, 0.9508351683616638, 0.9500807523727417, 0.9500436186790466, 0.9493791460990906, 0.9489457011222839, 0.9465707540512085, 0.946064293384552, 0.9439479112625122, 0.9429389834403992, 0.9417663216590881, 0.9374614953994751, 0.9366288185119629, 0.9358665347099304, 0.9343492388725281]"
191,"[556, 365, 139, 107, 301, 438, 278, 329, 555, 154, 458, 282, 334, 341, 142, 196, 557, 9, 415, 173, 435, 218, 46, 554, 362, 314, 303, 274, 150, 240, 553, 213, 285, 559, 352, 324, 49, 349, 502, 33, 561, 391, 252, 31, 477, 38, 514, 20, 551, 452]","[0.8898056745529175, 0.8790484070777893, 0.8783202171325684, 0.8749735951423645, 0.8724852800369263, 0.8712422251701355, 0.8686593174934387, 0.8640046119689941, 0.8639273047447205, 0.8631532788276672, 0.8594930768013, 0.859154999256134, 0.8572268486022949, 0.8562068343162537, 0.8557479381561279, 0.8505603075027466, 0.8493514060974121, 0.8480750918388367, 0.8440732359886169, 0.8430995941162109, 0.8386491537094116, 0.8373705148696899, 0.8352082371711731, 0.835117518901825, 0.8331499695777893, 0.8327828049659729, 0.8300608992576599, 0.8263437151908875, 0.8242124915122986, 0.8211434483528137, 0.8176405429840088, 0.8036653995513916, 0.8017703890800476, 0.795054018497467, 0.7936416268348694, 0.7915157079696655, 0.7711557149887085, 0.768736720085144, 0.7668359279632568, 0.7562139630317688, 0.7553407549858093, 0.7487844228744507, 0.7483928203582764, 0.7470726370811462, 0.7456433773040771, 0.7426374554634094, 0.7229477763175964, 0.7226718664169312, 0.7172693610191345, 0.7119050025939941]"
