userId,itemIds,scores
156,"[2436, 1092, 1020, 2355, 1018, 247, 1016, 2191, 2526, 2290, 2281, 1714, 2716, 1032, 1019, 3032, 3185, 2240, 748, 2812, 2319, 1043, 2717, 1344, 2302, 1459, 2311, 693, 2317, 3061, 982, 1036, 1113, 1647, 898, 1999, 1975, 2296, 2163, 2229, 2131, 341, 2308, 1600, 2120, 1035, 303, 8493, 1081, 2201]","[0.8666216731071472, 0.8331760168075562, 0.8217362761497498, 0.811680018901825, 0.8072366714477539, 0.802304208278656, 0.797435998916626, 0.7959867119789124, 0.7930176854133606, 0.7930149435997009, 0.7861636281013489, 0.7805637717247009, 0.772925853729248, 0.7703700661659241, 0.7666606307029724, 0.7627204060554504, 0.7438668608665466, 0.7416591048240662, 0.7226372361183167, 0.7174395322799683, 0.7151499390602112, 0.7149381637573242, 0.7129805088043213, 0.710938036441803, 0.7108302116394043, 0.7043224573135376, 0.7006769776344299, 0.6976345777511597, 0.6891191601753235, 0.6877852082252502, 0.6819955706596375, 0.6656095385551453, 0.6570946574211121, 0.6542211174964905, 0.6462166905403137, 0.6434695720672607, 0.6369495391845703, 0.6350265741348267, 0.628574013710022, 0.6271033883094788, 0.6269173622131348, 0.6266428828239441, 0.626266360282898, 0.6260307431221008, 0.6230742335319519, 0.6215965151786804, 0.6125122904777527, 0.6109331846237183, 0.6075851917266846, 0.6046935319900513]"
157,"[312, 2318, 5154, 2415, 2815, 733, 2248, 1159, 2450, 947, 8442, 5100, 2192, 8140, 5519, 7845, 181, 2516, 5829, 1789, 1219, 1135, 8959, 1819, 104, 744, 1009, 2878, 2303, 1765, 695, 8153, 1189, 1161, 2381, 2960, 1053, 28, 2395, 2569, 1820, 2356, 575, 1107, 1653, 3418, 2458, 613, 1180, 883]","[0.8413897752761841, 0.8337519764900208, 0.8313457369804382, 0.8138267993927002, 0.7919986248016357, 0.7898160815238953, 0.7859652638435364, 0.7834487557411194, 0.7703116536140442, 0.7620306015014648, 0.7599964737892151, 0.7469440698623657, 0.7291046380996704, 0.7035868763923645, 0.7018483877182007, 0.6969507336616516, 0.6949286460876465, 0.6864604353904724, 0.6733551025390625, 0.6638081669807434, 0.6590355634689331, 0.6333324909210205, 0.5950888991355896, 0.588977038860321, 0.5856395363807678, 0.5854610800743103, 0.5817033052444458, 0.5813398361206055, 0.5805408954620361, 0.5688615441322327, 0.5526720881462097, 0.5526599884033203, 0.5481495261192322, 0.5458823442459106, 0.5402457118034363, 0.5378737449645996, 0.5351877808570862, 0.532539427280426, 0.5274065136909485, 0.5204393863677979, 0.5179071426391602, 0.5138853788375854, 0.5129712820053101, 0.511816143989563, 0.5079396963119507, 0.5064094662666321, 0.5045037865638733, 0.5038802027702332, 0.5010952353477478, 0.48678383231163025]"
158,"[341, 5447, 4154, 0, 6705, 1459, 557, 303, 5094, 502, 6182, 1470, 6210, 282, 1440, 7136, 8493, 5177, 7043, 561, 9352, 1129, 7996, 1068, 7399, 9659, 3638, 4373, 1087, 9550, 2898, 6726, 5630, 4857, 2067, 8877, 6418, 5810, 3635, 7157, 2627, 6137, 2696, 139, 3038, 4093, 3572, 2273, 352, 6155]","[1.1021478176116943, 1.0922622680664062, 1.0791800022125244, 1.0710796117782593, 1.0588656663894653, 1.0452921390533447, 1.0422838926315308, 1.0403980016708374, 1.0385633707046509, 1.037131905555725, 1.0093764066696167, 1.0042219161987305, 1.001896619796753, 0.9959666728973389, 0.994304358959198, 0.9906622171401978, 0.9898961186408997, 0.987932562828064, 0.9865779280662537, 0.9844931960105896, 0.973564088344574, 0.9676804542541504, 0.9627853631973267, 0.9622241854667664, 0.9584970474243164, 0.9580671787261963, 0.957136332988739, 0.9540430903434753, 0.9510211944580078, 0.9491411447525024, 0.9482169151306152, 0.9461368918418884, 0.9459468126296997, 0.9425299167633057, 0.9404121041297913, 0.9396093487739563, 0.9393463134765625, 0.9391611814498901, 0.9389079213142395, 0.9360437989234924, 0.9351065754890442, 0.931226372718811, 0.9306961297988892, 0.9295306205749512, 0.9294740557670593, 0.9268076419830322, 0.9255506992340088, 0.9252178072929382, 0.9249867796897888, 0.9247118830680847]"
159,"[69, 1071, 1028, 423, 2288, 161, 1579, 211, 3373, 1984, 2804, 1403, 1381, 1277, 1640, 2889, 570, 2296, 355, 2092, 1765, 353, 3349, 596, 1266, 1087, 2814, 2436, 338, 2517, 554, 2718, 1134, 2550, 2039, 159, 1846, 801, 1528, 1448, 2957, 279, 1871, 1092, 1018, 800, 349, 3184, 2918, 134]","[1.3318427801132202, 1.3066670894622803, 1.2418525218963623, 1.2399721145629883, 1.2212907075881958, 1.2154451608657837, 1.2066938877105713, 1.2041929960250854, 1.2038142681121826, 1.1946579217910767, 1.1894795894622803, 1.186588168144226, 1.1837857961654663, 1.1794276237487793, 1.1730700731277466, 1.1708260774612427, 1.1670771837234497, 1.162781834602356, 1.1577693223953247, 1.1548291444778442, 1.15143620967865, 1.138964295387268, 1.1354258060455322, 1.1309527158737183, 1.1269513368606567, 1.1260234117507935, 1.1170793771743774, 1.1002564430236816, 1.0939685106277466, 1.0911027193069458, 1.0808186531066895, 1.0788898468017578, 1.0752646923065186, 1.0719430446624756, 1.069251537322998, 1.0678458213806152, 1.0676279067993164, 1.0629252195358276, 1.0629018545150757, 1.061559796333313, 1.0595873594284058, 1.0585993528366089, 1.05638587474823, 1.0542268753051758, 1.0526301860809326, 1.0524659156799316, 1.0524011850357056, 1.051331639289856, 1.0498610734939575, 1.048435926437378]"
160,"[667, 988, 559, 1704, 1824, 890, 897, 1045, 1100, 793, 2878, 947, 1760, 1056, 884, 4351, 1087, 553, 780, 2957, 38, 239, 560, 1820, 2229, 2067, 3182, 648, 1780, 3843, 1019, 933, 365, 1758, 1903, 795, 2909, 2490, 47, 1597, 558, 3011, 1064, 329, 4171, 3413, 526, 0, 2745, 1765]","[0.9599120616912842, 0.9423317313194275, 0.8952560424804688, 0.8864175081253052, 0.8770150542259216, 0.8748835921287537, 0.867339551448822, 0.8432750105857849, 0.841990053653717, 0.840228259563446, 0.8392269611358643, 0.8345481753349304, 0.8257408142089844, 0.808530330657959, 0.8062241673469543, 0.8021470308303833, 0.7999264001846313, 0.7994204759597778, 0.7978078722953796, 0.7951332330703735, 0.7924179434776306, 0.7919324636459351, 0.788705587387085, 0.7876743674278259, 0.7850841283798218, 0.7827762365341187, 0.7749882936477661, 0.7704337239265442, 0.7682709097862244, 0.7664794921875, 0.7596797347068787, 0.7576348781585693, 0.7548418045043945, 0.7469622492790222, 0.7465168237686157, 0.7370519042015076, 0.7359486818313599, 0.7330883741378784, 0.7318612337112427, 0.7310322523117065, 0.7309421896934509, 0.7295612096786499, 0.729394793510437, 0.7288429141044617, 0.7235222458839417, 0.7207909822463989, 0.7200770378112793, 0.718942403793335, 0.718900740146637, 0.7174960374832153]"
161,"[557, 282, 303, 107, 341, 502, 49, 46, 554, 555, 252, 438, 458, 61, 142, 139, 31, 131, 150, 334, 552, 324, 485, 35, 329, 514, 561, 20, 596, 240, 335, 16, 154, 285, 278, 352, 213, 274, 173, 10, 484, 248, 314, 223, 365, 38, 421, 157, 322, 435]","[1.009539246559143, 0.9897691607475281, 0.9836133718490601, 0.9830173850059509, 0.9710580110549927, 0.969542920589447, 0.9675350785255432, 0.965394139289856, 0.9636378884315491, 0.9629995226860046, 0.9522947669029236, 0.9519748687744141, 0.947597086429596, 0.944256603717804, 0.942318856716156, 0.9415939450263977, 0.9409547448158264, 0.9394848942756653, 0.9384034276008606, 0.9355284571647644, 0.9354039430618286, 0.9320226907730103, 0.9263347387313843, 0.9223556518554688, 0.9197183847427368, 0.9194409251213074, 0.91889488697052, 0.9172680377960205, 0.9163161516189575, 0.9161858558654785, 0.9090352058410645, 0.9038643836975098, 0.9006725549697876, 0.8992432355880737, 0.8987964391708374, 0.8974965214729309, 0.8962116241455078, 0.8946260809898376, 0.8941288590431213, 0.894095242023468, 0.8929057717323303, 0.892733633518219, 0.8918810486793518, 0.8913940191268921, 0.8904362916946411, 0.8892005681991577, 0.8876760601997375, 0.8870154023170471, 0.8857516050338745, 0.8837476372718811]"
162,"[1217, 1470, 1487, 1434, 1277, 1381, 1513, 1378, 1361, 1459, 1471, 1531, 1352, 1466, 1300, 1462, 1171, 1350, 1389, 1473, 1384, 1372, 1552, 1245, 1440, 3184, 1172, 2039, 1271, 2290, 1536, 1997, 1540, 1430, 1942, 1445, 1688, 1104, 1968, 1451, 1275, 1606, 1006, 1279, 1928, 1374, 1404, 2050, 2611, 1338]","[0.8677051067352295, 0.8405375480651855, 0.8167188167572021, 0.8079932928085327, 0.797195553779602, 0.7906002402305603, 0.765181303024292, 0.7571541666984558, 0.7531887888908386, 0.7508953213691711, 0.7488269805908203, 0.7226433753967285, 0.7202580571174622, 0.712652862071991, 0.707534670829773, 0.706496000289917, 0.6809844970703125, 0.6752247214317322, 0.6697742342948914, 0.6605437994003296, 0.6374252438545227, 0.6306591629981995, 0.6258816719055176, 0.6242611408233643, 0.6107892394065857, 0.5952026844024658, 0.5928654074668884, 0.5815125703811646, 0.5788834691047668, 0.5655466914176941, 0.5595763325691223, 0.5567825436592102, 0.554492175579071, 0.5525922179222107, 0.5507625341415405, 0.5486488342285156, 0.543791651725769, 0.5428714156150818, 0.5204118490219116, 0.5183117389678955, 0.5178472399711609, 0.5162675380706787, 0.5151352882385254, 0.5143598914146423, 0.509371817111969, 0.5078441500663757, 0.5053575038909912, 0.5046082735061646, 0.5032286643981934, 0.5019934773445129]"
163,"[1032, 247, 1062, 1113, 554, 1022, 458, 1020, 898, 596, 1344, 2191, 1018, 1714, 3032, 107, 1170, 362, 748, 1092, 954, 951, 438, 556, 2240, 2247, 557, 341, 688, 1036, 1795, 1308, 1470, 3222, 1342, 1181, 3392, 1846, 2990, 555, 303, 154, 1016, 1043, 2436, 1374, 1647, 301, 365, 908]","[0.9645102620124817, 0.9629474878311157, 0.9624102115631104, 0.948541522026062, 0.9461711645126343, 0.9418169260025024, 0.9333701729774475, 0.9251545071601868, 0.9204262495040894, 0.9169367551803589, 0.9136510491371155, 0.9077713489532471, 0.9044312238693237, 0.897799015045166, 0.8953035473823547, 0.8932464122772217, 0.8904089331626892, 0.8883174657821655, 0.8812646865844727, 0.8805321455001831, 0.873343825340271, 0.8701281547546387, 0.869414746761322, 0.865886390209198, 0.8636797070503235, 0.8629277348518372, 0.8593909740447998, 0.8555529713630676, 0.8507447838783264, 0.8407790660858154, 0.8374168276786804, 0.8345650434494019, 0.8336028456687927, 0.8327966332435608, 0.8321712613105774, 0.8320774435997009, 0.8255689740180969, 0.8159642815589905, 0.8155636191368103, 0.801827073097229, 0.7991580367088318, 0.7869657278060913, 0.782066822052002, 0.7779515385627747, 0.771950364112854, 0.7540808320045471, 0.7489510178565979, 0.7423422932624817, 0.7422119379043579, 0.7370395660400391]"
164,"[1714, 1032, 4427, 748, 1020, 3392, 4515, 4480, 1018, 247, 898, 4410, 4829, 107, 2191, 1872, 1113, 3471, 4182, 4318, 4833, 5084, 4184, 1470, 1092, 4797, 2240, 1043, 4499, 362, 4154, 4458, 1344, 458, 4531, 3348, 3032, 4373, 4426, 4859, 5759, 1126, 4624, 279, 3349, 4857, 1705, 4774, 4965, 2436]","[0.9949999451637268, 0.9913691878318787, 0.9790084958076477, 0.9772834777832031, 0.9730356335639954, 0.9719544053077698, 0.9639692306518555, 0.9625475406646729, 0.9531829357147217, 0.9439377188682556, 0.9412220120429993, 0.9287739992141724, 0.9268057942390442, 0.9204817414283752, 0.9108827114105225, 0.9079669713973999, 0.9073365926742554, 0.9069069027900696, 0.9065251350402832, 0.9048866629600525, 0.8961352705955505, 0.8949788808822632, 0.8940004110336304, 0.8934694528579712, 0.8916462659835815, 0.8871867060661316, 0.8851603269577026, 0.8843117952346802, 0.8834667205810547, 0.8815306425094604, 0.8777294754981995, 0.8765804171562195, 0.869769811630249, 0.8617106080055237, 0.8605431914329529, 0.8596411943435669, 0.8590171337127686, 0.8559102416038513, 0.8546897172927856, 0.8502808809280396, 0.8475131988525391, 0.8456882238388062, 0.8443377017974854, 0.8402993679046631, 0.8396808505058289, 0.8395733833312988, 0.8353412747383118, 0.8344253301620483, 0.8337120413780212, 0.8327062726020813]"
165,"[943, 5411, 46, 3577, 5084, 934, 554, 1795, 5791, 1412, 6260, 1381, 6370, 1080, 6418, 1852, 9693, 4829, 1028, 1975, 49, 3392, 5177, 3635, 6754, 2191, 5063, 282, 279, 5630, 1605, 4165, 1654, 1517, 686, 1308, 458, 4621, 1113, 1470, 1611, 31, 3421, 568, 1062, 651, 5094, 1459, 349, 4182]","[1.126771092414856, 1.0895187854766846, 1.0879813432693481, 1.0784515142440796, 1.0760663747787476, 1.075134515762329, 1.0724117755889893, 1.0659031867980957, 1.0657583475112915, 1.0634088516235352, 1.0632784366607666, 1.0616730451583862, 1.059679627418518, 1.0567373037338257, 1.0549356937408447, 1.0529102087020874, 1.0522011518478394, 1.0513397455215454, 1.051226258277893, 1.0506452322006226, 1.048298954963684, 1.0457483530044556, 1.0443699359893799, 1.0433093309402466, 1.0420725345611572, 1.039220929145813, 1.038501262664795, 1.0340287685394287, 1.0334566831588745, 1.031294822692871, 1.0303972959518433, 1.0280585289001465, 1.027367353439331, 1.0246280431747437, 1.0238933563232422, 1.023699164390564, 1.0234640836715698, 1.0218935012817383, 1.0216376781463623, 1.020745873451233, 1.0198148488998413, 1.0176594257354736, 1.0148698091506958, 1.0140233039855957, 1.0135903358459473, 1.0134730339050293, 1.0120491981506348, 1.0107120275497437, 1.0092774629592896, 1.0078771114349365]"
166,"[1999, 2490, 982, 4458, 553, 3421, 3577, 1654, 6418, 2131, 303, 477, 2611, 951, 1019, 6260, 341, 5094, 502, 1852, 1047, 349, 2696, 3635, 4480, 3843, 101, 6137, 4093, 211, 2901, 3182, 5371, 1479, 1092, 5177, 4654, 282, 4410, 5630, 1081, 5759, 1302, 6754, 988, 1308, 4182, 1113, 888, 2387]","[1.1750444173812866, 1.1729609966278076, 1.120153784751892, 1.107279658317566, 1.1013357639312744, 1.0961525440216064, 1.0827189683914185, 1.0590821504592896, 1.058988094329834, 1.054131269454956, 1.0533369779586792, 1.0515458583831787, 1.0489041805267334, 1.047563076019287, 1.045609474182129, 1.0414882898330688, 1.0395827293395996, 1.03854501247406, 1.0378602743148804, 1.0342909097671509, 1.0308581590652466, 1.0290018320083618, 1.0277169942855835, 1.0231069326400757, 1.022591471672058, 1.0202302932739258, 1.0174362659454346, 1.0171449184417725, 1.0161776542663574, 1.0160043239593506, 1.0124982595443726, 1.0116806030273438, 1.0108697414398193, 1.010819911956787, 1.0084906816482544, 1.0077277421951294, 1.0070765018463135, 1.0061612129211426, 1.0051523447036743, 1.0042089223861694, 1.0037962198257446, 1.0035104751586914, 1.0016988515853882, 1.0012305974960327, 1.0011659860610962, 1.0001258850097656, 0.9996960759162903, 0.9993136525154114, 0.995882511138916, 0.993949294090271]"
167,"[785, 670, 108, 1072, 1098, 1074, 49, 1025, 789, 833, 793, 1056, 784, 794, 1043, 1030, 1016, 943, 502, 4878, 1086, 1035, 1029, 1047, 1023, 667, 2436, 1381, 1041, 6807, 988, 1126, 282, 998, 748, 2941, 804, 1091, 1085, 1705, 1044, 1186, 805, 3349, 1028, 3112, 46, 1459, 568, 1031]","[1.1739978790283203, 1.0689016580581665, 1.0578606128692627, 1.0443793535232544, 1.0311121940612793, 1.0265002250671387, 1.022352695465088, 1.0181735754013062, 1.0167564153671265, 1.0167230367660522, 1.0163167715072632, 1.011601448059082, 1.0000642538070679, 0.9922803044319153, 0.9852313995361328, 0.983059823513031, 0.9716841578483582, 0.9647352695465088, 0.9637672305107117, 0.9581144452095032, 0.9511888027191162, 0.9499228596687317, 0.9497537016868591, 0.9490197896957397, 0.9479643702507019, 0.945828378200531, 0.9456663727760315, 0.9451107382774353, 0.9383805394172668, 0.9339179992675781, 0.932097852230072, 0.9315237998962402, 0.9280489087104797, 0.9222304821014404, 0.9208770394325256, 0.9178009629249573, 0.9146226048469543, 0.913006603717804, 0.9080995321273804, 0.9045707583427429, 0.9042816162109375, 0.9042389392852783, 0.9030529856681824, 0.898841917514801, 0.8917036652565002, 0.8913379311561584, 0.8899502158164978, 0.8809191584587097, 0.8791672587394714, 0.8789095878601074]"
168,"[1999, 31, 4041, 3749, 1605, 4196, 688, 2717, 0, 3630, 662, 526, 692, 2131, 553, 1344, 1032, 61, 302, 897, 3367, 349, 33, 458, 2889, 1092, 1204, 3413, 365, 559, 2319, 1760, 1302, 2281, 659, 4410, 4859, 3635, 1737, 942, 4480, 4426, 139, 3417, 2901, 101, 4154, 1110, 4654, 951]","[1.2741916179656982, 1.1591085195541382, 1.1500192880630493, 1.1480424404144287, 1.1477752923965454, 1.1249037981033325, 1.1196662187576294, 1.1062428951263428, 1.104880452156067, 1.0960687398910522, 1.0906280279159546, 1.0830498933792114, 1.0766799449920654, 1.070495843887329, 1.067270040512085, 1.056141972541809, 1.0542619228363037, 1.0537582635879517, 1.0530056953430176, 1.051608920097351, 1.0510554313659668, 1.049957513809204, 1.0499221086502075, 1.0480045080184937, 1.0473885536193848, 1.046837568283081, 1.0467684268951416, 1.0464990139007568, 1.044748067855835, 1.0392725467681885, 1.0374133586883545, 1.0339998006820679, 1.02994704246521, 1.0280354022979736, 1.0265063047409058, 1.0252628326416016, 1.025039553642273, 1.0205767154693604, 1.0202221870422363, 1.017342448234558, 1.0173263549804688, 1.0146197080612183, 1.0145213603973389, 1.0140635967254639, 1.013344645500183, 1.0108821392059326, 1.0083835124969482, 1.0066875219345093, 1.0060588121414185, 1.0043251514434814]"
169,"[334, 218, 142, 329, 553, 365, 458, 150, 557, 559, 173, 324, 278, 477, 555, 9, 556, 196, 301, 341, 362, 252, 282, 303, 240, 213, 349, 415, 514, 154, 552, 435, 551, 438, 107, 139, 352, 38, 561, 554, 314, 46, 391, 302, 33, 413, 502, 274, 421, 20]","[0.9949759840965271, 0.993880033493042, 0.9899296164512634, 0.9880334138870239, 0.9857531785964966, 0.9836451411247253, 0.9795883893966675, 0.977915346622467, 0.9774774312973022, 0.9743297100067139, 0.97414630651474, 0.9739612936973572, 0.971670925617218, 0.9694118499755859, 0.9686605930328369, 0.9668787121772766, 0.9664202332496643, 0.9632924199104309, 0.9619059562683105, 0.9617510437965393, 0.9601750373840332, 0.9599462747573853, 0.9599078893661499, 0.9574015736579895, 0.9560487270355225, 0.953964352607727, 0.9527554512023926, 0.9527536034584045, 0.9515058398246765, 0.9504693746566772, 0.9494321942329407, 0.9489781260490417, 0.9486094117164612, 0.9485064148902893, 0.9483867287635803, 0.946126401424408, 0.9450715184211731, 0.9409013986587524, 0.9406808614730835, 0.9360949993133545, 0.93308424949646, 0.9282296299934387, 0.9275050759315491, 0.9198596477508545, 0.9188426733016968, 0.9136000871658325, 0.9126778244972229, 0.9111291170120239, 0.908380925655365, 0.9077813029289246]"
170,"[568, 0, 31, 247, 930, 1032, 688, 793, 898, 57, 16, 6, 5, 24, 502, 553, 438, 49, 596, 557, 341, 303, 1018, 38, 458, 686, 46, 28, 667, 1047, 282, 707, 554, 107, 692, 352, 1020, 748, 139, 558, 35, 604, 526, 33, 696, 556, 1126, 1087, 1092, 211]","[1.185176134109497, 1.0834999084472656, 1.0724897384643555, 1.0690001249313354, 1.0578216314315796, 1.035309910774231, 1.0347641706466675, 1.0226662158966064, 1.0210169553756714, 1.0161497592926025, 1.0146831274032593, 1.007387638092041, 0.9961548447608948, 0.9935271739959717, 0.9923819303512573, 0.9921719431877136, 0.978980302810669, 0.9785479307174683, 0.9782735109329224, 0.9755693078041077, 0.9736180305480957, 0.9659408926963806, 0.9628843665122986, 0.9503097534179688, 0.9476423263549805, 0.9455617666244507, 0.9454968571662903, 0.9451887607574463, 0.9446812272071838, 0.9440943598747253, 0.942486047744751, 0.9355130195617676, 0.9338022470474243, 0.9336035251617432, 0.9311189651489258, 0.9304012656211853, 0.9292015433311462, 0.9233307242393494, 0.9197863340377808, 0.9188555479049683, 0.9182630777359009, 0.9156466722488403, 0.9150413870811462, 0.9131038188934326, 0.9120233058929443, 0.9105202555656433, 0.9104148745536804, 0.910358726978302, 0.9098592400550842, 0.9094532132148743]"
171,"[2191, 341, 247, 303, 502, 557, 1018, 1020, 2526, 1032, 282, 2355, 1019, 2436, 898, 1714, 3032, 1092, 107, 748, 1113, 49, 1022, 46, 554, 1036, 1016, 1344, 458, 2240, 4182, 1043, 1062, 3222, 555, 2248, 982, 3577, 1161, 4829, 5630, 1459, 971, 2644, 5759, 0, 604, 1691, 888, 2318]","[0.9378658533096313, 0.933971107006073, 0.9254929423332214, 0.9209951758384705, 0.9145828485488892, 0.9047190546989441, 0.9004842638969421, 0.8978866934776306, 0.8910079002380371, 0.8781153559684753, 0.8778068423271179, 0.8750892281532288, 0.8746520280838013, 0.8708438277244568, 0.8680668473243713, 0.8638499975204468, 0.8598904013633728, 0.8571195602416992, 0.8441437482833862, 0.8356234431266785, 0.821140468120575, 0.8208116292953491, 0.8119613528251648, 0.8033977150917053, 0.8011133074760437, 0.794797956943512, 0.788836658000946, 0.7853338718414307, 0.7830747961997986, 0.7665598392486572, 0.7660056948661804, 0.7642523050308228, 0.7606911659240723, 0.7478070259094238, 0.7455417513847351, 0.7439355254173279, 0.7373031377792358, 0.734017550945282, 0.7176340222358704, 0.7137135863304138, 0.7121231555938721, 0.7115238904953003, 0.7113683223724365, 0.7099395990371704, 0.7031075358390808, 0.6958320736885071, 0.693516731262207, 0.6778680682182312, 0.6738376021385193, 0.6737476587295532]"
172,"[139, 218, 329, 142, 365, 553, 555, 556, 458, 341, 438, 352, 314, 557, 107, 9, 154, 173, 282, 559, 362, 324, 301, 196, 33, 349, 303, 477, 278, 150, 561, 240, 554, 46, 415, 334, 31, 38, 435, 0, 274, 285, 552, 391, 514, 551, 596, 49, 502, 20]","[0.9594957828521729, 0.9520212411880493, 0.9515911340713501, 0.9452080726623535, 0.9422881007194519, 0.9395014643669128, 0.9386328458786011, 0.9380118250846863, 0.9358327388763428, 0.9294307827949524, 0.9282828569412231, 0.9248304963111877, 0.9221007227897644, 0.9215268492698669, 0.9191882610321045, 0.9180235266685486, 0.9124707579612732, 0.9124184250831604, 0.9056703448295593, 0.9035388827323914, 0.9001179337501526, 0.8994511961936951, 0.8959041833877563, 0.8957305550575256, 0.8934412598609924, 0.8932509422302246, 0.8885692954063416, 0.8883475661277771, 0.8878986835479736, 0.8872931599617004, 0.8866890668869019, 0.88377845287323, 0.8818344473838806, 0.8806428909301758, 0.876215398311615, 0.8726273775100708, 0.8615129590034485, 0.8566772937774658, 0.8543973565101624, 0.8510665893554688, 0.8498082160949707, 0.8479424715042114, 0.8478494882583618, 0.8337417840957642, 0.8267933130264282, 0.8267687559127808, 0.8225671052932739, 0.8223738670349121, 0.8004708886146545, 0.7991883158683777]"
173,"[139, 301, 365, 278, 173, 334, 142, 556, 438, 555, 196, 150, 314, 329, 218, 415, 213, 240, 107, 154, 282, 252, 9, 553, 324, 352, 557, 554, 458, 341, 274, 362, 303, 38, 514, 349, 559, 561, 552, 435, 33, 46, 477, 285, 20, 149, 551, 302, 413, 421]","[1.0294370651245117, 1.0288575887680054, 1.024919867515564, 1.0215314626693726, 1.0165563821792603, 1.014746069908142, 1.0144859552383423, 1.0143406391143799, 1.011467456817627, 1.0096982717514038, 1.007361888885498, 1.0059765577316284, 1.0016436576843262, 0.9965746998786926, 0.9954933524131775, 0.994014322757721, 0.9904894828796387, 0.9897263646125793, 0.9889944791793823, 0.9884452819824219, 0.9877440333366394, 0.9872040748596191, 0.9846796989440918, 0.9845268726348877, 0.984110951423645, 0.9832813143730164, 0.9817258715629578, 0.9811803698539734, 0.9791919589042664, 0.9779490828514099, 0.9760837554931641, 0.9748066067695618, 0.9710770845413208, 0.9696584343910217, 0.969577968120575, 0.9656255841255188, 0.9652358889579773, 0.9647507667541504, 0.964250922203064, 0.9616472721099854, 0.9574756622314453, 0.9569905400276184, 0.9476170539855957, 0.9455851316452026, 0.942931592464447, 0.9363937973976135, 0.9351099729537964, 0.9337149858474731, 0.9336512684822083, 0.9285314679145813]"
174,"[613, 8299, 3367, 6991, 1950, 506, 3220, 7165, 960, 9636, 5272, 4453, 364, 6713, 6133, 8428, 6815, 4623, 6380, 2151, 7841, 6397, 2450, 7140, 59, 2857, 2282, 798, 3198, 4821, 2533, 3899, 500, 3418, 1335, 780, 1422, 3369, 5519, 691, 4733, 2619, 8947, 7180, 2212, 3254, 1159, 9212, 2073, 4845]","[0.7864294648170471, 0.7635818719863892, 0.7584403157234192, 0.7577226161956787, 0.7470935583114624, 0.7448014616966248, 0.6905503869056702, 0.6809455752372742, 0.6735326051712036, 0.6628982424736023, 0.6505712866783142, 0.6467962265014648, 0.6391879916191101, 0.6390693783760071, 0.6202617287635803, 0.6121760010719299, 0.6005656123161316, 0.5945057272911072, 0.594499945640564, 0.5943637490272522, 0.48715639114379883, 0.4775639772415161, 0.4616992175579071, 0.4474020004272461, 0.4390749931335449, 0.43752744793891907, 0.435332328081131, 0.42938461899757385, 0.42849308252334595, 0.4278874695301056, 0.42751365900039673, 0.42033326625823975, 0.4100011885166168, 0.4095693826675415, 0.4067317843437195, 0.4027009606361389, 0.39736732840538025, 0.39339104294776917, 0.39215099811553955, 0.3906441330909729, 0.387318879365921, 0.38293078541755676, 0.38274553418159485, 0.38219153881073, 0.3796750605106354, 0.37933269143104553, 0.379019558429718, 0.37256714701652527, 0.3670632243156433, 0.3658362627029419]"
175,"[301, 556, 365, 9, 139, 555, 438, 334, 341, 107, 303, 554, 458, 142, 278, 282, 314, 557, 362, 154, 553, 415, 173, 240, 46, 196, 218, 329, 150, 352, 349, 435, 274, 559, 33, 324, 502, 285, 49, 20, 514, 477, 213, 38, 31, 561, 551, 552, 596, 0]","[0.9845767617225647, 0.9821927547454834, 0.9819122552871704, 0.9742744565010071, 0.9732415080070496, 0.9686733484268188, 0.9679052233695984, 0.9667887091636658, 0.9623816609382629, 0.961807131767273, 0.9583867788314819, 0.9561785459518433, 0.9550444483757019, 0.9528794884681702, 0.9519790410995483, 0.9490689039230347, 0.9488248825073242, 0.9481012225151062, 0.9421343207359314, 0.9388278126716614, 0.9367746114730835, 0.9355942010879517, 0.9287969470024109, 0.9285169243812561, 0.9269196391105652, 0.92343670129776, 0.9179145693778992, 0.91529780626297, 0.9074270725250244, 0.9047139883041382, 0.9026573300361633, 0.8979737162590027, 0.897803544998169, 0.8970298767089844, 0.8952856063842773, 0.890181303024292, 0.8851548433303833, 0.8829291462898254, 0.8756009340286255, 0.8734217882156372, 0.8680621981620789, 0.8643054962158203, 0.8586745858192444, 0.8563132286071777, 0.8506499528884888, 0.8501138091087341, 0.8450886011123657, 0.8439798951148987, 0.8378286957740784, 0.829463005065918]"
