,top-100 itemIds,top-100 scores
310,"[1197, 2571, 260, 2858, 1196, 2628, 2396, 1270, 2716, 1136, 1968, 1580, 919, 1307, 1923, 1721, 1265, 1617, 1210, 1784, 858, 1288, 1097, 2997, 1, 2762, 1387, 2987, 1584, 296, 2321, 2028, 356, 1234, 593, 924, 3897, 318, 480, 608, 3175, 50, 2918, 1610, 541, 1193, 912, 3793, 1208, 780, 1682, 1206, 1220, 2302, 1961, 1500, 1641, 3578, 1704, 527, 1393, 1259, 1240, 1214, 2791, 3481, 2599, 4027, 1258, 110, 1302, 2174, 1079, 1225, 1073, 3052, 1221, 1028, 953, 2706, 903, 3471, 1653, 1276, 2395, 2115, 1407, 923, 3421, 32, 1222, 2959, 1282, 597, 2100, 4226, 1200, 150, 3114, 4034]","[4.0237226, 4.0226755, 3.9782, 3.942577, 3.907763, 3.8909302, 3.8502455, 3.8416967, 3.8276744, 3.8088293, 3.787793, 3.7801871, 3.7645576, 3.7451022, 3.7425084, 3.7248082, 3.7240734, 3.7226362, 3.7226155, 3.6727622, 3.6686711, 3.6630502, 3.6589665, 3.657093, 3.6488428, 3.6314354, 3.6214538, 3.620796, 3.6132936, 3.600257, 3.5945923, 3.593375, 3.5929, 3.5858567, 3.580293, 3.5413754, 3.540805, 3.5401785, 3.5383396, 3.528763, 3.5183098, 3.5150166, 3.512415, 3.50953, 3.5036836, 3.490736, 3.4879797, 3.4857488, 3.4776123, 3.4658132, 3.4635222, 3.462815, 3.456238, 3.4521158, 3.4501314, 3.4464889, 3.4374804, 3.4275703, 3.4097118, 3.4096437, 3.4065409, 3.406454, 3.3956573, 3.3910277, 3.3844845, 3.378865, 3.3777328, 3.3695402, 3.3679812, 3.3590784, 3.3577895, 3.3514225, 3.3466597, 3.3445573, 3.3441625, 3.342679, 3.3339202, 3.3312378, 3.3265638, 3.323709, 3.3236217, 3.3200753, 3.316711, 3.3102655, 3.2995777, 3.2933676, 3.2905178, 3.2899046, 3.2883646, 3.2845726, 3.2839718, 3.2835603, 3.2768102, 3.2743392, 3.268412, 3.2662098, 3.2608743, 3.2512722, 3.2428892, 3.2403097]"
311,"[2571, 260, 2858, 1196, 1197, 1270, 1210, 1198, 1721, 296, 2628, 780, 1923, 356, 1, 593, 480, 1580, 858, 318, 2716, 2762, 2683, 2028, 1214, 1136, 1265, 1097, 3793, 2396, 3578, 2987, 1968, 527, 110, 50, 648, 1240, 1036, 2959, 4226, 1784, 4306, 1073, 1961, 1682, 1291, 919, 608, 2997, 1307, 1387, 1617, 541, 2115, 4993, 5349, 32, 1704, 1206, 1193, 1527, 3897, 589, 1610, 457, 1221, 150, 1917, 912, 733, 924, 1393, 1200, 1222, 2502, 377, 1101, 2706, 1213, 2321, 2791, 2918, 1288, 3052, 1584, 5445, 2657, 47, 1259, 1653, 588, 736, 3114, 2329, 750, 4027, 6377, 5952, 4995]","[4.5222034, 4.468843, 4.4275403, 4.341118, 4.324693, 4.3099194, 4.2855587, 4.2438617, 4.209957, 4.187605, 4.170389, 4.1285644, 4.107897, 4.092301, 4.080738, 4.0788665, 4.0695667, 4.0630846, 4.0604925, 4.0462513, 4.0422654, 4.039015, 4.022987, 4.0035834, 3.9952059, 3.9945269, 3.9916177, 3.980962, 3.97841, 3.9657695, 3.9531224, 3.9429102, 3.9108524, 3.900592, 3.9000793, 3.899714, 3.8973758, 3.880301, 3.8750727, 3.8656235, 3.8634892, 3.8459988, 3.838096, 3.8313708, 3.82541, 3.8168745, 3.8137116, 3.8068361, 3.8017602, 3.7935658, 3.7885294, 3.783964, 3.7833617, 3.782178, 3.7724395, 3.7669196, 3.7661128, 3.7588408, 3.7456586, 3.7376974, 3.7347581, 3.7188437, 3.7113285, 3.7061663, 3.7030709, 3.6997187, 3.6991115, 3.696798, 3.693527, 3.6862428, 3.6819758, 3.6815276, 3.6793485, 3.6775117, 3.6762314, 3.671811, 3.6682074, 3.6583846, 3.6559055, 3.655633, 3.641637, 3.631721, 3.6205943, 3.619073, 3.6081634, 3.599901, 3.5969644, 3.5948474, 3.587527, 3.5840547, 3.574557, 3.5734887, 3.5679505, 3.5627592, 3.5620854, 3.550611, 3.5430539, 3.5365834, 3.532093, 3.5215092]"
312,"[2858, 1213, 1198, 2762, 1291, 2115, 1610, 858, 1210, 1270, 1221, 2797, 1258, 1136, 1968, 3578, 2987, 923, 2997, 2194, 2000, 1653, 2791, 1197, 2918, 1580, 1527, 3996, 2959, 1923, 1193, 1394, 2455, 1625, 1954, 2302, 1732, 2542, 1101, 296, 2502, 1961, 1259, 1219, 2396, 593, 1304, 2683, 4027, 1784, 3052, 1704, 1201, 1080, 4034, 2700, 1517, 2329, 1584, 2174, 1721, 919, 1729, 3671, 1748, 2353, 2023, 1234, 1682, 4993, 1676, 50, 908, 1220, 1288, 4011, 2692, 1377, 2021, 4226, 2355, 2470, 3481, 648, 2871, 2395, 1276, 3897, 1265, 2076, 70, 2947, 1917, 1500, 3421, 318, 778, 2278, 2012, 1466]","[4.6252327, 4.4997444, 4.3594637, 4.3375244, 4.3189497, 4.298833, 4.249512, 4.2310877, 4.227549, 4.1764526, 4.160447, 4.1488476, 4.1410627, 4.115219, 4.0860996, 4.0373693, 4.0301895, 4.0187445, 4.0169067, 4.009942, 3.9981418, 3.9951167, 3.971446, 3.970085, 3.959437, 3.9586418, 3.944591, 3.9294195, 3.9022229, 3.8714364, 3.8550117, 3.849029, 3.83722, 3.8315904, 3.821594, 3.820844, 3.7887807, 3.7746062, 3.7666035, 3.7533195, 3.7279103, 3.7254553, 3.7214904, 3.7212691, 3.7203417, 3.7159972, 3.7103982, 3.7075288, 3.6992335, 3.693211, 3.6925995, 3.6749015, 3.67038, 3.6691017, 3.664779, 3.6638901, 3.6615207, 3.6604686, 3.6536992, 3.6483998, 3.6478531, 3.64404, 3.6327333, 3.6278107, 3.614518, 3.6090136, 3.6078126, 3.5979452, 3.5912306, 3.5822647, 3.5797884, 3.57341, 3.5713387, 3.5703132, 3.5628629, 3.5625675, 3.5605764, 3.5556147, 3.5510633, 3.550397, 3.544251, 3.5438466, 3.5423284, 3.541191, 3.5390365, 3.538403, 3.529353, 3.5256076, 3.5224967, 3.5207102, 3.5189166, 3.507915, 3.495245, 3.487298, 3.487278, 3.4815295, 3.4694204, 3.4693627, 3.463218, 3.4501276]"
313,"[1573, 2000, 1090, 2194, 1527, 2529, 1208, 2791, 1101, 1617, 110, 2657, 2288, 2987, 1356, 1544, 2470, 1370, 2406, 2605, 3698, 1722, 70, 1562, 1917, 1584, 2353, 1552, 1407, 1136, 1371, 2683, 1587, 1517, 2094, 1259, 3033, 2396, 1784, 1597, 3052, 2890, 2105, 2355, 736, 2278, 1674, 2490, 2699, 1373, 1961, 2502, 356, 2403, 849, 1729, 1201, 1265, 329, 1721, 923, 3552, 1876, 2410, 2268, 466, 3082, 2273, 1, 1304, 2804, 3623, 3253, 1234, 1079, 1206, 2411, 3869, 3868, 1704, 1242, 1645, 2321, 2706, 590, 1641, 785, 3418, 1663, 153, 5060, 2763, 2993, 2393, 1266, 1193, 150, 1965, 485, 1288]","[4.535651, 4.4816213, 4.351735, 4.337662, 4.312201, 4.2751236, 4.2105403, 4.201651, 4.1638746, 4.1445413, 4.1372986, 4.132268, 4.1243987, 4.119174, 4.1035786, 4.0893097, 4.047144, 4.043429, 4.0249057, 4.024863, 3.9780412, 3.9624372, 3.9609659, 3.949438, 3.9373257, 3.932951, 3.9044824, 3.8933134, 3.8888972, 3.8868148, 3.8854446, 3.8647428, 3.8642447, 3.8608007, 3.8491502, 3.8472886, 3.8418055, 3.8249836, 3.8047361, 3.7785723, 3.7667024, 3.7638278, 3.7623222, 3.7527351, 3.745538, 3.7433286, 3.7388732, 3.7336438, 3.7335277, 3.7334125, 3.7300153, 3.7277422, 3.7189112, 3.7000866, 3.6704178, 3.6644323, 3.6435153, 3.6424294, 3.6308918, 3.624435, 3.587558, 3.585799, 3.5798903, 3.573466, 3.5700545, 3.5607543, 3.5562553, 3.5535135, 3.549692, 3.5417085, 3.5413065, 3.5389633, 3.528986, 3.5218725, 3.5216537, 3.521287, 3.5209217, 3.4965405, 3.492278, 3.4916978, 3.4914236, 3.4784267, 3.477951, 3.4772217, 3.4719737, 3.4626925, 3.4607651, 3.459821, 3.4588146, 3.451032, 3.450785, 3.4459357, 3.4431813, 3.425217, 3.4233904, 3.4188702, 3.4178433, 3.400766, 3.399208, 3.3981166]"
314,"[21, 292, 454, 34, 300, 736, 434, 253, 266, 339, 25, 357, 208, 39, 410, 318, 435, 36, 288, 225, 432, 168, 337, 494, 509, 1073, 231, 315, 112, 3, 282, 586, 235, 420, 186, 529, 317, 508, 265, 353, 540, 160, 19, 5, 223, 45, 204, 802, 608, 2, 135, 16, 466, 158, 293, 333, 555, 371, 788, 471, 805, 14, 104, 261, 198, 237, 256, 342, 277, 762, 230, 193, 524, 273, 48, 543, 234, 355, 515, 370, 246, 415, 661, 362, 383, 86, 105, 144, 303, 637, 361, 79, 338, 216, 516, 445, 761, 628, 24, 222]","[8.231762, 8.094593, 8.048059, 8.000381, 7.9979024, 7.9933753, 7.964176, 7.9521856, 7.835195, 7.830265, 7.7980633, 7.763034, 7.716508, 7.701766, 7.688219, 7.683871, 7.681656, 7.6505065, 7.608925, 7.5669193, 7.532262, 7.513875, 7.504093, 7.4827414, 7.461787, 7.459075, 7.4429526, 7.4350185, 7.420039, 7.414751, 7.373932, 7.372447, 7.370661, 7.341671, 7.337131, 7.3350477, 7.3170323, 7.3153353, 7.26465, 7.255781, 7.238925, 7.213835, 7.211413, 7.1963863, 7.1944942, 7.1846666, 7.1835814, 7.1517725, 7.1355963, 7.127999, 7.124096, 7.1016216, 7.0721188, 7.0598373, 7.0372124, 7.026387, 7.02431, 6.992297, 6.9729233, 6.9478292, 6.9365664, 6.9261866, 6.894147, 6.8851023, 6.8634768, 6.8343496, 6.827421, 6.8229237, 6.818616, 6.813367, 6.7922463, 6.7907267, 6.7814274, 6.778699, 6.7617025, 6.759013, 6.757623, 6.751961, 6.7078505, 6.671668, 6.6583776, 6.657634, 6.649351, 6.642346, 6.6104207, 6.600114, 6.59695, 6.575333, 6.574605, 6.573664, 6.5695744, 6.559122, 6.5544147, 6.551356, 6.5504436, 6.5488033, 6.528002, 6.523496, 6.5232153, 6.5127974]"
315,"[898, 926, 916, 910, 1307, 1244, 955, 953, 1269, 915, 904, 2300, 912, 838, 1252, 903, 1172, 918, 1197, 2352, 3363, 1230, 2858, 1299, 905, 2915, 2384, 2144, 1093, 2243, 2359, 2396, 750, 1234, 899, 954, 1193, 1225, 913, 2599, 933, 3468, 2289, 900, 3504, 1278, 2324, 1219, 1958, 2935, 951, 2436, 1288, 908, 2908, 1282, 3072, 2583, 901, 5060, 930, 1235, 6787, 911, 1086, 2539, 1088, 3168, 4973, 3088, 2572, 2064, 920, 1259, 1212, 3668, 1203, 2724, 3022, 1077, 858, 2248, 1968, 2671, 2997, 1674, 2020, 1104, 1079, 969, 1267, 3897, 1188, 2108, 1211, 2692, 1270, 2936, 1198, 1206]","[5.676352, 5.3614964, 5.2704215, 4.994757, 4.9773436, 4.9264283, 4.9109488, 4.793764, 4.7798223, 4.7686462, 4.750006, 4.7291822, 4.708471, 4.69935, 4.6147294, 4.5993896, 4.5909843, 4.562557, 4.557727, 4.5568724, 4.554773, 4.536466, 4.5187593, 4.5064235, 4.48738, 4.454394, 4.391141, 4.361657, 4.352301, 4.3435936, 4.3037653, 4.29816, 4.2770286, 4.2626557, 4.2593255, 4.2534695, 4.2442093, 4.234912, 4.1767683, 4.1712847, 4.168814, 4.136298, 4.135045, 4.1341763, 4.113066, 4.1088166, 4.075286, 4.067173, 4.0590973, 4.05781, 4.0575275, 4.043522, 4.0433793, 4.043163, 4.040903, 4.032192, 4.0317984, 4.0311165, 4.025329, 4.0170436, 4.0097227, 4.0058556, 3.9973881, 3.9850054, 3.963654, 3.9489183, 3.9381862, 3.9340346, 3.9155464, 3.904508, 3.9041357, 3.9034107, 3.9028568, 3.8968751, 3.8953583, 3.888379, 3.8879132, 3.8850846, 3.8488028, 3.8445182, 3.839837, 3.8382368, 3.8334918, 3.8259702, 3.803658, 3.785471, 3.7821312, 3.7715025, 3.7694745, 3.7687323, 3.7671843, 3.7538095, 3.7452703, 3.729557, 3.72038, 3.714355, 3.710249, 3.7091663, 3.7086282, 3.704617]"
316,"[3793, 4306, 2628, 1580, 5349, 260, 3578, 1270, 356, 1196, 296, 6539, 1240, 2762, 480, 1198, 1036, 4993, 780, 1210, 110, 1721, 1923, 1917, 1527, 2716, 318, 2706, 4963, 4022, 1682, 589, 1, 4995, 364, 2115, 2959, 4886, 2355, 1136, 1197, 2700, 3996, 2028, 4226, 7153, 593, 648, 5378, 588, 3052, 2987, 47, 150, 6377, 3753, 2011, 377, 3948, 1291, 5418, 1704, 2012, 1961, 344, 1517, 2329, 2916, 457, 8961, 6365, 1214, 1265, 367, 1968, 32, 8636, 3114, 2617, 3717, 1784, 1097, 4011, 231, 1732, 2174, 527, 5989, 50, 10, 500, 733, 3897, 6333, 586, 223, 165, 592, 33794, 1584]","[4.6058216, 4.464453, 4.442729, 4.4351263, 4.435098, 4.4338226, 4.43276, 4.4139633, 4.41303, 4.370156, 4.3443546, 4.3310814, 4.3283896, 4.303626, 4.3027496, 4.29903, 4.279009, 4.265291, 4.262461, 4.2610493, 4.2592916, 4.233083, 4.212344, 4.211206, 4.2104435, 4.2093034, 4.1983294, 4.1969376, 4.1761203, 4.1711836, 4.170389, 4.1649575, 4.161703, 4.1603765, 4.127272, 4.1263795, 4.108442, 4.1017094, 4.0997534, 4.0943427, 4.0873556, 4.086668, 4.0861225, 4.0856357, 4.08462, 4.0737395, 4.069473, 4.0583034, 4.0579157, 4.0459347, 4.034834, 4.004186, 4.0029554, 3.9900603, 3.9893045, 3.9849288, 3.9723215, 3.9672449, 3.9658484, 3.962338, 3.9589164, 3.9568624, 3.955442, 3.9324725, 3.9321077, 3.9293218, 3.9250546, 3.914269, 3.9073625, 3.9066808, 3.9055052, 3.9047246, 3.9042735, 3.90271, 3.8965816, 3.8885345, 3.8836865, 3.8827472, 3.880941, 3.8724277, 3.8659735, 3.863758, 3.851881, 3.8483913, 3.847847, 3.8389976, 3.8373969, 3.834249, 3.8226728, 3.8209553, 3.8172941, 3.81669, 3.8148632, 3.8112142, 3.8041127, 3.799129, 3.7966008, 3.7946198, 3.7941012, 3.7924533]"
317,"[7153, 4993, 5952, 4226, 4878, 48394, 44191, 99114, 48780, 527, 1221, 6539, 4995, 33794, 60069, 2762, 1198, 54286, 106782, 5618, 49272, 3578, 1196, 1206, 5418, 8874, 55247, 55765, 6711, 68954, 6377, 89745, 608, 49530, 46578, 8950, 1682, 541, 5445, 30749, 109374, 1258, 6502, 85414, 3996, 6934, 36529, 1291, 48385, 4027, 6365, 1214, 112552, 51255, 8665, 4886, 1625, 8464, 5995, 56367, 134130, 91500, 3535, 1036, 111759, 1721, 4963, 5378, 47099, 1208, 1136, 61323, 72998, 5349, 116797, 924, 92259, 7254, 56174, 46976, 1201, 1199, 4896, 34405, 5903, 1270, 115713, 33493, 84152, 1210, 51662, 1080, 38061, 122904, 71535, 139385, 1203, 122882, 5669, 79702]","[5.129302, 5.0709853, 5.044536, 4.9328384, 4.89865, 4.8702126, 4.7745075, 4.6913843, 4.671669, 4.529333, 4.5008483, 4.4876328, 4.4714894, 4.395797, 4.3335695, 4.323737, 4.2903543, 4.2843, 4.2833323, 4.250978, 4.240211, 4.1960974, 4.1934867, 4.191718, 4.1796913, 4.153936, 4.1476727, 4.123663, 4.1190147, 4.113591, 4.1006064, 4.098549, 4.0812216, 4.0724554, 4.066216, 4.0485654, 4.0463543, 4.0366483, 4.017989, 4.013552, 4.0111675, 3.9964142, 3.992218, 3.9625363, 3.9554977, 3.9438534, 3.934083, 3.9010644, 3.8871467, 3.8711665, 3.867239, 3.8426352, 3.836175, 3.8329744, 3.82791, 3.8264742, 3.821737, 3.8189993, 3.8181038, 3.8154962, 3.812974, 3.8064904, 3.8024406, 3.784682, 3.7827308, 3.7801952, 3.7780147, 3.7752678, 3.7701776, 3.7579036, 3.7432747, 3.7391036, 3.723363, 3.71253, 3.7071238, 3.6896873, 3.6803603, 3.6696093, 3.6456602, 3.6343062, 3.6078906, 3.5950818, 3.5928645, 3.5920744, 3.575409, 3.5751991, 3.573477, 3.5685935, 3.5575874, 3.55134, 3.5444608, 3.5434027, 3.529172, 3.5255299, 3.5081398, 3.4901, 3.4821386, 3.48097, 3.474525, 3.468274]"
318,"[858, 2959, 3949, 2858, 1221, 1213, 80463, 48516, 1704, 2762, 2329, 1199, 69122, 48780, 81932, 3535, 1214, 1198, 111, 8950, 7438, 4262, 104841, 112552, 7371, 1258, 93840, 81591, 7387, 112556, 2288, 106782, 142488, 106100, 4848, 1682, 67255, 59369, 30707, 7254, 1291, 46578, 88744, 111759, 86882, 6934, 50, 108932, 1721, 1203, 116797, 70286, 912, 105504, 1200, 96079, 49272, 112183, 122904, 6377, 3578, 7022, 1201, 4148, 8874, 59615, 81845, 54995, 26662, 97921, 3681, 5010, 122920, 3996, 7099, 1209, 134130, 53519, 112852, 119145, 1617, 8641, 4979, 117529, 139385, 5810, 5445, 66097, 8798, 122926, 5418, 46723, 8665, 115617, 8961, 104913, 37731, 47099, 164179, 2951]","[3.0053375, 2.86855, 2.771996, 2.67518, 2.6112108, 2.6108518, 2.5858626, 2.5481632, 2.5238764, 2.4813733, 2.4694688, 2.4442697, 2.4385972, 2.4365842, 2.433462, 2.4061787, 2.3337955, 2.3228254, 2.282422, 2.2799594, 2.27569, 2.260822, 2.2342536, 2.2209516, 2.2203212, 2.20947, 2.208486, 2.205258, 2.1936548, 2.178348, 2.1782568, 2.1768162, 2.1693156, 2.1600373, 2.1560116, 2.1366694, 2.1203055, 2.1183915, 2.1180546, 2.1159039, 2.113181, 2.1130784, 2.1099935, 2.1061394, 2.1038122, 2.1006174, 2.0963182, 2.0961576, 2.0958426, 2.0921848, 2.0917773, 2.085776, 2.085607, 2.0837352, 2.081327, 2.0781257, 2.0677235, 2.0608327, 2.0462635, 2.0411294, 2.022987, 2.0225227, 1.9957774, 1.9776243, 1.9746268, 1.969621, 1.960333, 1.9422517, 1.9421643, 1.9081812, 1.9054741, 1.9052013, 1.8960233, 1.8894185, 1.8786156, 1.8753607, 1.8653326, 1.8604813, 1.8567462, 1.8521545, 1.8494244, 1.8490143, 1.8482525, 1.8447818, 1.8418537, 1.8397989, 1.834463, 1.8291979, 1.8285236, 1.8263574, 1.8253592, 1.8233199, 1.8137072, 1.8094252, 1.7996949, 1.7993759, 1.7903023, 1.7867182, 1.7816259, 1.7800341]"
319,"[116797, 68954, 7153, 91529, 89745, 4993, 5952, 59315, 112852, 593, 76093, 72998, 260, 296, 68157, 74458, 106782, 6539, 99114, 91500, 50872, 92259, 134853, 134130, 8961, 1, 50, 109374, 88125, 47, 78499, 7361, 33794, 1198, 1704, 2028, 1196, 589, 8368, 4226, 81834, 63082, 4306, 54286, 44191, 5989, 4886, 1210, 47099, 122918, 3578, 3147, 48516, 293, 80463, 112556, 4995, 96821, 70286, 84152, 48780, 2329, 150, 4896, 122882, 6874, 68358, 168252, 115713, 96079, 54001, 4973, 104841, 81847, 97938, 608, 5618, 1291, 116823, 79091, 91658, 2762, 1193, 122916, 2858, 40815, 69122, 110102, 480, 71535, 98809, 56174, 187593, 6016, 48394, 5418, 73017, 7438, 59784, 77561]","[6.993208, 6.912528, 6.902962, 6.783959, 6.723694, 6.5767703, 6.5722246, 6.5617127, 6.5370455, 6.4855356, 6.443158, 6.381419, 6.369691, 6.3497233, 6.2670193, 6.2617292, 6.2484417, 6.1992326, 6.197215, 6.1760597, 6.036381, 6.0056887, 5.978141, 5.969205, 5.940771, 5.925689, 5.9121943, 5.897754, 5.868353, 5.8397045, 5.801181, 5.7910414, 5.7793074, 5.7602625, 5.7448025, 5.7427855, 5.6971574, 5.6964793, 5.6960335, 5.686382, 5.6478634, 5.6426735, 5.635378, 5.62806, 5.616289, 5.595055, 5.5850286, 5.5838137, 5.578786, 5.544273, 5.531384, 5.5301895, 5.5289755, 5.528771, 5.5279226, 5.5177965, 5.4912376, 5.482622, 5.467883, 5.4670076, 5.4636536, 5.454651, 5.449698, 5.438572, 5.4283457, 5.4065075, 5.373636, 5.3669415, 5.3633904, 5.3546786, 5.353801, 5.3536944, 5.342717, 5.3034663, 5.2949963, 5.2945194, 5.278005, 5.2531605, 5.2371693, 5.214359, 5.207694, 5.2047634, 5.1987658, 5.1940784, 5.1715126, 5.1697016, 5.150767, 5.149803, 5.142479, 5.13109, 5.130924, 5.122555, 5.11637, 5.1115236, 5.1040626, 5.103405, 5.0965734, 5.0699654, 5.061246, 5.0580378]"
320,"[260, 1210, 2571, 1270, 1580, 1196, 1, 1198, 356, 2028, 1200, 1291, 318, 58559, 3793, 780, 1240, 1721, 648, 858, 1036, 733, 1214, 32, 5952, 589, 4993, 593, 1356, 1370, 6539, 2628, 3114, 110, 480, 2762, 1544, 736, 1527, 1676, 3147, 788, 7153, 60069, 608, 2716, 33794, 1704, 2959, 653, 364, 2288, 6377, 104, 1097, 2011, 1073, 2858, 79132, 786, 296, 1197, 2115, 2985, 4306, 50872, 1653, 2640, 68954, 3753, 293, 2105, 4226, 4886, 2720, 1265, 89745, 72998, 4085, 5445, 1393, 2617, 2167, 1961, 56174, 541, 3623, 3948, 102125, 5378, 1213, 165, 527, 3869, 91529, 59784, 2355, 4896, 2353, 2002]","[4.4831953, 4.2798295, 3.931312, 3.705093, 3.702747, 3.6633892, 3.6313725, 3.6032495, 3.5835347, 3.5427876, 3.5380862, 3.510612, 3.4978378, 3.491664, 3.476816, 3.475845, 3.46492, 3.4476788, 3.442115, 3.431182, 3.404032, 3.3688312, 3.3436196, 3.3035355, 3.2842486, 3.2764964, 3.264555, 3.237256, 3.2153726, 3.2089648, 3.195503, 3.1482553, 3.1376157, 3.1242566, 3.111147, 3.092194, 3.0868373, 3.0700443, 3.0685732, 3.0581274, 3.0562303, 3.0512025, 3.049149, 3.0488667, 3.0333288, 3.004865, 2.9995263, 2.968212, 2.9623866, 2.950061, 2.9478858, 2.9370446, 2.9250832, 2.901439, 2.894881, 2.8880024, 2.8841734, 2.860896, 2.8442585, 2.8331795, 2.8273327, 2.826402, 2.819544, 2.817684, 2.8068945, 2.786237, 2.7611563, 2.756352, 2.7530746, 2.7380605, 2.7333298, 2.721515, 2.7034092, 2.7020173, 2.7010283, 2.6986182, 2.6890774, 2.6864722, 2.6827953, 2.6774511, 2.6767182, 2.6713386, 2.666634, 2.6637628, 2.6610262, 2.656858, 2.6560085, 2.6453896, 2.644236, 2.6407871, 2.6382022, 2.635885, 2.6352644, 2.635108, 2.6326628, 2.6320229, 2.6272721, 2.6261764, 2.622899, 2.6228924]"
321,"[110, 434, 590, 329, 10, 296, 185, 377, 595, 34, 318, 410, 32, 539, 47, 300, 1, 266, 39, 317, 435, 62, 474, 442, 432, 50, 95, 553, 315, 527, 357, 236, 508, 337, 282, 163, 173, 168, 420, 368, 733, 6, 11, 520, 552, 48, 509, 196, 551, 293, 333, 36, 353, 44, 25, 1073, 204, 104, 17, 223, 594, 788, 151, 485, 261, 22, 172, 16, 193, 786, 466, 362, 608, 235, 224, 31, 7, 277, 376, 260, 494, 555, 145, 216, 653, 112, 370, 585, 616, 596, 273, 227, 1356, 497, 524, 529, 708, 540, 383, 419]","[9.846347, 9.843462, 9.820072, 9.764721, 9.72962, 9.718437, 9.649867, 9.613175, 9.506004, 9.505001, 9.452065, 9.437662, 9.428267, 9.418261, 9.414782, 9.340678, 9.196318, 9.168976, 9.146687, 9.091365, 9.008759, 8.999368, 8.982621, 8.944562, 8.94293, 8.927187, 8.890824, 8.885495, 8.873177, 8.8321495, 8.774088, 8.763438, 8.749436, 8.712448, 8.682301, 8.680817, 8.678375, 8.676205, 8.633844, 8.618641, 8.598392, 8.583873, 8.530703, 8.509412, 8.486503, 8.467131, 8.466453, 8.452362, 8.4435425, 8.437281, 8.384695, 8.380267, 8.366198, 8.347545, 8.340691, 8.339592, 8.318865, 8.311623, 8.211051, 8.1846695, 8.146997, 8.130345, 8.12877, 8.111079, 8.090197, 8.088644, 8.072406, 8.026647, 8.011425, 8.008563, 7.979905, 7.9696174, 7.9681225, 7.9597864, 7.9594393, 7.9438615, 7.9256535, 7.907605, 7.902316, 7.8925323, 7.8340673, 7.833662, 7.833558, 7.7696147, 7.767935, 7.7644434, 7.7569, 7.726176, 7.696353, 7.6688204, 7.639159, 7.60654, 7.595051, 7.5926247, 7.5918694, 7.5847597, 7.563451, 7.528619, 7.432679, 7.430823]"
322,"[527, 593, 1198, 260, 2028, 1196, 356, 1704, 2329, 1089, 1197, 7153, 1136, 1213, 47, 5952, 110, 1208, 1270, 1210, 4878, 4995, 541, 111, 3996, 3949, 904, 1214, 1222, 4027, 924, 2628, 1, 589, 1961, 150, 6377, 1207, 1291, 1225, 1247, 1036, 3147, 6016, 1246, 3897, 2716, 457, 1732, 6539, 293, 2396, 1219, 5445, 1259, 1097, 2683, 32, 5349, 1200, 903, 1276, 1625, 923, 1240, 4886, 1201, 4963, 1387, 3793, 8961, 4034, 48516, 3751, 1527, 6711, 1252, 1307, 2115, 4979, 7438, 5995, 2987, 5378, 1584, 377, 2019, 590, 908, 2712, 2291, 2174, 2355, 1148, 2791, 588, 1234, 1653, 2710, 648]","[5.235641, 5.092189, 5.0732117, 5.0092363, 4.978459, 4.898475, 4.8761144, 4.8531814, 4.835354, 4.7853203, 4.7452836, 4.7353144, 4.668203, 4.6386313, 4.625254, 4.6203775, 4.5858936, 4.5832596, 4.566918, 4.5499587, 4.5467434, 4.5460443, 4.5434375, 4.542717, 4.5334344, 4.4918904, 4.46558, 4.447368, 4.414042, 4.4001718, 4.3867974, 4.370106, 4.3654547, 4.355551, 4.355462, 4.3552675, 4.3510723, 4.306881, 4.3045382, 4.2999654, 4.258559, 4.2489543, 4.2331614, 4.2274733, 4.219714, 4.190781, 4.189375, 4.1865497, 4.17961, 4.1696296, 4.1624513, 4.148382, 4.108215, 4.10627, 4.1047535, 4.0825844, 4.068952, 4.068198, 4.0617385, 4.0600486, 4.032955, 4.02514, 4.01562, 4.004804, 4.0006022, 3.996252, 3.994751, 3.964779, 3.9551294, 3.939786, 3.9361482, 3.9335983, 3.9315367, 3.9175298, 3.8943603, 3.8827226, 3.8787184, 3.8503199, 3.841623, 3.841011, 3.822343, 3.808163, 3.800712, 3.7980144, 3.787912, 3.7710614, 3.7568984, 3.7567143, 3.7531295, 3.7448673, 3.74479, 3.7438679, 3.7408504, 3.733171, 3.7305384, 3.7270625, 3.722364, 3.7195287, 3.710628, 3.7104669]"
