,itemIds
214,"[5, 236, 494, 292, 786, 273, 637, 225, 168, 802, 315, 31, 62, 349, 141, 339, 282, 368, 158, 227, 454, 18, 434, 151, 277, 592, 25, 153, 3, 266, 252, 105, 280, 256, 374, 432, 95, 350, 261, 653, 21, 224, 539, 647, 237, 420, 376, 585, 442, 316, 762, 204, 26, 380, 9, 628, 198, 196, 410, 112, 193, 468, 435, 161, 7, 515, 1073, 170, 34, 186, 419, 552, 553, 327, 427, 440, 230, 36, 17, 805, 52, 616, 719, 724, 736, 1356, 648, 355, 351, 590, 11, 361, 852, 477, 300, 208, 344, 540, 508, 1049]"
215,"[318, 593, 2858, 1221, 1, 480, 47, 1704, 4226, 858, 4027, 50, 296, 1198, 2762, 1206, 110, 778, 4973, 2571, 1246, 1721, 1197, 1193, 2959, 6539, 608, 1923, 1270, 2918, 4306, 4993, 3996, 2028, 3147, 1210, 260, 527, 5349, 1961, 457, 3408, 1580, 2706, 912, 1784, 3160, 1097, 6377, 2997, 2716, 541, 7361, 1089, 2324, 904, 4979, 1527, 111, 2396, 2329, 8360, 5378, 32, 1625, 7153, 1214, 1291, 2628, 2683, 1584, 1247, 589, 924, 3793, 2174, 356, 293, 1196, 45722, 6874, 3897, 150, 5952, 2692, 2291, 5418, 2321, 3481, 3253, 1682, 4878, 3751, 750, 223, 1200, 1208, 6711, 2671, 5989]"
216,"[1394, 1252, 910, 3418, 1278, 912, 2858, 1234, 2396, 2194, 2174, 1610, 2599, 904, 1953, 2406, 1641, 2791, 1674, 1228, 1954, 908, 1225, 1304, 608, 1784, 260, 3363, 924, 1374, 1220, 2699, 1210, 1307, 2268, 3176, 1617, 1214, 593, 1208, 1267, 1288, 1259, 1250, 919, 2997, 969, 2918, 1968, 1079, 1500, 3175, 1089, 750, 2716, 1197, 1230, 1198, 1276, 1994, 2683, 1204, 1196, 2762, 2302, 1246, 3039, 2289, 1262, 1090, 1923, 3168, 2944, 2028, 2628, 3421, 1580, 1101, 3994, 1387, 1517, 2947, 2763, 1265, 1080, 1219, 953, 1193, 1270, 1148, 2395, 2968, 1584, 903, 296, 50, 3751, 1358, 1961, 457]"
217,"[1376, 592, 1373, 1396, 1371, 329, 466, 543, 349, 610, 1356, 161, 380, 1597, 435, 153, 590, 2001, 552, 762, 733, 24, 1882, 3263, 485, 2302, 292, 1372, 10, 170, 849, 587, 2699, 457, 2002, 1242, 2088, 440, 454, 1073, 1027, 2406, 1375, 2150, 196, 2423, 1573, 1320, 3082, 21, 434, 160, 736, 3, 588, 1, 2640, 34, 785, 3869, 474, 266, 150, 172, 1127, 589, 1196, 648, 410, 370, 748, 185, 186, 344, 432, 2490, 637, 260, 420, 368, 3072, 1665, 494, 514, 339, 2094, 553, 743, 252, 1100, 780, 1562, 3479, 1275, 112, 597, 316, 1883, 208, 3361]"
218,"[318, 593, 1198, 50, 260, 2858, 1196, 589, 47, 480, 1214, 457, 2762, 1210, 608, 2628, 858, 1197, 1208, 356, 1580, 1240, 1089, 2959, 1200, 1270, 296, 110, 2716, 527, 32, 2028, 150, 1221, 2115, 1036, 1213, 1704, 1610, 2571, 223, 1097, 1291, 377, 1721, 1, 919, 1265, 1917, 1527, 293, 1625, 367, 16, 541, 648, 2918, 4226, 1193, 1676, 1222, 778, 2174, 924, 2012, 592, 2268, 1968, 1136, 111, 904, 1584, 750, 1206, 1387, 1653, 1961, 1258, 2916, 1517, 1225, 2355, 590, 10, 3578, 3793, 2997, 1259, 1784, 780, 2396, 1954, 1377, 597, 3147, 3033, 1617, 3996, 5952, 2987]"
219,"[318, 593, 480, 47, 110, 6874, 3578, 858, 260, 2762, 7153, 3793, 589, 4306, 5378, 5952, 2571, 6539, 4993, 50, 54286, 1198, 1270, 1580, 58559, 1917, 1210, 4226, 1196, 2329, 1200, 1291, 33493, 5445, 1721, 3147, 5989, 5349, 5502, 2959, 4262, 4886, 377, 5418, 6377, 2716, 4022, 4896, 1213, 1, 7438, 1197, 1036, 6365, 2628, 6333, 3535, 296, 2858, 356, 1240, 457, 3052, 8636, 44191, 3717, 1214, 3897, 32, 8961, 6373, 33794, 2701, 1221, 4011, 1676, 1704, 33166, 2011, 4995, 1527, 2355, 1923, 48516, 3623, 3753, 4370, 6537, 367, 2502, 3977, 2000, 5010, 8360, 2115, 4963, 4878, 51662, 3624, 1222]"
22,"[7153, 4306, 6874, 6539, 6377, 5989, 318, 5952, 2959, 4973, 58559, 7361, 45722, 593, 33794, 4226, 2858, 6365, 5218, 8961, 6711, 5418, 4878, 1704, 4886, 5378, 5618, 2571, 48780, 858, 7438, 4993, 33493, 4027, 7147, 48516, 44191, 48774, 8874, 48385, 3147, 46578, 4896, 79132, 8636, 4995, 8360, 2028, 49272, 2329, 5445, 3578, 68954, 40819, 30812, 1682, 8368, 5991, 5502, 6373, 5669, 1721, 4720, 2762, 7143, 5816, 3949, 6870, 30749, 480, 1198, 4011, 47, 1221, 8644, 4963, 30707, 49530, 4979, 4246, 63082, 6942, 32587, 1270, 1193, 1206, 778, 60069, 4370, 1625, 5349, 4022, 41566, 4262, 608, 296, 51255, 4848, 45499, 6333]"
220,"[318, 4306, 6377, 7153, 6539, 1270, 5989, 260, 58559, 4896, 1704, 480, 593, 1198, 33493, 3793, 8636, 3578, 858, 2858, 1210, 2762, 296, 6874, 33794, 2571, 5378, 47, 5218, 1580, 4886, 2028, 8961, 5418, 68954, 5952, 2959, 1197, 110, 60069, 8368, 6365, 3977, 1196, 45722, 2716, 4963, 51662, 4226, 54286, 589, 356, 5445, 4022, 2628, 1682, 5618, 3717, 367, 5349, 1200, 3147, 8360, 3623, 8874, 79132, 1917, 1291, 1036, 59315, 4993, 4995, 50, 3114, 2355, 1732, 2329, 32, 586, 2115, 1721, 780, 3081, 4011, 35836, 2054, 44191, 1380, 2706, 1, 1240, 7438, 1527, 8644, 5816, 2006, 49272, 2012, 7361, 4370]"
221,"[904, 1252, 903, 922, 1204, 1285, 908, 1093, 750, 1953, 1304, 1394, 1077, 2076, 2951, 1199, 2858, 1235, 1994, 1208, 3730, 1263, 913, 923, 1276, 1234, 2944, 1219, 1358, 1172, 3362, 1233, 2186, 2160, 912, 3418, 3168, 3363, 1287, 1228, 2788, 3176, 2600, 111, 2010, 2064, 924, 1617, 1089, 1960, 1094, 608, 1267, 1954, 1250, 928, 1333, 3006, 3471, 1584, 1258, 1641, 1221, 1224, 1090, 2872, 3101, 3039, 1673, 527, 1225, 1207, 1230, 1262, 1080, 3481, 1214, 778, 1086, 1212, 1288, 1674, 2657, 2194, 2997, 1997, 296, 1625, 2019, 2968, 910, 1179, 1186, 3468, 1198, 1278, 926, 1923, 1449, 2871]"
222,"[58559, 60069, 68954, 7153, 6377, 6539, 59315, 8368, 4896, 318, 59784, 8961, 5952, 91529, 2959, 5989, 5218, 79132, 54001, 72998, 4995, 33794, 50872, 4886, 6365, 356, 89745, 70286, 593, 51662, 6874, 99114, 71535, 41566, 8636, 34162, 80463, 4306, 8644, 49272, 48516, 6373, 44191, 61132, 4226, 53125, 106782, 68157, 1704, 4022, 2571, 81845, 5418, 78499, 4963, 8360, 1198, 33493, 296, 115617, 31685, 69122, 1682, 6942, 2762, 81834, 74458, 7361, 5816, 96079, 5459, 5445, 8361, 69844, 7293, 32587, 3578, 8874, 858, 48780, 76093, 112852, 45722, 53996, 40815, 5378, 45499, 47, 54286, 51255, 7458, 4816, 7438, 1270, 4299, 109487, 260, 45517, 4993, 46578]"
223,"[318, 593, 296, 480, 1197, 2858, 608, 1210, 2959, 2628, 47, 110, 4306, 2762, 858, 1198, 1721, 1193, 2028, 260, 2716, 3897, 1961, 1221, 2115, 1270, 589, 5349, 924, 1196, 7153, 2571, 32, 1214, 1704, 367, 778, 50, 5952, 1200, 1097, 1923, 2329, 2683, 6539, 1246, 1036, 4993, 1291, 1682, 1968, 2706, 541, 1258, 1580, 1517, 2997, 3578, 356, 6377, 2174, 597, 1625, 590, 1208, 1380, 4226, 912, 1222, 3481, 1240, 527, 111, 1213, 2321, 953, 1089, 3977, 5445, 3793, 1527, 780, 2396, 7361, 4878, 4995, 2918, 457, 3052, 1259, 3147, 1080, 3623, 2657, 919, 904, 1, 1954, 1265, 2012]"
224,"[2396, 2174, 2406, 1234, 1278, 910, 1262, 2699, 3418, 2858, 2100, 480, 1288, 1197, 2194, 1079, 2302, 1225, 919, 1500, 1954, 2683, 1210, 260, 1307, 1374, 1610, 1214, 1265, 1148, 3471, 1035, 1220, 1968, 1028, 1994, 1641, 608, 1674, 597, 593, 1394, 3175, 1387, 3255, 2529, 457, 592, 296, 1259, 1198, 1207, 1196, 3421, 1302, 1287, 2268, 2641, 2797, 1304, 1101, 1376, 1580, 1584, 1276, 2918, 318, 2028, 1784, 150, 912, 1282, 527, 1617, 1573, 745, 1208, 2710, 1923, 2947, 2791, 2716, 5060, 3994, 2916, 1961, 1073, 1320, 2987, 50, 590, 1127, 2431, 2915, 2628, 1097, 904, 3751, 1200, 1377]"
225,"[2455, 1587, 1242, 3082, 2641, 1127, 1597, 2193, 1376, 2001, 849, 1027, 3698, 2871, 2470, 1562, 3740, 785, 2699, 2985, 2302, 919, 2423, 2640, 1387, 1909, 1717, 543, 1876, 1377, 1573, 2746, 2393, 3552, 2490, 3264, 3269, 1320, 2301, 1073, 1373, 3101, 1372, 2406, 2078, 2791, 3476, 2529, 1129, 2717, 1396, 2253, 1125, 1371, 2109, 1407, 5060, 2403, 2530, 2598, 2174, 2797, 1356, 2947, 466, 1690, 1302, 2002, 2150, 3869, 1394, 590, 1544, 3527, 1378, 2916, 610, 2268, 3479, 2804, 2115, 2082, 3809, 1196, 2407, 1092, 1674, 3033, 1321, 1500, 2124, 1994, 2605, 1101, 3608, 1214, 2140, 3421, 3438, 589]"
226,"[2054, 3753, 4571, 2694, 480, 1485, 1917, 3033, 3052, 3717, 110, 2701, 47, 919, 3510, 344, 318, 367, 1777, 3578, 104, 377, 1580, 2355, 1876, 3793, 185, 589, 1552, 457, 1676, 260, 1210, 2700, 2916, 1573, 2005, 2706, 4306, 3897, 1527, 1608, 593, 1302, 231, 2716, 32, 3617, 3977, 150, 1036, 2, 3623, 2115, 1562, 2617, 733, 223, 3247, 1196, 588, 2502, 4085, 1721, 1073, 1729, 2804, 1, 520, 296, 780, 1198, 2012, 5378, 2683, 2193, 2628, 500, 2762, 1370, 208, 5349, 1270, 2021, 4022, 1200, 2011, 2000, 5989, 1393, 2723, 586, 1517, 5502, 2470, 3253, 2291, 1197, 19, 317]"
227,"[58559, 318, 7153, 79132, 2959, 6539, 60069, 5952, 68954, 593, 48780, 48394, 48516, 6874, 6377, 4973, 8874, 99114, 89745, 5618, 59315, 109487, 116797, 7438, 4226, 33794, 72998, 1704, 91529, 8961, 3147, 68157, 55820, 74458, 858, 2571, 7361, 47, 4878, 4896, 49272, 8368, 7458, 6365, 48774, 4306, 46578, 5418, 4995, 5989, 33493, 30812, 3949, 4993, 44191, 1198, 8644, 47099, 356, 2858, 5218, 78499, 4886, 48385, 56174, 70286, 1206, 50872, 41566, 59784, 36529, 45722, 32587, 5459, 2762, 8636, 109374, 81845, 55247, 1221, 296, 69122, 3000, 6942, 50, 2329, 527, 5816, 64614, 7147, 30793, 3578, 112852, 51662, 6502, 45499, 76093, 88125, 5445, 54001]"
228,"[318, 1196, 589, 1210, 50, 260, 593, 1197, 480, 2700, 47, 32, 2916, 10, 457, 1200, 1580, 2985, 1214, 1610, 377, 223, 1676, 1198, 2011, 2355, 588, 110, 1527, 1573, 16, 648, 1370, 1, 608, 2628, 1097, 2858, 1552, 2571, 2617, 2797, 356, 1721, 70, 2054, 3033, 590, 1729, 1073, 1036, 3052, 1240, 1544, 733, 1391, 173, 2706, 367, 1221, 2918, 1377, 1917, 551, 2762, 2000, 19, 2987, 296, 2716, 1722, 1291, 370, 316, 2012, 2268, 3421, 2947, 2683, 1387, 1517, 3552, 208, 2291, 1222, 150, 231, 2028, 919, 1968, 1101, 34, 3578, 520, 1270, 344, 364, 1136, 2115, 1587]"
229,"[349, 592, 153, 339, 161, 454, 539, 380, 648, 32, 266, 593, 329, 300, 590, 292, 25, 150, 208, 62, 34, 337, 21, 480, 589, 110, 597, 1, 434, 1073, 318, 31, 457, 141, 151, 367, 10, 50, 236, 344, 588, 509, 435, 165, 7, 47, 508, 316, 500, 350, 608, 36, 186, 95, 1059, 527, 410, 595, 39, 223, 231, 6, 19, 736, 442, 356, 780, 377, 253, 17, 553, 224, 587, 11, 357, 112, 440, 474, 485, 786, 160, 852, 1356, 788, 296, 163, 185, 653, 282, 802, 368, 18, 733, 376, 235, 353, 494, 196, 293, 784]"
23,"[3683, 1199, 750, 3424, 1263, 2076, 903, 29, 778, 904, 922, 1274, 1089, 1233, 1208, 431, 111, 608, 3362, 2858, 1237, 4641, 2600, 1252, 1625, 2692, 1358, 541, 1201, 923, 1230, 2019, 4223, 3681, 1221, 1080, 527, 5902, 50, 908, 1249, 593, 1219, 5291, 1206, 6807, 924, 318, 441, 3160, 110, 1466, 1884, 1175, 2951, 3006, 1953, 1258, 1204, 2657, 1224, 1222, 1245, 1261, 1952, 1281, 1227, 1225, 3083, 4235, 1673, 3996, 1198, 1299, 2712, 2890, 1214, 4027, 1246, 1193, 912, 1210, 1617, 1303, 1748, 2194, 1247, 555, 4973, 2959, 47, 1248, 1203, 293, 101, 7099, 1172, 3481, 1960, 1104]"
230,"[318, 480, 593, 356, 589, 1196, 47, 260, 150, 296, 32, 110, 1210, 608, 1198, 1580, 1197, 364, 1270, 1, 344, 588, 50, 367, 34, 1200, 377, 1240, 590, 2, 597, 457, 10, 2959, 380, 3578, 208, 3793, 592, 104, 1036, 231, 780, 858, 648, 788, 2028, 2762, 1214, 7153, 595, 19, 4306, 6377, 253, 6539, 2571, 153, 2628, 1917, 58559, 4226, 1097, 586, 2054, 2858, 5952, 1073, 2012, 1704, 500, 2716, 2987, 1527, 2355, 165, 3623, 316, 1676, 145, 1517, 1721, 1101, 4993, 173, 527, 6, 594, 551, 2115, 4896, 48, 733, 1291, 673, 3147, 223, 2700, 1221, 329]"
231,"[318, 593, 2571, 2858, 1704, 356, 1198, 2959, 47, 50, 1196, 2762, 260, 858, 7153, 1210, 6377, 58559, 6539, 480, 527, 608, 4993, 1197, 4226, 5952, 1291, 296, 1214, 589, 1270, 1580, 2028, 110, 32, 1089, 1221, 541, 4306, 5618, 3147, 4886, 68954, 1193, 1200, 457, 1036, 3578, 4995, 1, 60069, 1206, 7438, 4973, 2628, 5418, 4896, 5218, 6365, 2716, 1721, 6874, 1240, 1625, 5445, 1527, 8961, 7361, 5378, 924, 8874, 2329, 44191, 48516, 8360, 1610, 5349, 1265, 1201, 150, 5459, 377, 1968, 780, 3793, 750, 293, 2918, 79132, 59315, 1222, 1732, 8368, 364, 367, 2012, 33493, 1676, 3949, 49272]"
232,"[4270, 46530, 45447, 6863, 52973, 3988, 4018, 5171, 33679, 7451, 6378, 8361, 4025, 8984, 31685, 52458, 6534, 6373, 5313, 7173, 6281, 5630, 33166, 40815, 5377, 33004, 6708, 46965, 5110, 6936, 8783, 45501, 3916, 4700, 8376, 41569, 5679, 8917, 6297, 4816, 6593, 47610, 7346, 7454, 6287, 5064, 34072, 3969, 6157, 68791, 4446, 4890, 5449, 7285, 53953, 6874, 4718, 3825, 34520, 5785, 30825, 5400, 7373, 34150, 45666, 45186, 6377, 61024, 6059, 5502, 7444, 4306, 54259, 53996, 5872, 8665, 45517, 6503, 32031, 6888, 7254, 8907, 8784, 51255, 56367, 32587, 33794, 3882, 52281, 55267, 8464, 3717, 8644, 5266, 37386, 5989, 47122, 5481, 49530, 48304]"
233,"[58559, 7153, 6539, 60069, 99114, 79132, 2959, 59315, 68954, 318, 89745, 5952, 7438, 6874, 4226, 6377, 74458, 48780, 68157, 593, 33794, 49272, 8874, 116797, 48394, 78499, 72998, 70286, 91529, 4973, 8961, 48516, 55820, 4896, 59784, 5989, 7361, 5418, 48385, 8368, 1704, 4993, 7458, 3949, 4306, 5903, 134130, 8644, 32587, 6365, 106782, 2858, 5218, 57669, 5618, 27773, 36529, 50872, 44191, 356, 45499, 858, 64614, 1198, 109487, 4878, 109374, 4995, 2571, 79702, 80463, 41566, 33493, 4886, 55247, 56174, 46578, 6942, 60040, 5459, 51662, 88125, 3147, 48774, 115617, 47, 2762, 51255, 5445, 3578, 8641, 31696, 69122, 91658, 1221, 112852, 30793, 3000, 47099, 1206]"
234,"[1073, 592, 2002, 457, 1356, 380, 480, 10, 153, 485, 733, 587, 34, 661, 1275, 329, 736, 590, 466, 1876, 1372, 588, 185, 1, 377, 367, 520, 173, 919, 1573, 2078, 648, 349, 1407, 44, 2054, 2490, 1597, 370, 593, 344, 653, 170, 597, 292, 589, 500, 150, 594, 161, 104, 1562, 208, 2985, 435, 165, 19, 2617, 231, 410, 1580, 1367, 2640, 2011, 762, 440, 1210, 2174, 2700, 1196, 3082, 1405, 2, 1127, 552, 339, 786, 432, 595, 70, 368, 1302, 1101, 1544, 1027, 442, 849, 110, 2916, 2423, 788, 434, 539, 316, 2302, 1882, 1408, 1320, 2001, 95]"
235,"[592, 593, 153, 349, 457, 380, 150, 34, 480, 292, 110, 318, 454, 539, 590, 161, 344, 208, 32, 339, 356, 597, 1, 434, 589, 648, 595, 367, 266, 780, 329, 165, 50, 588, 10, 587, 1073, 47, 377, 442, 231, 435, 508, 39, 736, 6, 316, 410, 733, 594, 62, 440, 500, 25, 527, 337, 185, 1356, 19, 296, 95, 17, 260, 253, 141, 608, 223, 300, 786, 21, 317, 350, 288, 788, 553, 31, 173, 474, 186, 104, 163, 616, 151, 1198, 653, 485, 353, 802, 5, 368, 236, 364, 112, 158, 509, 293, 551, 494, 1210, 432]"
236,"[3552, 3033, 1387, 1573, 919, 2268, 2000, 3052, 2021, 2916, 2193, 2947, 3175, 2470, 3421, 1210, 2699, 1196, 1580, 2174, 2804, 2302, 1500, 1214, 2791, 2605, 2716, 3994, 1617, 1967, 2918, 2529, 2115, 2985, 2683, 2395, 1377, 1954, 1394, 2490, 2194, 2723, 260, 1197, 1676, 2968, 2657, 4085, 1198, 1729, 1129, 2948, 1552, 1527, 3868, 1220, 2628, 1562, 1200, 3082, 1923, 1090, 2717, 1968, 1748, 4643, 318, 1302, 3897, 3481, 2542, 2001, 1208, 4571, 1127, 480, 2617, 1587, 2407, 1278, 1517, 223, 589, 2858, 1036, 2011, 1584, 3623, 1610, 3247, 2701, 3527, 1374, 1370, 1921, 1917, 3471, 2406, 2762, 1270]"
237,"[7153, 318, 2959, 6539, 58559, 593, 2858, 5952, 858, 4306, 1704, 79132, 8874, 47, 6874, 4226, 4993, 2762, 50, 608, 8961, 7438, 2571, 6377, 260, 1625, 1198, 1221, 48516, 4878, 1270, 778, 2329, 5418, 356, 3578, 3147, 2028, 5218, 541, 1196, 480, 5378, 1206, 1197, 3949, 44191, 110, 33794, 5445, 1200, 5989, 4995, 4973, 1291, 1210, 1682, 7361, 60069, 63082, 32, 1721, 1527, 46578, 8636, 48780, 296, 527, 5618, 1214, 1732, 48385, 48774, 4896, 4262, 1089, 1580, 1240, 1213, 6365, 4011, 2918, 33493, 4886, 68954, 49272, 589, 2628, 3623, 8360, 3793, 4027, 2716, 8368, 1258, 111, 2997, 1222, 2692, 68157]"
238,"[3698, 1266, 1673, 1092, 849, 1876, 3699, 1350, 3703, 1377, 2871, 1320, 2058, 3101, 1242, 2641, 3037, 3438, 2699, 3918, 3471, 1343, 2826, 3508, 737, 1394, 2193, 3016, 1249, 543, 2021, 2403, 2009, 2985, 70, 2105, 610, 3740, 2470, 1387, 1090, 3354, 1717, 3986, 2420, 1127, 1347, 1339, 1674, 2082, 1994, 2366, 6303, 72, 1302, 2840, 2427, 839, 2657, 6, 377, 1573, 1407, 2268, 2867, 2455, 3363, 2001, 2002, 2288, 3527, 193, 785, 1587, 1263, 2532, 353, 2117, 1687, 1748, 2722, 3917, 1997, 1690, 1909, 2640, 2023, 514, 1845, 1261, 223, 919, 1196, 2527, 1371, 2459, 466, 344, 1125, 1610]"
239,"[318, 593, 47, 480, 50, 110, 6539, 7153, 4306, 2762, 260, 32, 2571, 1270, 1198, 1580, 2959, 296, 589, 6377, 356, 5952, 4226, 2858, 457, 1210, 1196, 3578, 608, 858, 1704, 58559, 2028, 1721, 1, 5418, 3147, 1197, 4993, 527, 3793, 1291, 6874, 2329, 377, 8961, 5378, 5349, 1527, 4886, 367, 1036, 6365, 150, 5445, 2716, 1200, 2628, 5989, 1240, 1917, 1193, 1213, 1097, 4022, 1214, 8636, 2012, 7438, 33493, 44191, 3623, 344, 1221, 2706, 4995, 778, 1682, 1089, 2115, 1923, 8360, 588, 2, 2355, 48516, 3717, 231, 648, 16, 780, 4027, 1676, 1222, 223, 4896, 1265, 208, 4963, 293]"
24,"[318, 7153, 6539, 2959, 593, 2858, 58559, 4306, 5952, 6377, 6874, 8961, 1704, 2571, 5418, 5218, 858, 5989, 4226, 4896, 2762, 480, 47, 1198, 356, 4995, 68954, 260, 4886, 1270, 50, 60069, 4993, 3578, 33493, 7361, 33794, 3147, 48516, 5378, 8360, 1580, 8874, 1291, 45722, 8636, 5445, 79132, 2028, 44191, 1197, 6365, 2329, 46578, 4973, 1682, 5349, 8368, 296, 7438, 5816, 5618, 4022, 110, 608, 1527, 4878, 1221, 4963, 1196, 1210, 2716, 3793, 1732, 1721, 527, 1213, 2918, 51662, 2628, 32587, 4011, 49272, 48780, 1136, 3949, 50872, 6373, 1193, 1, 48385, 541, 1625, 4246, 1089, 589, 7143, 41566, 1206, 2706]"
240,"[292, 454, 349, 141, 368, 494, 95, 380, 153, 434, 185, 236, 539, 786, 25, 637, 432, 420, 161, 21, 196, 736, 592, 216, 1356, 653, 256, 231, 165, 208, 315, 62, 158, 34, 31, 186, 367, 733, 410, 252, 350, 266, 485, 457, 151, 3, 329, 587, 5, 1073, 339, 172, 170, 802, 333, 10, 442, 39, 553, 762, 588, 277, 112, 435, 344, 552, 317, 474, 225, 316, 370, 595, 616, 780, 227, 597, 150, 589, 168, 160, 590, 719, 520, 110, 6, 7, 374, 648, 253, 661, 273, 377, 44, 337, 261, 32, 18, 193, 19, 327]"
241,"[31410, 4973, 64614, 30749, 5971, 48780, 36529, 72998, 79132, 48394, 7153, 2959, 116797, 6870, 55820, 58559, 99114, 74458, 5995, 48385, 67255, 5618, 8874, 40819, 30812, 5952, 6942, 6016, 7361, 44555, 48738, 48516, 80906, 5669, 7147, 1203, 7458, 91529, 46976, 46578, 3949, 4878, 4995, 318, 60069, 27773, 4226, 6539, 57669, 115569, 7022, 109487, 8368, 1704, 55247, 84152, 89745, 1206, 48774, 6874, 45722, 215, 7438, 3000, 3147, 593, 8873, 91658, 68954, 109374, 6502, 5782, 6377, 49272, 8961, 26662, 49278, 4720, 2858, 2324, 64839, 31658, 6365, 94959, 68157, 7445, 5989, 37741, 527, 49530, 5991, 91500, 5418, 41566, 86882, 4896, 4027, 778, 88125, 54001]"
242,"[208, 110, 480, 593, 592, 161, 153, 318, 380, 648, 150, 32, 454, 349, 589, 1, 590, 292, 34, 329, 539, 377, 367, 597, 165, 344, 588, 434, 457, 736, 266, 50, 47, 356, 316, 1073, 780, 733, 231, 595, 10, 435, 339, 6, 185, 253, 62, 337, 608, 442, 788, 500, 485, 223, 186, 1356, 21, 260, 786, 300, 141, 440, 25, 39, 19, 163, 95, 527, 587, 370, 410, 364, 296, 31, 104, 1210, 288, 293, 173, 474, 151, 17, 508, 553, 2, 317, 16, 653, 353, 594, 661, 160, 466, 802, 1198, 357, 1196, 376, 784, 420]"
243,"[349, 161, 208, 153, 592, 434, 380, 34, 292, 231, 150, 454, 590, 480, 442, 344, 589, 786, 62, 1073, 377, 588, 733, 539, 1, 32, 435, 339, 253, 141, 165, 457, 648, 316, 186, 736, 329, 653, 44, 587, 95, 266, 110, 485, 318, 19, 500, 593, 356, 595, 594, 368, 367, 1356, 420, 466, 185, 6, 104, 160, 173, 780, 50, 158, 39, 410, 597, 788, 762, 21, 494, 2, 172, 440, 802, 31, 223, 170, 196, 784, 370, 5, 252, 112, 315, 10, 47, 661, 357, 616, 337, 608, 236, 520, 25, 333, 432, 168, 151, 3]"
244,"[480, 110, 589, 608, 592, 590, 593, 457, 50, 32, 10, 318, 150, 1210, 260, 1610, 223, 1196, 47, 377, 1, 1198, 1073, 2302, 1377, 153, 6, 1200, 296, 527, 1784, 329, 380, 736, 2396, 161, 2174, 292, 1356, 1214, 1197, 34, 780, 356, 919, 1101, 648, 367, 733, 440, 597, 2858, 588, 1208, 349, 1387, 21, 1374, 1580, 1584, 2028, 1954, 16, 2916, 3175, 253, 1240, 316, 344, 1092, 1225, 2000, 293, 555, 1968, 2115, 2628, 1573, 208, 1036, 357, 1089, 2716, 337, 1917, 2683, 1097, 2699, 1500, 2797, 2490, 2762, 1617, 1220, 165, 1527, 1278, 539, 454, 1961]"
245,"[920, 36, 2739, 1296, 1086, 25, 265, 1079, 235, 910, 1188, 509, 527, 1225, 1234, 272, 1059, 592, 58, 1172, 246, 440, 11, 1262, 593, 17, 2467, 266, 1293, 1307, 933, 3418, 674, 306, 608, 105, 34, 1094, 913, 342, 497, 534, 1244, 1183, 50, 1292, 912, 1375, 539, 1084, 457, 339, 590, 969, 750, 380, 1092, 5060, 597, 21, 2396, 3168, 1179, 10, 300, 589, 904, 1356, 349, 337, 1077, 292, 1247, 1610, 1358, 1278, 161, 1537, 454, 515, 356, 2020, 780, 587, 852, 1994, 350, 348, 329, 903, 150, 1204, 480, 318, 1276, 1263, 434, 908, 1784, 1207]"
246,"[7153, 318, 79132, 68954, 1704, 58559, 72998, 6539, 60069, 6377, 2959, 89745, 4973, 5618, 48516, 8368, 593, 5218, 5952, 4995, 2571, 5418, 8874, 4886, 6942, 48780, 116797, 4896, 33794, 6874, 50872, 7361, 7438, 3949, 2324, 45722, 54001, 858, 33493, 63082, 46578, 7458, 4226, 91529, 2858, 81845, 5816, 7147, 3147, 6365, 4306, 8961, 4993, 49272, 356, 48774, 36529, 74458, 109487, 47, 59315, 4963, 30749, 56174, 109374, 69122, 1206, 48385, 69844, 527, 76093, 68157, 35836, 99114, 48394, 31658, 59784, 1198, 50, 8360, 110, 3578, 8636, 2762, 44191, 4878, 41566, 5989, 56367, 30793, 80463, 2028, 78499, 5459, 8529, 27773, 260, 134853, 1221, 112852]"
247,"[318, 7153, 593, 58559, 1704, 356, 5952, 6377, 6539, 2959, 4995, 260, 1198, 480, 2571, 5418, 1580, 60069, 2858, 50, 68954, 79132, 47, 3578, 527, 2762, 858, 1270, 33794, 3147, 1196, 296, 4306, 4896, 1210, 7438, 110, 589, 7361, 2028, 4993, 1, 608, 89745, 4226, 6874, 5445, 1291, 59315, 1221, 1197, 8961, 5218, 6365, 4886, 1721, 8874, 5618, 2329, 91529, 8368, 8636, 5816, 1200, 4973, 46578, 48516, 1206, 4963, 1732, 5989, 1214, 1089, 48780, 4022, 33493, 32, 68157, 51662, 1193, 3949, 50872, 49272, 2324, 1682, 44191, 3793, 5378, 2716, 2628, 1625, 8360, 457, 48394, 45722, 541, 1240, 364, 59784, 7458]"
