,userId,itemId,rating
302838,2579586,1542,2
302906,1716566,1264,3
302966,1176633,1884,5
303277,690332,2913,5
303405,2326063,1843,2
303601,755300,2724,3
303628,270924,2395,4
303675,274662,2457,4
303834,188270,58,3
304051,654313,1604,5
304084,594080,2660,4
304136,994577,2680,4
304170,978155,1220,5
304263,1643029,4145,5
304268,795851,3936,2
304373,2130617,4384,2
304393,2387409,2360,4
304434,147912,1901,3
304480,2634351,2342,4
304571,1144764,2862,3
304713,251167,357,2
304761,2382987,1543,5
305148,1701174,862,5
305437,922171,1482,5
305556,2285053,985,3
305680,1105815,2009,1
305714,1112381,2743,5
305717,2509181,2874,1
305822,1514993,4364,4
305923,1216158,3153,5
306097,2315880,3239,3
306375,967550,197,5
306488,1580097,4360,5
306619,2082170,3825,4
306640,1170756,4171,2
306735,746111,4123,4
306745,1391314,4302,5
306776,924529,2580,4
306827,2214601,3900,5
306866,2049018,299,3
306872,620812,3648,4
306951,554720,3290,2
307374,994741,1307,4
307432,176011,3333,4
307450,1033152,3938,3
307525,252167,2612,3
307545,438776,1971,3
307627,1075174,4472,4
307639,2342898,1476,3
307676,800887,4256,4
307717,1244733,1138,5
307866,220420,191,4
307881,2278500,3624,3
307909,2280276,361,4
307936,2513539,199,4
307979,1079807,2992,4
308009,1198207,1110,4
308055,399195,28,5
308070,2224884,56,2
308142,1662420,3725,2
308174,2453802,3864,5
308343,2133437,1110,4
308399,1767229,758,4
308498,1580097,548,3
308543,796629,1145,4
308628,2373570,1645,5
308947,2220209,4432,1
309002,599050,1956,5
309058,948615,3605,3
309086,489551,3905,4
309107,323466,896,2
309193,824368,3427,3
309249,567742,4432,5
309515,2135705,3936,3
309664,2014479,1719,2
309918,701226,3446,5
309924,429379,1719,4
309981,2093107,4216,2
310105,1514993,357,4
310491,1492307,3347,1
310492,1107220,2152,2
310607,2372711,1799,3
310621,788838,1810,5
310798,1102490,2580,3
310820,881026,77,1
310897,2485722,2122,4
310922,753450,2395,3
310973,156047,3017,3
310989,1141007,4149,4
311068,1372028,2372,3
311111,72250,3181,5
311271,1453145,3570,5
311275,1982517,3371,3
311316,932481,1719,4
311317,1967884,1307,5
311483,2319777,4432,4
311520,2267229,252,3
311631,984633,2495,3
311653,2614951,746,4
311714,2002974,900,5
311804,1263199,2743,5
311867,1487228,3463,3
311916,1238473,4356,2
312075,2072494,199,5
312360,2425339,2342,5
312376,1542242,2578,3
312471,1312373,2675,2
312523,536513,2329,4
312833,2517587,3113,3
312843,161721,1905,4
312874,1096999,3333,4
312903,857750,1799,4
312916,221577,4080,4
312952,2542849,2498,4
312977,1943292,1307,4
312995,307115,2452,5
313014,1306597,3151,1
313114,2161939,3936,3
313191,1735761,1865,3
313200,954439,798,3
313211,34856,3860,4
313297,128085,4043,4
313341,2238940,3860,5
313410,1198207,4043,3
313471,2519236,3282,5
313556,600245,1810,3
313557,796925,2391,4
313759,1573483,872,4
313958,750816,2499,4
314032,177215,30,5
314068,458795,313,3
314152,1922809,483,3
314236,1495312,4490,4
314330,1671534,2269,2
314357,1953742,2775,3
314437,2557157,1110,4
314513,1950808,3689,4
314675,180367,56,5
314679,543358,3082,4
314717,1012972,299,3
314723,782597,2391,4
314740,1138344,1618,5
314899,565741,2617,2
314908,757020,1255,4
315043,858454,3529,4
315096,2267639,3962,4
315179,189381,1255,5
315311,885170,717,3
315340,212982,1220,3
315356,67835,4306,5
315443,763155,1804,5
315470,2628335,2178,3
315575,1754013,1220,3
315577,2100640,680,1
315583,2386938,2000,3
315631,1006516,457,3
315639,2510352,312,5
315666,670407,3917,2
315962,2086053,1615,5
316015,1811320,1180,5
316183,2278058,3226,4
316248,397841,3267,4
316249,437,2699,3
316274,2194866,3085,5
316289,1035057,175,5
316324,1068255,734,4
316338,798591,1144,2
316404,2225969,1552,5
316725,1206519,83,4
316733,1072089,919,5
316797,503221,4356,1
316820,154772,3320,3
316865,523992,299,5
317492,2542215,1466,4
317535,112938,3864,5
317609,733504,148,3
317742,2046448,3463,4
317929,1315017,1905,4
317930,1768786,1962,2
317948,1688484,223,5
318067,1087365,2862,4
318076,2509782,2112,2
318093,749522,3418,5
318241,1489580,3864,5
318309,2416843,3870,3
318402,1277752,191,4
318403,631233,4306,5
318660,2386938,1262,2
318716,794819,2874,2
318789,515400,985,3
318790,1573483,1962,5
318929,2076049,175,4
319028,1622607,1618,3
319052,1129706,1518,4
319104,868085,2452,5
319162,1199065,4266,2
319203,2223435,1542,4
319306,1011928,571,5
319593,2177830,2342,3
319647,1590880,166,5
319717,462490,937,3
319736,414301,763,4
319776,1538548,3509,3
319827,691616,3151,1
319834,2215936,1428,5
319879,1394441,3058,4
319942,1067878,175,4
319944,428563,2452,5
320029,2056695,1307,2
320212,2573311,312,4
320288,2476764,156,4
320306,1401362,3946,2
320379,1512938,985,4
320560,666339,4123,4
320758,1840114,3900,5
320762,1985056,270,5
320772,1271228,501,3
320775,2529941,1145,2
320878,487920,3510,5
320880,404906,3347,3
321192,861335,2152,1
321309,1214467,1145,4
321441,1218973,4197,1
321680,975695,4402,1
321849,649496,3371,5
321886,1278808,4197,3
322024,1932984,345,5
322039,915182,1632,3
322208,2479998,3312,2
322244,1432675,191,2
322393,1134076,175,2
322427,627401,2698,5
322480,2614997,3282,3
322708,1379723,4488,4
322731,2115824,3451,3
322824,602103,424,2
322893,1031576,3624,2
323153,1363937,2452,2
323154,1867401,1905,4
323169,1245184,758,3
323277,1709317,2391,3
323427,1274340,758,2
323465,1960765,3756,4
323689,1284636,357,5
323840,2466494,2452,3
323850,1343072,289,1
323915,2094329,907,3
323932,2287475,886,3
323933,1565183,3925,5
323988,2273072,661,4
324077,1447018,2186,3
324156,579366,2580,3
324217,1731718,3315,5
324499,1096731,3274,5
324528,2297843,1180,4
324595,2192206,3282,2
324634,1460150,357,4
324683,2555461,4043,1
324792,1341665,191,4
324860,1257649,3198,3
324915,2033538,187,3
324958,1048253,3864,5
325016,1005452,3282,3
325180,1109736,197,3
325260,811102,1073,3
325354,2504259,223,5
325383,578618,357,2
325396,364103,3864,5
325408,1347931,4043,3
325447,1450447,457,3
325559,2187827,3106,2
325641,1325572,2266,3
325660,1852613,3864,4
325713,394436,3446,5
325802,429918,3938,4
325854,1618309,197,2
325909,1502192,1542,5
325916,1077265,3197,3
326091,1490592,4315,3
326241,2517510,2862,4
326316,928364,3192,3
326336,1654010,2660,5
326534,132432,1962,4
326559,1480343,3605,5
326638,1675902,4356,3
326689,167344,361,5
326855,1532473,3611,4
326954,322590,2342,3
327016,1754164,571,4
327157,2122896,2470,1
327269,327627,4432,3
327288,2529101,1901,5
327341,2611915,2016,5
327370,521788,197,2
327419,2614051,406,4
327552,399195,4402,5
327642,942808,191,5
327654,1476463,708,4
327658,225475,2216,3
327713,2425339,1707,5
327827,1082225,2372,4
327924,1908893,2430,5
327950,1344779,1744,3
327960,1249660,3814,4
328000,69873,175,4
328080,2295316,1905,5
328119,728816,1615,4
328168,56117,443,4
328204,2253817,4356,4
328210,669896,2731,3
328211,1492730,571,4
328543,1386324,329,5
328647,2636999,3962,3
328686,643368,1901,4
328788,2317737,758,4
328827,607357,1110,3
328836,2320375,3106,2
328888,750819,3684,5
328907,415707,3207,5
329073,2268101,2809,2
329294,2040387,1144,5
329356,2454355,3151,1
329409,1968071,2699,3
329454,8413,1012,4
329506,2190901,2171,4
329525,55760,886,4
329618,1208313,1020,5
329627,1516910,3773,4
329645,450379,554,2
329818,1908956,2775,3
329820,1551848,1615,5
330278,895888,2580,1
330444,754566,1110,5
330595,319025,1795,4
330694,2309810,534,4
330750,680845,3446,5
330809,239686,8,4
330878,1629880,3756,4
330910,685145,571,3
330935,1071449,758,3
330954,950309,4432,5
331050,2534015,2372,3
331150,2417843,4432,4
331200,1096999,2016,3
331347,1345145,3151,5
331350,2193153,862,4
331369,285797,2465,3
331435,1188438,1435,4
331595,143503,4078,4
331617,1858685,4177,4
331618,247120,3900,2
331647,2364616,4043,3
331715,941221,2580,4
331772,1444004,2953,4
331819,864863,3605,4
331830,1816566,1931,5
331833,1253418,1578,4
331871,1072314,4149,4
331996,1049932,2743,5
332022,127365,2452,5
332033,1489580,3021,2
332146,1055248,4389,4
332148,738967,4216,3
332210,78299,3254,3
332341,1571514,3638,5
332528,2320375,2391,1
332572,414678,3610,5
332603,1201634,312,4
332710,2426145,2200,3
333082,654126,3282,4
333143,445422,3333,2
333240,1613505,2457,3
333263,1661048,1770,3
333431,1328545,501,4
333524,1991006,3962,5
333834,377585,3733,4
333854,638720,2178,5
333934,1944149,299,5
334046,2380265,378,2
334072,2182661,3093,3
334250,2431675,1145,4
334396,1572270,2870,5
334441,1966834,1220,1
334467,2100050,919,2
334489,770672,2551,1
334616,2155593,2443,3
334749,1650641,2319,4
334835,162443,571,5
334905,1202600,1145,5
334948,2632988,3276,3
335088,2232246,918,5
335096,583492,2326,4
335160,995303,3942,2
335217,17274,2803,5
335244,1521926,1962,5
335272,557665,3403,5
335441,1279860,4216,4
335615,541055,357,2
335641,1200726,3917,4
335714,1431136,2813,5
335798,242938,3825,4
335817,1225571,3151,4
335818,1200679,1962,3
335836,119173,111,4
335927,2450959,209,4
335955,1224461,3715,4
335961,2233484,3290,5
335999,2250881,2152,2
336135,2540246,1833,4
336171,1479331,3684,2
336197,2031475,2457,5
336539,324643,3312,3
336618,1047007,2372,2
336628,2603114,3368,3
336670,1565183,3756,2
336727,1513848,483,4
336735,2276376,2594,3
336919,1510963,483,4
337141,2446583,1220,4
337288,609653,3290,4
337365,861675,1962,3
337383,1920901,2922,3
337411,1218846,1974,4
337492,1296753,2128,3
337576,1401431,2813,4
337615,1844846,1509,2
337645,1093168,798,4
337707,2293160,3368,4
337796,2300587,1799,4
337799,874650,1435,4
337867,1895686,3269,3
337956,2203206,357,4
337996,641780,1962,5
338003,1281204,2112,4
338115,1840030,1406,3
338134,1350128,2376,3
338204,1112381,2862,4
338306,2273147,586,3
338326,791625,3106,3
338391,1960765,1770,5
338469,2565654,4345,5
338621,666290,1075,2
338681,2211373,2171,5
338725,2047472,191,5
338753,1803177,2192,4
338851,1060430,3817,2
338860,1605605,1798,3
338927,1821640,3917,5
339020,1240476,2391,3
339077,1709965,312,2
339147,885875,1220,4
339302,675754,501,5
339345,2493183,788,3
339373,2077391,494,4
339402,2373570,3703,3
339452,211439,457,5
339489,1789873,3875,5
339605,2285053,3333,5
339685,1856670,3756,4
339692,208953,2861,5
339737,2408274,3801,2
339794,1658896,3385,3
339824,950309,30,4
340010,638363,361,5
340022,1104718,3801,2
340070,592612,3624,2
340300,2373078,3860,3
340307,1673281,1770,5
340397,2276209,1180,2
340575,1271750,1798,4
340583,1112381,3151,5
340630,1315017,971,3
340721,2575332,3463,3
340733,1687759,3282,2
340791,2395368,3938,4
340820,48490,2342,1
340879,947930,2780,4
340924,1349484,3610,5
341058,2276945,682,3
341235,1341416,2152,4
341297,2190984,4080,3
341405,1276695,1650,3
341471,1240906,4256,3
341515,1629226,2743,5
341594,1353446,919,4
341641,1312760,2967,3
341732,966407,468,5
341740,2075270,1179,4
341757,1029688,3860,3
341810,2272548,3925,4
341917,597410,1220,3
342057,797788,2457,4
342138,1450447,2613,4
342147,1658896,1905,3
342152,1092216,2391,4
342205,1231504,4432,4
342259,1497039,3254,3
342309,1052897,2290,3
342332,43128,2128,4
342503,2102712,3371,3
342623,945175,2388,2
342659,151987,353,4
342793,2055431,3938,5
342809,1162564,4432,4
342948,2466120,3860,4
342996,2146451,3446,5
343034,2018139,2612,5
343071,1595004,483,1
343101,1363247,4056,3
343134,1159018,798,4
343180,1424345,1861,3
343181,1508110,940,3
343198,1185256,3046,3
343570,243228,1799,2
343640,1234322,2095,5
343758,2195329,3938,4
343843,680246,197,3
343917,1442766,3890,4
343926,910869,1865,3
343949,2165613,1102,5
343960,557215,1435,3
343975,948615,1798,5
344184,1246798,3379,5
344188,450379,788,4
344193,643669,1590,5
344317,1838501,1542,5
344520,1216452,1865,1
344640,1401126,3962,5
344642,2422843,1861,4
344728,2122774,3017,4
344779,2250039,1659,5
344808,817104,1220,4
344924,1695823,896,4
345044,1657246,2554,4
345169,1781020,2395,3
345390,1315017,708,3
345463,1657246,3624,4
345498,565741,3567,2
345579,933378,2372,4
345581,269732,2391,3
345644,2259324,3151,3
345655,654912,499,3
345686,550401,1102,5
345747,1222811,2862,5
345906,1594766,759,2
345953,338682,2457,3
346046,1605716,1032,1
346053,177491,2960,4
346116,722007,223,5
346117,2073811,1256,5
346132,1051462,4266,4
346178,2110796,191,3
346249,144129,2152,4
346381,1976114,442,5
346393,1208129,2122,2
346567,1330648,1719,3
346590,1027992,1905,4
346905,46913,3394,5
346921,1613327,990,5
346993,2137962,268,5
347031,1194465,996,1
347156,918219,1058,3
347267,442896,3150,4
347343,1713727,1406,3
347383,763257,283,4
347511,1576510,1428,4
347603,978569,2391,3
347641,580746,3085,3
347702,574990,4262,4
347777,2408998,1220,4
347922,1408105,1428,3
348023,115047,4043,4
348101,171855,371,5
348155,1351688,1202,4
348316,1198017,2580,4
348337,2257389,2813,5
348392,1000234,1307,1
348488,1076318,2680,2
348519,1882037,1020,5
348537,1435025,2874,5
348575,1523870,3825,1
348610,2578096,1905,2
348762,2575394,3521,5
348773,1162935,2228,4
348824,2192206,4216,1
348915,1872664,4149,3
349130,396505,3079,5
349241,1102482,1046,3
349407,280012,677,5
349439,801078,3135,3
349443,2186180,357,5
349483,127210,1046,4
349489,1007717,3860,2
349502,1581258,3703,4
349625,1136967,3538,3
349819,1371505,3290,5
349834,479141,3385,2
349922,1911053,483,3
349946,269732,3605,5
350170,2190805,4345,4
350176,1012559,1220,4
350402,2395368,457,5
350475,1415752,760,5
350486,2519842,1561,3
350523,1772328,3437,5
350581,1630448,3,2
350899,2100640,2675,3
350917,2157930,1865,4
350935,1629218,3860,3
351042,1434735,4384,3
351115,1423726,832,5
351120,874115,2122,5
351229,479821,3368,3
351271,647433,1110,5
351581,2278455,575,4
351656,1222480,4054,5
351768,2500596,2660,2
351916,1596332,30,4
352111,2448474,3938,4
352147,1304938,3058,5
352253,740985,3648,4
352266,94474,474,5
352348,799103,197,5
352434,1208129,3254,3
352444,1078814,1865,5
352579,1400549,2391,4
352610,602903,1650,4
352656,1204766,2372,3
352658,330175,1590,3
352753,1168585,3999,5
352829,2627434,4356,3
352964,54316,1905,4
352973,1638181,3433,4
352995,1889146,2848,5
353030,2197982,2783,3
353129,2283339,2009,3
353147,1492395,2782,5
353190,707243,516,5
353261,8413,4402,4
353454,2206041,3925,3
353497,730058,1585,5
353515,1712972,2161,4
353565,1460846,2580,4
353658,2237666,257,4
353702,1122318,1151,4
353787,2161237,443,4
353851,1840030,1719,5
353865,1351668,2783,3
353935,1951798,3650,4
353989,1481531,2578,5
354008,2285614,2782,4
354035,1254787,3825,2
354099,288114,1877,5
354373,396440,2443,3
354667,1997813,187,1
354905,1550655,2727,5
354910,1557873,457,2
354983,754909,1406,2
355128,1768469,3917,5
355147,1238473,1145,3
355159,829790,52,5
355184,365604,4177,2
355231,956330,1816,2
355384,1347749,2200,2
355593,1309010,4356,3
355874,777219,985,4
355943,782597,2443,2
355970,1438271,275,4
355978,2386518,3938,3
356147,2487632,468,2
356189,684065,1262,2
356246,778806,985,5
356409,2137962,3864,5
356516,1349930,3254,4
356537,367223,886,5
356550,2189430,17,1
356573,1347845,1770,4
356602,1773070,1843,3
356611,2011363,3650,4
356710,993606,257,4
356715,1313847,2580,3
356732,1479729,963,1
356781,2025303,4281,4
357027,87187,275,3
357143,272033,3198,4
357201,1631741,1810,3
357227,1479946,1905,5
357306,145965,191,4
357569,1196453,708,2
357579,956330,2580,4
357775,1103763,1582,2
357819,1013034,4492,3
357860,167344,143,4
357996,2204398,677,2
358068,376821,2558,4
358091,1638460,3355,4
358174,1415363,1905,5
358212,208913,2122,5
358260,437,1962,5
358294,2200113,398,3
358436,278612,1364,5
358860,931407,886,4
358929,782543,4284,4
358955,1036445,3079,4
359118,1180751,831,2
359253,406889,3624,2
359328,1080466,1145,4
359336,21512,708,4
359417,1504994,1798,4
359422,1044029,1073,3
359525,39799,201,3
359908,1459003,3151,5
360130,376203,4284,4
360437,147202,3427,5
360446,922498,3917,4
360501,2305466,1144,4
360539,1261654,1324,4
360577,745986,2862,4
360584,2017198,270,5
360664,2063672,2254,3
360675,499338,3949,4
360707,2257389,733,4
360742,2390293,3624,4
360785,920045,2578,4
360824,929734,290,4
360843,1303636,1746,5
360914,1175158,299,4
361079,626281,3713,4
361094,2153706,4330,3
361128,2084599,4123,4
361329,774210,2395,2
361343,2236720,571,4
361359,2195329,3917,3
361445,872647,4472,4
361549,1048231,2465,3
361617,581649,191,4
361619,2336923,1305,3
361813,2629271,353,5
361888,318186,2152,3
361931,1245209,1694,5
361954,2441488,26,4
362012,1441794,3713,4
362113,1287146,3017,4
362285,155525,3082,5
362583,805950,3463,5
362678,573242,1295,5
362692,1950592,2705,3
362712,2497159,2209,3
362720,925249,1642,5
362748,943129,313,2
362793,920311,2457,3
362879,1279984,4227,5
363041,2065759,2617,3
363082,1087387,1470,4
363097,1678423,1877,1
363356,2422843,992,4
363399,732248,2372,3
363486,2023333,1625,3
363672,444365,2342,4
363709,2333329,3385,2
363727,2172380,2580,3
363737,6062,2757,4
363800,1304600,3274,4
363843,2165975,2612,4
364094,1157658,331,5
364159,1029546,2612,3
364187,1344779,406,4
364218,584399,3446,3
364222,1680806,3925,1
364238,743025,316,5
364264,1442327,1145,1
364378,2345036,4432,5
364467,974285,1425,4
364481,309638,1632,2
364521,1144593,2095,3
364548,151322,1650,5
364668,874078,1615,4
364812,2138889,3446,3
364844,195685,3434,5
364986,1575400,1865,5
365066,2420029,1509,4
365112,28874,4043,3
365194,2344962,1833,2
365266,1205123,2743,4
365322,1805481,2743,5
365323,1336154,3333,4
365430,578939,4356,4
365524,1207185,1843,3
365607,1077430,1618,5
365727,69873,2862,5
365734,2135921,312,5
365740,1512957,3466,2
365802,2332726,607,3
365846,2639788,3684,4
365898,703312,1144,4
366230,930522,3551,5
366345,2234637,468,3
366398,973691,3825,3
366417,2187964,2775,4
366422,582027,3825,4
366426,1036636,3274,4
366439,1305601,4072,3
366529,1441340,3825,3
366571,1251836,2782,3
366589,2189024,571,5
366638,2536309,2423,3
366815,1016065,3333,2
366882,690024,1367,3
366912,1045981,2622,4
366933,879490,4315,2
366947,1386988,1428,2
366950,818064,4353,4
366976,1671666,3290,5
367069,2597800,1902,3
367081,2595315,978,3
367183,1316618,2172,5
367364,1542134,2465,4
367551,2295316,1220,4
367578,761851,1174,5
367831,1191853,426,4
367847,771490,1180,5
368029,2012907,1145,3
368065,411007,1719,1
368071,2225912,3925,4
368106,265770,2452,4
368123,2385126,1798,3
368139,665054,3315,3
368195,2189886,3610,4
368205,1565121,2465,5
368218,2162429,2209,3
368335,1058977,3079,5
368368,2431675,1110,2
368512,2441504,4012,3
368514,566383,4266,2
368627,2554552,1707,5
368820,935776,1502,3
368899,2512489,457,4
368972,146789,1220,4
369048,1092359,4393,2
369375,1240906,900,4
369393,1331770,1255,3
369439,2441914,1532,3
369470,860758,1180,1
369637,2137853,3198,3
369845,1309010,2040,5
369911,2434318,4356,4
369946,1646826,329,4
370207,2426008,3551,3
370249,1114775,108,2
370448,1267133,3684,3
370504,813659,3756,4
370581,468608,2580,3
370731,1118283,3151,5
370762,1691161,4227,2
370810,811013,2675,3
371167,1306597,175,5
371184,2408998,2192,4
371297,2121501,3151,3
371498,1345789,2862,4
371506,1408105,1144,5
371509,2174947,3624,3
371724,1134076,3161,3
371728,2184439,2009,4
371763,2541769,1367,4
371781,788,4432,3
371845,1535321,758,3
371847,2073276,758,4
371860,1721775,2913,3
371888,910180,2152,2
371985,1664385,1905,3
372007,1300873,3282,2
372233,2085391,2372,3
372247,1443979,1615,2
372278,1551675,1798,5
372300,1492673,2743,5
372379,1104580,3015,3
372464,1008866,312,5
372553,1408282,3333,4
372556,2034452,108,4
372627,1617919,2152,4
372635,203667,3860,3
372670,2142514,2452,5
372752,459791,2782,4
372769,2376730,1728,2
372788,885808,2612,5
372795,157112,1073,4
372947,1727234,962,2
373000,2198080,457,1
373402,2620981,1962,4
373848,955172,30,5
374060,2359448,2186,4
374146,1688144,1202,5
374310,1162564,3925,3
374374,607352,2612,3
374414,1367096,599,3
374446,1035963,3610,5
374474,2332726,1905,4
374497,322810,1890,4
374507,331471,3148,4
374547,1158676,2953,3
374621,1269496,3427,3
374632,1825443,329,4
374707,1891314,1615,2
374721,1273390,918,3
374856,2137458,2192,5
374950,393831,299,3
375000,991127,3106,2
375200,2463065,2112,3
375217,436747,2254,5
375250,2482248,2095,4
375312,155095,1428,3
375356,2276376,3890,2
375472,2086856,295,5
375534,1317106,3938,4
375575,1489043,3668,5
375601,98850,2470,4
375668,1335063,2525,3
375724,1825443,2601,4
375869,2083002,269,4
375890,2338292,1220,2
375943,676128,2847,5
376328,2191708,3538,4
376334,809323,2016,3
376358,176006,2578,3
376396,1943903,1867,4
376471,550655,1650,4
376584,1476386,331,3
376629,600981,1571,2
376724,2187930,1877,5
376791,1141280,3890,2
376793,1508661,1110,4
376996,1482828,3183,2
377008,1545778,2009,3
377089,1278630,2152,4
377163,2167403,3538,5
377290,589882,2016,5
377383,2007217,1102,3
377509,1121837,1406,4
377517,2534534,1110,2
377542,1358357,30,5
377701,734015,2913,3
377716,2049712,1905,3
377717,2224167,2209,3
377875,2316419,2095,3
377884,1355968,3648,4
377904,2635955,3782,3
377973,752278,468,1
377974,454063,3860,4
378062,1235209,2000,3
378085,246550,571,5
378151,1355078,2873,3
378208,2328595,175,3
378378,2171359,3626,4
378397,882475,2172,5
378553,1186124,1180,5
378832,333436,4488,3
378876,1585031,746,4
378944,1542242,30,4
379353,2453588,4472,5
379734,1402058,3487,3
380031,945445,111,2
380089,1464439,1406,5
380104,1235827,2711,2
380164,1083415,1918,3
380395,962833,2375,3
380431,2281812,313,2
380493,810671,2192,4
380513,1605837,3290,4
380636,1768786,152,2
380664,2441488,2499,3
380669,1271262,4306,4
380719,1869897,942,1
380727,1435226,1754,5
380778,568800,1754,4
380862,795128,3290,4
380892,943337,3782,3
380995,1030800,4306,5
381276,1007929,2705,5
381326,899414,2612,2
381625,2241432,2251,3
381626,1543811,4472,2
381644,597193,4135,5
381693,39307,3500,2
381726,1313609,3282,2
381813,1227002,2495,3
381845,838576,3368,4
381951,491544,2452,5
381960,1245101,1719,4
381961,1400170,2866,4
381974,1750102,3168,2
381989,1351544,798,4
382031,1979002,197,3
382145,2285684,2899,5
382351,1031246,1744,5
382352,2440169,3962,4
382381,1556823,4315,4
382384,875805,3649,4
382425,1565183,4356,4
382591,932855,3962,5
382671,1101746,30,4
382677,2372342,3198,4
382743,2231526,3624,2
382808,2609159,2045,5
382836,798570,2809,3
382945,951522,3650,4
383030,1328763,3638,4
383120,2297843,290,2
383248,582486,3648,2
383414,1310838,283,5
383592,2307853,3170,4
383603,1063545,662,5
383777,1289030,4402,1
383822,2166702,3151,4
384017,1483881,886,5
384069,2384282,443,5
384095,2163539,2009,4
384173,2392257,1682,4
384174,1071050,2800,5
384198,1645421,3385,2
384353,222123,1865,3
384473,1252092,4356,4
384670,1204271,2913,5
384907,1979129,4147,3
384953,866383,4432,3
384966,897734,468,3
385014,1636068,97,3
385072,1248494,1905,2
385122,1646307,2072,4
385245,455382,3825,4
385300,2166355,1905,5
385486,1105815,1975,3
385585,701916,406,4
385596,1451246,1854,4
385651,764300,3046,5
385697,674519,4345,4
385710,2469944,468,3
385771,956121,1542,1
385827,2041872,1542,5
385846,131203,3638,5
385961,922248,4043,5
386036,1772857,2452,5
386285,757658,1902,5
386373,1304402,1220,5
386391,154876,1174,3
386420,2049018,2782,4
386450,1352074,2372,3
386722,193438,273,3
386769,2421539,2862,5
386834,2119125,2960,3
386840,2044088,1743,4
386987,792891,3928,5
387045,798591,2290,5
387110,1564346,330,4
387147,701226,4472,3
387162,874441,4356,3
387418,931407,3197,4
387499,874115,1428,3
387568,1466310,3268,3
387750,2204398,4330,4
388065,2493183,528,2
388077,2046894,4472,3
388145,959160,1470,4
388196,1630448,4201,3
388208,1196229,4056,3
388264,1482579,3275,3
388343,942100,3446,5
388352,1584315,3290,5
388367,181479,2617,5
388397,2323081,2163,3
388423,2210838,2200,4
388494,1102382,4356,4
388606,2058400,2104,3
388625,1566176,357,2
388633,970536,312,5
388710,2404850,3624,4
388801,2234775,1406,5
388848,1349052,3151,4
388958,1093385,4472,5
389049,2278159,1795,5
389227,1107269,175,4
389247,2466494,3098,4
389279,1196229,4369,4
389446,623062,3936,2
389477,2214694,708,3
389530,807111,3938,5
389538,801001,607,3
389664,1218934,3538,5
389692,641691,3418,5
389710,1564150,1645,4
389724,2370822,1744,4
390038,1802043,329,5
390075,2425898,3275,4
390173,631426,1324,5
390232,901257,3232,4
390333,63467,4266,5
390448,2385126,2095,4
390650,2201036,191,3
390661,2184012,1865,4
390865,1736800,4266,5
390901,2272548,1615,4
391076,1492391,3893,4
391161,1650641,1798,2
391238,593826,3463,4
391270,1379021,535,3
391560,192124,4369,4
391739,757020,3917,4
391773,2276279,482,3
391787,2099297,166,4
391828,1514594,2612,4
391835,2533168,3198,5
391971,2150570,3925,1
391974,706407,2452,5
392092,1899958,2992,4
392203,128300,1226,3
392239,515123,1744,5
392261,550655,4043,4
392312,2355924,3079,5
392367,1497039,2372,3
392419,1884277,4339,3
392451,1095420,705,4
392564,872067,2699,4
392657,564561,4432,5
392835,9360,3333,4
392904,172762,457,5
393038,966407,2452,3
393116,1198173,1744,4
393155,2073793,3254,2
393169,648914,4472,3
393187,1581047,2532,5
393235,2280716,833,3
393289,39690,3962,5
393291,906040,3593,4
393553,1102065,2523,4
393581,1979129,3098,3
393700,1925296,886,3
393744,1253877,4302,2
393751,1152044,3427,2
393756,1612962,2525,2
393776,1511179,3905,2
393949,1068603,2152,1
394193,189878,3938,5
394221,2006805,189,3
394359,569679,283,3
394394,2154698,1046,4
394506,491544,2380,3
394632,670407,3854,4
394670,2535673,1073,5
394765,2163539,2380,4
394914,1246122,1561,5
394952,1570842,2340,5
394997,2378747,2080,4
395112,1612962,1202,5
395301,1291709,3437,5
395332,1570252,482,5
395356,308868,2262,3
395383,1464381,2452,5
395503,1351661,1289,1
395544,773046,3773,4
395605,1396747,3962,4
395741,1529798,2095,5
395929,1334537,2372,3
395973,618943,3371,4
395989,2417848,4315,3
396026,2086856,416,1
396035,650667,8,5
396068,967827,2660,4
396181,2189886,4330,4
396241,1578263,313,4
396301,347965,1962,1
396310,108846,273,5
396324,801825,3333,3
396331,2484526,2375,5
396435,2217155,2913,3
396436,588706,2578,1
396511,947756,3605,2
396571,1516446,3151,5
396682,2499894,3148,3
397038,1446133,3333,4
397046,873854,1799,5
397172,1354367,1026,4
397191,1092216,1110,4
397317,145772,3254,2
397408,754742,2460,1
397460,2071029,758,4
397484,1122567,1220,3
397491,565301,3138,2
397571,857750,4216,4
397702,1373346,313,4
397869,765032,4168,3
397971,2051183,1744,4
398021,571756,1877,5
398451,1414173,2782,5
398599,1307769,268,2
398994,1058336,1138,5
399041,2153402,3917,4
399116,602275,2711,3
399190,1952639,4392,5
399596,1728723,2095,4
399623,885233,3418,3
399775,436197,4043,4
399863,1118283,3253,3
399865,2061257,3371,5
400055,1441794,273,4
400377,880762,1142,5
400386,1046692,2944,4
400560,734412,262,4
400626,813499,30,4
401049,1030997,3962,4
401211,1608651,3684,5
401504,15479,357,3
401660,39692,3925,5
401713,1516413,3282,3
401724,562438,3648,3
401843,1341287,1798,3
401896,651524,3368,5
402118,2380626,2209,4
402120,91272,2874,5
402153,893778,2734,2
402227,863638,3610,3
402244,2426008,2152,3
402392,722523,3668,5
402530,153465,2430,4
